src_subject_id,session_id,param_task_name,param_run_num,param_counterbalance_ver,param_counterbalance_block_num,param_cue_type,param_stimulus_type,param_cond_type,param_trigger_onset,param_start_biopac,ITI_onset,ITI_biopac,ITI_duration,event01_cue_onset,event01_cue_biopac,event01_cue_type,event01_cue_filename,ISI01_onset,ISI01_biopac,ISI01_duration,event02_expect_displayonset,event02_expect_biopac,event02_expect_responseonset,event02_expect_RT,event02_expect_angle,event02_expect_angle_label,ISI02_onset,ISI02_biopac,ISI02_duration,event03_stimulus_type,event03_stimulus_displayonset,event03_stimulus_biopac,event03_stimulus_C_stim_match,event03_stimulusC_response,event03_stimulusC_responsekeyname,event03_stimulusC_reseponseonset,event03_stimulusC_RT,ISI03_onset,ISI03_biopac,ISI03_duration,event04_actual_displayonset,event04_actual_biopac,event04_actual_responseonset,event04_actual_RT,event04_actual_angle,event04_actual_angle_label,param_end_instruct_onset,param_end_biopac,param_experiment_duration,event03_stimulus_P_trigger,event03_stimulus_P_delay_between_medoc,event03_stimulus_V_patientid,event03_stimulus_V_filename,event03_stimulus_C_stim_num,event03_stimulus_C_stim_filename,param_C_stim_num,event03_C_stim_match,event03_C_stim_filename
69,1,cognitive,6,1,2,low_cue,low_stim,1,1630615963.33693,1630615963.33907,1630615966.11933,1630615966.13472,11.393274307251,1630615977.52358,1630615977.53521,low_cue,l037.png,1630615978.51503,1630615978.51766,0.797577857971191,1630615979.34093,1630615979.35039,1630615981.74912,2.40818858146667,3.92139888767809,FIX,1630615983.35909,1630615983.3675,4.65351009368896,low_stim,1630615990.02825,1630615990.03398,,2,right,1630615992.01422,1.98597097396851,1630615997.03086,1630615997.03462,3.98174524307251,1630616001.03235,1630616001.03365,1630616004.16728,3.13492655754089,14.7795601801196,FIX,1630616361.86691,1630616361.86978,398.529983043671,,0,,,0,,7,same,7_50.jpg
69,1,cognitive,6,1,2,low_cue,med_stim,2,1630615963.33693,1630615963.33907,1630616005.06719,1630616005.07021,2.04541397094727,1630616007.13463,1630616007.13715,low_cue,l006.png,1630616008.11421,1630616008.1161,1.99839115142822,1630616010.13575,1630616010.13759,1630616012.62062,2.48487710952759,3.4473868518652,FIX,1630616014.15391,1630616014.15599,4.65869307518005,med_stim,1630616020.82306,1630616020.83387,,1,left,1630616023.01678,2.19371938705444,1630616027.82568,1630616027.83421,4.78692817687988,1630616032.62747,1630616032.63351,1630616035.08274,2.45527195930481,5.5721978039638,FIX,1630616361.86691,1630616361.86978,398.529983043671,,0,,,0,,35,same,35_100.jpg
69,1,cognitive,6,1,2,high_cue,med_stim,5,1630615963.33693,1630615963.33907,1630616036.6623,1630616036.6675,4.45029926300049,1630616041.13064,1630616041.13411,high_cue,h017.png,1630616042.11405,1630616042.11552,1.9985568523407,1630616044.13176,1630616044.13305,1630616046.01613,1.88437008857727,48.0984569671244,FIX,1630616048.14992,1630616048.15196,0.76268196105957,med_stim,1630616050.93429,1630616050.93568,,1,left,1630616053.36388,2.42958545684814,1630616057.92023,1630616057.93413,2.79237198829651,1630616060.73795,1630616060.73918,1630616063.87309,3.1351375579834,12.4790718019276,FIX,1630616361.86691,1630616361.86978,398.529983043671,,0,,,0,,1,diff,1_100_R.jpg
69,1,cognitive,6,1,2,low_cue,high_stim,3,1630615963.33693,1630615963.33907,1630616064.77279,1630616064.77489,9.03981757164001,1630616073.82616,1630616073.83472,low_cue,l023.png,1630616074.81359,1630616074.81494,0.899014949798584,1630616075.72687,1630616075.73354,1630616078.59921,2.87234115600586,1.61030060249899,FIX,1630616079.74504,1630616079.75088,7.46756649017334,high_stim,1630616089.23191,1630616089.23331,,2,right,1630616090.99095,1.75903749465942,1630616096.23452,1630616096.23678,3.17808437347412,1630616099.43571,1630616099.43729,1630616100.7366,1.30089116096497,9.50024131533731,FIX,1630616361.86691,1630616361.86978,398.529983043671,,0,,,0,,1,same,1_150.jpg
69,1,cognitive,6,1,2,high_cue,med_stim,5,1630615963.33693,1630615963.33907,1630616103.47055,1630616103.47289,10.5420515537262,1630616114.02449,1630616114.03426,high_cue,h016.png,1630616115.01369,1630616115.01499,0.698913097381592,1630616115.72512,1630616115.73333,1630616117.43283,1.70770215988159,27.28636280995,FIX,1630616119.74329,1630616119.74534,2.46931648254395,med_stim,1630616124.22829,1630616124.23377,,1,left,1630616126.24935,2.0210554599762,1630616131.23091,1630616131.23411,5.8817024230957,1630616137.13311,1630616137.13426,1630616140.4351,3.301997423172,6.46745892779152,FIX,1630616361.86691,1630616361.86978,398.529983043671,,0,,,0,,24,diff,24_100_R.jpg
69,1,cognitive,6,1,2,low_cue,high_stim,3,1630615963.33693,1630615963.33907,1630616141.16794,1630616141.17017,0.844660043716431,1630616142.01826,1630616142.0342,low_cue,l048.png,1630616143.01357,1630616143.01504,2.09903597831726,1630616145.13609,1630616145.13735,1630616146.62051,1.48442268371582,0,FIX,1630616149.15426,1630616149.15625,2.15834927558899,high_stim,1630616153.33915,1630616153.34031,,1,left,1630616155.41359,2.07444095611572,1630616160.32509,1630616160.33431,3.08751487731934,1630616163.42624,1630616163.43342,1630616165.94916,2.52291631698608,17.7256837949275,FIX,1630616361.86691,1630616361.86978,398.529983043671,,0,,,0,,26,diff,26_150_R.jpg
69,1,cognitive,6,1,2,low_cue,low_stim,1,1630615963.33693,1630615963.33907,1630616167.46108,1630616167.46313,1.25152111053467,1630616168.72822,1630616168.73453,low_cue,l008.png,1630616169.71365,1630616169.71501,1.99895310401917,1630616171.72934,1630616171.73357,1630616172.93281,1.20346450805664,0.231030116895476,FIX,1630616175.74751,1630616175.75071,5.26509737968445,low_stim,1630616183.03356,1630616183.03478,,1,left,1630616184.69712,1.6635684967041,1630616190.01949,1630616190.03432,5.89310932159424,1630616195.9217,1630616195.93362,1630616198.08934,2.16764807701111,8.55354270257181,FIX,1630616361.86691,1630616361.86978,398.529983043671,,0,,,0,,26,diff,26_50_R.jpg
69,1,cognitive,6,1,2,high_cue,high_stim,6,1630615963.33693,1630615963.33907,1630616199.95653,1630616199.95878,0.856070041656494,1630616200.82353,1630616200.83509,high_cue,h055.png,1630616201.81361,1630616201.81502,0.698997020721436,1630616202.52416,1630616202.53366,1630616205.73262,3.20846223831177,12.9773953378174,FIX,1630616206.54232,1630616206.5446,0.770280838012695,high_stim,1630616209.3267,1630616209.33368,,2,right,1630616211.1064,1.77970123291016,1630616216.32931,1630616216.3345,4.88329982757568,1630616221.23114,1630616221.2337,1630616222.73261,1.50147652626038,11.49269351131,FIX,1630616361.86691,1630616361.86978,398.529983043671,,0,,,0,,22,same,22_150.jpg
69,1,cognitive,6,1,2,high_cue,high_stim,6,1630615963.33693,1630615963.33907,1630616225.26597,1630616225.26827,3.84663128852844,1630616229.13408,1630616229.13595,high_cue,h044.png,1630616230.11364,1630616230.11522,1.99896287918091,1630616232.1352,1630616232.13677,1630616234.38637,2.25116539001465,14.8264799703557,FIX,1630616236.15337,1630616236.15535,2.15923857688904,high_stim,1630616240.32159,1630616240.33325,,1,left,1630616242.21999,1.89839863777161,1630616247.3242,1630616247.33441,3.98840570449829,1630616251.32569,1630616251.33363,1630616253.59918,2.27348828315735,9.57699005929366,FIX,1630616361.86691,1630616361.86978,398.529983043671,,0,,,0,,24,diff,24_150_R.jpg
69,1,cognitive,6,1,2,high_cue,low_stim,4,1630615963.33693,1630615963.33907,1630616255.36053,1630616255.36264,4.65207505226135,1630616260.02894,1630616260.03439,high_cue,h021.png,1630616261.01356,1630616261.01498,1.7990448474884,1630616262.82998,1630616262.83307,1630616264.74911,1.91913223266602,26.8725389916558,FIX,1630616266.84815,1630616266.85061,10.5644586086273,low_stim,1630616279.43617,1630616279.43729,,2,right,1630616281.5611,2.12492704391479,1630616286.42211,1630616286.43418,3.89049243927002,1630616290.32357,1630616290.33357,1630616292.03283,1.70926070213318,15.5241109967543,FIX,1630616361.86691,1630616361.86978,398.529983043671,,0,,,0,,20,same,20_50.jpg
