rating,rt
7.522110223770142,4.0
28.113120079040527,4.0
36.099430084228516,4.0
58.507790088653564,4.0
76.4978301525116,4.0
96.40526056289673,4.0
106.60906028747559,4.0
127.41682028770447,4.0
140.00485014915466,4.0
167.2150001525879,4.0
179.9030601978302,4.0
200.71082019805908,4.0
209.69751024246216,4.0
235.80724024772644,4.0
244.71056056022644,4.0
261.6168701648712,4.0
273.8047502040863,4.0
300.514710187912,4.0
308.8011300563812,4.0
327.308030128479,4.0
336.511470079422,4.0
361.2040102481842,4.0
375.1091902256012,4.0
394.71651005744934,4.0
