event01_cue_onset	event02_expect_displayonset	event03_stimulus_displayonset	event04_actual_displayonset	param_cue_type	param_stimulus_type	event02_expect_RT	event02_expect_angle	event04_actual_RT	event04_actual_angle	cue_con	stim_lin	stim_quad
10.983919858932495	14.301839828491211	32.479000091552734	45.29687976837158	low_cue	med_stim	3.6515851020813	-39.5040757892652	2.13433003425598	-22.976240979511303	-1	0	-2
51.4825599193573	53.68338990211487	62.37843990325928	75.19151997566223	low_cue	high_stim	2.20106291770935	-42.61581689778441	3.40627765655518	-2.3273814375088513	-1	1	1
82.99445986747742	85.79551982879639	92.47768974304199	100.4010398387909	high_cue	low_stim	1.9356830120086697	25.85291673707014	2.93464732170105	-8.306291035924751	1	-1	1
117.19071984291077	119.29150986671448	132.77822995185852	145.601459980011	high_cue	med_stim	2.15784907341003	21.30306427622103	4.0	0.0	1	0	-2
150.48663973808289	152.68746995925903	170.88264989852905	179.59763979911804	high_cue	high_stim	2.3345515727996804	31.118663158974634	2.6845934391021697	36.208179657995345	1	1	1
185.0830397605896	187.08380007743835	195.57780003547668	204.29029989242554	low_cue	high_stim	1.60081052780151	-37.26062853676197	1.9081742763519296	47.07818815364806	-1	1	1
213.19367003440857	216.49491000175476	224.97778987884521	238.1030797958374	low_cue	low_stim	2.80360984802246	-29.90935312109697	1.60073399543762	-23.46119294163616	-1	-1	1
244.2887499332428	247.28987979888916	253.9774899482727	262.9958198070526	high_cue	high_stim	1.7254705429077102	2.89084736224833	2.33629584312439	54.02556162411294	1	1	1
270.3819398880005	272.38269996643066	281.6780297756195	298.592600107193	high_cue	low_stim	1.91754126548767	51.04794557316324	2.0564444065094	-18.14641180574247	1	-1	1
304.0946798324585	306.29551005363464	313.57751989364624	329.8043899536133	low_cue	med_stim	1.83685636520386	-27.93898862014127	1.61743974685669	-16.55207138672404	-1	0	-2
338.09085988998413	340.2916898727417	352.17800998687744	363.9006099700928	low_cue	low_stim	1.87419009208679	-6.032519715790777	2.217690706253049	-21.394891657346243	-1	-1	1
376.0885500907898	378.88961005210876	387.3776798248291	394.995689868927	high_cue	med_stim	1.87639117240906	51.04794557316324	1.88721346855164	-24.147448191362447	1	0	-2
