ISI01_biopac,ISI01_duration,ISI01_onset,ISI02_biopac,ISI02_duration,ISI02_onset,ISI03_biopac,ISI03_duration,ISI03_onset,ITI_biopac,ITI_duration,ITI_onset,delay_between_medoc,event01_cue_biopac,event01_cue_filename,event01_cue_onset,event01_cue_type,event02_expect_RT,event02_expect_angle,event02_expect_angle_label,event02_expect_biopac,event02_expect_displayonset,event02_expect_responseonset,event03_stimulusC_RT,event03_stimulusC_reseponseonset,event03_stimulusC_response,event03_stimulusC_responsekeyname,event03_stimulus_C_stim_filename,event03_stimulus_C_stim_match,event03_stimulus_C_stim_num,event03_stimulus_P_delay_between_medoc,event03_stimulus_P_trigger,event03_stimulus_V_filename,event03_stimulus_V_patientid,event03_stimulus_biopac,event03_stimulus_displayonset,event03_stimulus_type,event04_actual_RT,event04_actual_angle,event04_actual_angle_label,event04_actual_biopac,event04_actual_displayonset,event04_actual_responseonset,param_cond_type,param_counterbalance_block_num,param_counterbalance_ver,param_cue_type,param_end_biopac,param_end_instruct_onset,param_experiment_duration,param_run_num,param_start_biopac,param_stimulus_type,param_task_name,param_trigger_onset,session_id,src_subject_id,trial_no
1616689999.1991901,1.58252835273743,1616689999.19691,1616690004.83757,0.54706335067749,1616690004.8323698,1616690014.38823,1.9934504032135,1616690014.3859901,1616689995.29779,2.88514041900635,1616689995.2954302,0.0760350227355957,1616689998.1986198,h020.png,1616689998.19653,high_cue,1.82173609733582,43.3727166776064,FIX,1616690000.81561,1616690000.8141901,1616690002.6359198,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616690005.46396,1616690005.46295,high_stim,2.13431978225708,30.606407031509498,FIX,1616690016.40432,1616690016.40341,1616690018.53773,6,2,2,high_cue,1616690391.52305,1616690391.51191,399.013818025589,-1,1616689992.5,high_stim,pain,1616689992.49809,4,8,1
1616690025.79244,1.98914074897766,1616690025.7903,1616690031.81149,5.870197296142581,1616690031.80924,1616690046.70104,4.2812340259552,1616690046.6982,1616690020.4402099,4.34233665466309,1616690020.4382699,0.0472390651702881,1616690024.79196,l020.png,1616690024.7899199,low_cue,2.75127100944519,46.963657534052,FIX,1616690027.8036199,1616690027.79105,1616690030.54233,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616690037.72821,1616690037.72724,high_stim,3.9030437469482404,38.8035865708957,FIX,1616690051.00355,1616690050.99983,1616690054.90287,3,2,2,low_cue,1616690391.52305,1616690391.51191,399.013818025589,-1,1616689992.5,high_stim,pain,1616689992.49809,4,8,2
1616690056.58774,1.3941621780395501,1616690056.58527,1616690062.1224,0.45873522758483903,1616690062.1207,1616690071.5928302,2.78848838806152,1616690071.59095,1616690055.47167,0.11260986328125,1616690055.46819,0.0454108715057373,1616690055.60339,l011.png,1616690055.60157,low_cue,3.56824445724487,50.2840001419773,FIX,1616690058.00393,1616690058.00248,1616690061.57072,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616690062.62742,1616690062.62576,high_stim,2.40106177330017,32.6508022965956,FIX,1616690074.40392,1616690074.39201,1616690076.7930698,3,2,2,low_cue,1616690391.52305,1616690391.51191,399.013818025589,-1,1616689992.5,high_stim,pain,1616689992.49809,4,8,3
1616690088.59959,1.3820605278015101,1616690088.5973802,1616690094.47154,0.7133581638336178,1616690094.46626,1616690104.18853,3.89282917976379,1616690104.18661,1616690078.4215,9.170390129089359,1616690078.41019,0.0652971267700195,1616690087.59918,h047.png,1616690087.5970001,high_cue,3.9217345714569105,46.130690951238,FIX,1616690090.00399,1616690089.99791,1616690093.91964,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616690095.24782,1616690095.24599,high_stim,3.1347451210022004,42.3974377975002,FIX,1616690108.1056302,1616690108.10475,1616690111.2395,6,2,2,high_cue,1616690391.52305,1616690391.51191,399.013818025589,-1,1616689992.5,high_stim,pain,1616689992.49809,4,8,4
1616690113.69325,1.9892382621765101,1616690113.6902,1616690119.7111,11.170296430587802,1616690119.70914,1616690139.90334,1.5793285369873,1616690139.90011,1616690112.13972,0.558053493499756,1616690112.12294,0.0344231128692627,1616690112.70595,l012.png,1616690112.6898198,low_cue,3.20141959190369,40.072890052351,FIX,1616690115.70417,1616690115.69095,1616690118.89237,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616690130.9173698,1616690130.9155,low_stim,2.2026517391204803,22.867056299772702,FIX,1616690141.50416,1616690141.50071,1616690143.7033699,1,2,2,low_cue,1616690391.52305,1616690391.51191,399.013818025589,-1,1616689992.5,low_stim,pain,1616689992.49809,4,8,5
1616690153.3901901,1.9908952713012702,1616690153.38854,1616690159.87613,19.6051094532013,1616690159.87433,1616690188.48841,12.3942956924438,1616690188.48514,1616690145.53804,6.844711542129519,1616690145.53557,0.0308949947357178,1616690152.38958,h014.png,1616690152.38816,high_cue,3.9350106716156,52.165308732915896,FIX,1616690155.404,1616690155.3893,1616690159.32431,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616690179.5120199,1616690179.51116,low_stim,2.8846275806427,28.628870905535003,FIX,1616690200.9044302,1616690200.88983,1616690203.77446,4,2,2,high_cue,1616690391.52305,1616690391.51191,399.013818025589,-1,1616689992.5,low_stim,pain,1616689992.49809,4,8,6
1616690212.79635,1.18510103225708,1616690212.7943301,1616690218.0149698,2.96646022796631,1616690218.01297,1616690229.9886801,3.8952670097351096,1616690229.98417,1616690204.9218302,6.872241020202639,1616690204.90802,0.0474491119384766,1616690211.7960901,l014.png,1616690211.7939599,low_cue,3.16809439659119,34.071609807394196,FIX,1616690214.00451,1616690213.99479,1616690217.1628802,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616690221.02808,1616690221.02734,med_stim,2.8014988899230997,38.6598082540901,FIX,1616690233.90467,1616690233.90232,1616690236.70382,2,2,2,low_cue,1616690391.52305,1616690391.51191,399.013818025589,-1,1616689992.5,med_stim,pain,1616689992.49809,4,8,7
1616690245.9925199,1.58921670913696,1616690245.9902198,1616690251.6106,0.970424890518188,1616690251.60901,1616690261.5975301,4.88331627845764,1616690261.5961199,1616690237.93909,7.0430896282196,1616690237.93717,0.0664079189300537,1616690244.99199,h031.png,1616690244.98984,high_cue,2.56791090965271,39.305569282244605,FIX,1616690247.6047099,1616690247.59083,1616690250.15874,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616690252.64854,1616690252.64675,med_stim,2.90595769882202,33.5627437810924,FIX,1616690266.5048301,1616690266.4979699,1616690269.4039302,5,2,2,high_cue,1616690391.52305,1616690391.51191,399.013818025589,-1,1616689992.5,med_stim,pain,1616689992.49809,4,8,8
1616690277.38893,0.894013404846191,1616690277.3854198,1616690282.32198,1.5588142871856698,1616690282.3206198,1616690292.89272,2.38814949989319,1616690292.89129,1616690270.52146,5.86412477493286,1616690270.51616,0.0379269123077393,1616690276.3887,h006.png,1616690276.38505,high_cue,,,FIX,1616690278.3048198,1616690278.30244,,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616690283.91921,1616690283.91809,med_stim,3.48480224609375,43.53119928561421,FIX,1616690295.3052099,1616690295.29219,1616690298.7770002,5,2,2,high_cue,1616690391.52305,1616690391.51191,399.013818025589,-1,1616689992.5,med_stim,pain,1616689992.49809,4,8,9
1616690305.3977098,1.9834213256835902,1616690305.39601,1616690311.80544,1.1810014247894298,1616690311.79844,1616690321.98892,5.493816375732419,1616690321.98562,1616690299.34558,5.03656077384949,1616690299.34373,0.0628528594970703,1616690304.39764,l028.png,1616690304.3956401,low_cue,3.8574256896972696,46.4604825118437,FIX,1616690307.40502,1616690307.39677,1616690311.2542,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616690313.04407,1616690313.043,med_stim,3.78499484062195,21.1542708220455,FIX,1616690327.5049698,1616690327.4877,1616690331.2727,2,2,2,low_cue,1616690391.52305,1616690391.51191,399.013818025589,-1,1616689992.5,med_stim,pain,1616689992.49809,4,8,10
