onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingoutcome	pmod_cuetype	pmod_stimtype	pmod_expectRT	pmod_expectangle	pmod_outcomeRT	pmod_outcomeangle	cue_con	stim_lin	stim_quad	pmod_expectangle_demean	pmod_outcomeangle_demean
5.508209943771362	7.54229998588562	18.212949991226196	28.116640090942383	low_cue	med_stim	2.55201601982117	7.1250163489018	4.0		-1	0	-2	-15.936968677304213	0.0
33.80209016799927	36.10295009613037	49.607990026474	58.51131010055542	low_cue	low_stim	4.0		3.16824293136597	6.68201657225786	-1	-1	1	0.0	-21.419123858841516
74.20048999786377	76.51802015304565	87.30538010597229	96.40878009796143	low_cue	high_stim	2.26778340339661	11.3099324740202	3.15218162536621	15.4375241765319	-1	1	1	-11.752052552185813	-12.663616254567478
103.81154012680054	106.61258006095886	115.19912004470825	127.40367007255554	high_cue	low_stim	1.63430166244507	28.5187277886708	4.0		1	-1	1	5.456742762464788	0.0
138.30772995948792	140.00837016105652	155.01396012306213	167.21852016448975	high_cue	med_stim	4.0		2.10125970840454	15.59796158466	1	0	-2	0.0	-12.503178846439377
178.10591006278992	179.90657997131348	188.50978994369507	200.71433997154236	high_cue	high_stim	3.28763699531555	53.2228138905749	4.0		1	1	1	30.160828864368884	0.0
206.69990015029907	209.7010200023651	219.3046100139618	235.81076002120972	high_cue	low_stim	4.0		4.0		1	-1	1	0.0	0.0
241.99640011787415	244.71408009529114	253.60072994232178	261.60371017456055	low_cue	high_stim	2.53449201583862	16.0735741647464	3.52389097213745	39.2894068625004	-1	1	1	-6.988410861459613	11.188266431401022
270.80715012550354	273.80825996398926	281.7112100124359	300.50154995918274	high_cue	high_stim	4.0		3.90941047668457	24.501231448621	1	1	1	0.0	-3.5999089824783788
306.503790140152	308.8046500682831	318.40823006629944	327.31155014038086	low_cue	med_stim	0.056687593460083	0.0	2.31766963005066	33.6258346162155	-1	0	-2	-23.061985026206013	5.524694185116122
333.4971899986267	336.51498007774353	348.8029000759125	361.20752000808716	high_cue	med_stim	1.78413200378418	53.595911436921	2.65349197387695	61.574007756909	1	0	-2	30.533926410714987	33.47286732580962
372.11159014701843	375.1127099990845	385.6999900341034	394.7033500671387	low_cue	low_stim	1.45070624351501	14.649904105813	4.0		-1	-1	1	-8.412080920393013	0.0
