onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
3.4	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l026.png
46.0	0.99	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h018.png
80.69	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l045.png
110.31	0.98	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l022.png
143.8	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h035.png
171.3	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h042.png
201.11	0.98	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h004.png
234.8	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l051.png
265.1	0.99	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l048.png
295.51	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l050.png
337.91	0.98	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h016.png
362.6	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h039.png
6.13	2.27	expectrating	1	low_cue	n/a	4.13	Weak	4.13	Weak	0.68	1.59	l026.png
49.1	1.99	expectrating	2	high_cue	n/a	43.7	Strong	43.7	Strong	0.77	1.22	h018.png
83.83	3.05	expectrating	3	low_cue	n/a	3.22	Weak	3.22	Weak	0.42	2.64	l045.png
111.81	1.82	expectrating	4	low_cue	n/a	14.43	Moderate	14.43	Moderate	0.57	1.25	l022.png
146.9	1.62	expectrating	5	high_cue	n/a	13.48	Moderate	13.48	Moderate	0.45	1.17	h035.png
173.31	2.33	expectrating	6	high_cue	n/a	28.72	Moderate	28.72	Moderate	1.07	1.27	h042.png
203.11	2.25	expectrating	7	high_cue	n/a	26.98	Moderate	26.98	Moderate	0.87	1.38	h004.png
237.3	1.54	expectrating	8	low_cue	n/a	1.62	Barely detectable	1.62	Barely detectable	0.45	1.09	l051.png
