event01_cue_onset	event02_expect_displayonset	event03_stimulus_displayonset	event04_actual_displayonset	param_cue_type	param_stimulus_type	event02_expect_RT	event02_expect_angle	event04_actual_RT	event04_actual_angle	cue_con	stim_lin	stim_quad
5.676750183105469	8.99465012550354	17.428879976272583	28.085100173950195	low_cue	med_stim	1.4841609001159701	91.62992788538419	1.76939630508423	159.390307062468	-1	0	-2
34.987679958343506	37.688689947128296	42.70795011520386	58.1796600818634	high_cue	low_stim	1.86746883392334	91.6233325250905	2.30829763412476	86.46770541610908	1	-1	1
62.68133997917175	65.88252997398376	76.42165994644165	91.57545018196106	low_cue	high_stim	2.02200269699097	94.4525716313657	2.33433651924133	129.139723018529	-1	1	1
96.07713007926941	98.37797999382019	104.60477995872498	114.78410005569458	high_cue	med_stim	1.60996270179749	115.717855557001	1.75382208824158	86.4087409627945	1	0	-2
131.57370018959045	134.29137992858887	141.03311014175415	156.18286991119385	low_cue	med_stim	1.70082068443298	113.62937773065701	2.1716461181640603	46.9525090493996	-1	0	-2
163.38556003570557	165.68641996383667	178.79735016822815	188.57828998565674	low_cue	high_stim	1.6181559562683099	91.15036306132971	1.7930841445922898	150.140983835077	-1	1	1
193.38007998466492	194.98067998886108	201.22104001045227	227.8762800693512	high_cue	high_stim	3.29060006141663	107.70042778866699	2.18427467346191	109.637833051069	1	1	1
234.37870001792908	235.97930002212524	241.93526005744934	252.88560009002686	low_cue	low_stim	2.2253196239471404	81.7704834376051	3.96900320053101	52.4873881971436	-1	-1	1
259.08791995048523	260.9886300563812	274.11184000968933	290.98313999176025	low_cue	low_stim	1.98432993888855	90.9240453527727	1.83814120292664	49.723111789790295	-1	-1	1
307.77273988723755	310.99061012268066	316.9329500198364	327.58012986183167	high_cue	low_stim	1.53411841392517	79.77783136636391	3.32453799247742	60.561510325328506	1	-1	1
340.68500995635986	342.58572006225586	353.3215699195862	363.7769601345062	high_cue	med_stim	2.68552160263062	89.02897806892081	3.17768740653992	99.23555909316592	1	0	-2
371.4798300266266	374.78105998039246	385.3095700740814	395.0886299610138	high_cue	high_stim	2.22372269630432	98.764100827878	2.05090713500977	119.345216173295	1	1	1
