event01_cue_onset	event02_expect_displayonset	event03_stimulus_displayonset	event04_actual_displayonset	param_cue_type	param_stimulus_type	event02_expect_RT	event02_expect_angle	event04_actual_RT	event04_actual_angle	cue_con	stim_lin	stim_quad
5.484519958496094	7.501940011978149	16.249799966812134	28.092950105667114	low_cue	med_stim	1.8198082447052	30.5702477502442	1.6842551231384297	117.85965069524201	-1	0	-2
33.79508018493652	36.09594011306763	47.64874005317688	58.48761987686157	low_cue	low_stim	2.3677332401275604	75.8523946129983	1.9175946712493899	66.4368601352252	-1	-1	1
74.19348001480103	76.49433994293213	85.3143401145935	96.38509011268616	low_cue	high_stim	2.01753568649292	80.78235579006129	2.3534324169158904	135.0	-1	1	1
103.78784990310669	106.5888900756836	113.24254989624023	127.3966498374939	high_cue	low_stim	2.13435626029968	102.425942865427	2.31775879859924	49.097283605208304	1	-1	1
138.28403997421265	140.00134992599487	153.02665996551514	167.19483017921448	high_cue	med_stim	1.5037658214569098	90.2387310330989	2.61031746864319	84.7831109681655	1	0	-2
178.08221983909607	179.8828899860382	186.5367500782013	200.69065022468567	high_cue	high_stim	1.7055401802063	73.0338518914638	1.90089678764343	100.140793146113	1	1	1
206.69288992881775	209.69401001930237	217.31785011291504	235.78707003593445	high_cue	low_stim	3.45160984992981	113.04677375312001	2.18475079536438	57.970214843003	1	-1	1
241.98938012123108	244.69039011001587	251.62251996994019	261.5966999530792	low_cue	high_stim	2.16774487495422	54.057888128617705	2.01766157150269	113.16838715349701	-1	1	1
270.7834599018097	273.784569978714	279.7116301059723	300.49453997612	high_cue	high_stim	2.8205215930938703	92.53968045034071	2.90119600296021	97.6404067610268	1	1	1
306.48009991645813	308.79763007164	316.4187698364258	327.287859916687	low_cue	med_stim	2.35749483108521	82.06724168582791	1.91752505302429	61.1690316876096	-1	0	-2
333.49017000198364	336.49129009246826	346.82189989089966	361.1838300228119	high_cue	med_stim	2.73452663421631	53.1761970984455	3.1713056564331095	67.1329437002273	1	0	-2
372.0878999233246	375.0890200138092	383.7228500843048	394.6963300704956	low_cue	low_stim	1.20069718360901	63.21709519782479	2.5177385807037402	45.4869212478131	-1	-1	1
