onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingoutcome	pmod_cuetype	pmod_stimtype	pmod_expectRT	pmod_expectangle	pmod_outcomeRT	pmod_outcomeangle	cue_con	stim_lin	stim_quad	pmod_expectangle_demean	pmod_outcomeangle_demean	TTL1	TTL2	TTL3	TTL4	onset03_stim_earlyphase_0-4500ms	onset03_stim_latephase_4500-9000ms	onset03_stim_poststim_9000-135000ms	onset03_stim_ttlplateau	onset03_stim_ttlplateau_duration
5.010550022125244	7.21136999130249	17.24362015724182	27.40223002433777	high_cue	low_stim	2.86794233322144	119.51149855709	4.0		1	-1	1	119.51149855709	0.0	16.826	20.86225	25.8625	29.03675	16.826	21.326	25.826	20.86225	5.000250000000001
39.60678005218506	42.80798006057739	48.54121017456055	61.815070152282715	high_cue	low_stim	3.86834931373596	86.4964683552155	2.51774168014526	71.7108416499972	1	-1	1	86.4964683552155	71.7108416499972	48.12975	51.25875	56.259	59.3785	48.12975	52.62975	57.12975	51.25875	5.000250000000001
72.5023901462555	74.50313019752502	80.23792004585266	93.11006999015808	high_cue	med_stim	1.9222583770752	74.7854590376886	2.80117702484131	70.0365557214988	1	0	-2	74.7854590376886	70.0365557214988	79.831	83.16125	88.1615	91.4695	79.831	84.331	88.831	83.16125	5.000250000000008
105.29795002937317	107.29870009422302	113.03128004074097	123.20463013648987	low_cue	med_stim	2.16012740135193	92.9886324552294	4.0		-1	0	-2	92.9886324552294	0.0	112.62225	115.91675	120.917	124.206	112.62225	117.12225	121.62225	115.91675	5.000250000000008
129.40693998336792	133.30840015411377	148.93173003196716	163.1028401851654	high_cue	high_stim	1.80096292495728	94.3635113916619	2.33935904502869	83.558399900665	1	1	1	94.3635113916619	83.558399900665	148.51925	152.00825	157.0085	160.4425	148.51925	153.01925	157.51925	152.00825	5.000249999999994
167.90463018417358	171.1058201789856	180.3478000164032	191.11329007148743	low_cue	high_stim	1.9362678527832	80.3349334877556	2.95128202438354	72.0013050269785	-1	1	1	80.3349334877556	72.0013050269785	179.94575	183.38475	188.385	191.824	179.94575	184.44575	188.94575	183.38475	5.000249999999994
200.50012016296387	202.5008602142334	212.93246006965637	226.709890127182	high_cue	high_stim	1.85795402526855	84.9508335324171	2.7678759098053	83.1025724422482	1	1	1	84.9508335324171	83.1025724422482	212.525	216.04625	221.0465	224.465	212.525	217.025	221.525	216.04625	5.0002500000000225
236.9970600605011	240.21493005752563	249.4421100616455	262.706650018692	high_cue	med_stim	1.4840931892395	127.330094813823	2.10214924812317	64.476575498932	1	0	-2	127.330094813823	64.476575498932	249.03375	252.358	257.35975	260.64225	249.03375	253.53375	258.03375	252.358	5.0017500000000155
268.50881004333496	271.7100100517273	278.7310600280762	288.89974999427795	low_cue	low_stim	1.23400926589966	43.5395174881564	2.70901393890381	70.0168934781	-1	-1	1	43.5395174881564	70.0168934781	278.32025	281.45425	286.45525	289.55725	278.32025	282.82025	287.32025	281.45425	5.000999999999976
296.4025502204895	298.3032600879669	306.71391010284424	320.0113501548767	low_cue	high_stim	1.47214961051941	69.4439547804165	4.0		-1	1	1	69.4439547804165	0.0	306.31625	309.79175	314.79075	318.20975	306.31625	310.81625	315.31625	309.79175	4.999000000000024
330.6986701488495	332.3993101119995	340.03558015823364	365.81177020072937	low_cue	low_stim	1.29280257225037	46.1623635735027	2.35107111930847	68.3691131634821	-1	-1	1	46.1623635735027	68.3691131634821	339.62275	342.74825	347.74725	350.866	339.62275	344.12275	348.62275	342.74825	4.999000000000024
371.9974100589752	373.5980100631714	381.2253701686859	395.2060601711273	low_cue	med_stim	1.8607771396637	81.9025076477372	2.05273246765137	92.9886324552294	-1	0	-2	81.9025076477372	92.9886324552294	380.82475	384.13375	389.134	392.402	380.82475	385.32475	389.82475	384.13375	5.000249999999994
