onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
5.5	0.98	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l040.png
33.79	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png
74.19	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l001.png
103.8	0.98	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h047.png
138.29	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h025.png
178.09	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png
206.69	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h001.png
241.98	1.0	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l042.png
270.79	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h029.png
306.49	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l046.png
333.48	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h052.png
372.1	0.98	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l045.png
7.51	2.62	expectrating	1	low_cue	n/a	2.32	Barely detectable	2.32	Barely detectable	1.28	1.33	l040.png
36.09	1.47	expectrating	2	low_cue	n/a	6.13	Weak	6.13	Weak	0.55	0.92	l044.png
76.49	1.44	expectrating	3	low_cue	n/a	2.32	Barely detectable	2.32	Barely detectable	0.42	1.02	l001.png
106.6	1.83	expectrating	4	high_cue	n/a	56.76	Strong	56.76	Strong	0.05	1.78	h047.png
140.0	1.28	expectrating	5	high_cue	n/a	61.57	Strong	61.57	Strong	0.3	0.98	h025.png
179.89	2.63	expectrating	6	high_cue	n/a	60.31	Strong	60.31	Strong	1.1	1.53	h033.png
209.69	3.61	expectrating	7	high_cue	n/a	62.4	Strong	62.4	Strong	2.62	0.99	h001.png
244.7	1.65	expectrating	8	low_cue	n/a	6.95	Weak	6.95	Weak	0.37	1.28	l042.png
273.8	1.88	expectrating	9	high_cue	n/a	53.82	Strong	53.82	Strong	0.43	1.45	h029.png
308.79		expectrating	10	low_cue	n/a			22.83	Moderate	3.4	3.72	l046.png
336.5	1.52	expectrating	11	high_cue	n/a	57.75	Strong	57.75	Strong	0.37	1.15	h052.png
375.1	2.18	expectrating	12	low_cue	n/a	0.0		0.0		0.4	1.78	l045.png
18.18	7.0	stimulus	1	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aiunaff_M.mp4
49.58	7.02	stimulus	2	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jk103t1aaunaff_L.mp4
87.28	7.01	stimulus	3	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jy115t2aaaff_H.mp4
115.18	7.01	stimulus	4	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aaunaff_L.mp4
154.98	7.01	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t2aaunaff_M.mp4
188.48	7.0	stimulus	6	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t1aaaff_H.mp4
