rating,rt
12.51190996170044,4.0
33.00288987159729,3.79005312919617
43.006619930267334,1.93419075012207
59.49609971046448,3.43515300750732
69.49982976913452,4.0
87.50653982162476,2.5909786224365203
100.71146988868713,1.5173773765563998
119.30172991752625,2.5179252624511697
132.30657982826233,2.9907577037811297
156.79904985427856,2.18429803848267
174.90579986572266,2.58443975448608
191.69539999961853,2.6344594955444305
199.79841995239258,3.4848196506500204
228.8925998210907,2.9178581237793
236.99561977386475,3.4234185218811
256.2027897834778,2.3510348796844505
264.9060299396515,2.8678789138793905
285.797159910202,3.01801776885986
293.299959897995,3.0707807540893595
322.9943599700928,3.4015128612518297
338.30006980895996,3.25134372711182
367.09413981437683,4.0
373.3964898586273,2.45259404182434
394.8044698238373,3.01790237426758
