onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
4.1	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h012.png
33.49	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png
71.59	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h017.png
105.6	0.98	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png
132.8	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h026.png
163.29	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h021.png
196.9	0.98	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l008.png
231.4	0.98	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l025.png
270.4	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h007.png
297.69	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l024.png
327.2	0.98	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l041.png
372.6	0.98	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l030.png
7.22	1.74	expectrating	1	high_cue	n/a	49.75	Strong	49.75	Strong	0.72	1.02	h012.png
36.59		expectrating	2	low_cue	n/a			19.67	Moderate	0.87	3.97	l043.png
73.61	1.75	expectrating	3	high_cue	n/a	46.78	Strong	46.78	Strong	0.63	1.12	h017.png
108.7	3.12	expectrating	4	high_cue	n/a	36.18	Strong	36.18	Strong	0.72	2.4	h033.png
135.9	3.61	expectrating	5	high_cue	n/a	66.41	Very Strong	66.41	Very Strong	0.83	2.77	h026.png
165.29	1.78	expectrating	6	high_cue	n/a	2.65	Barely detectable	2.65	Barely detectable	0.05	1.73	h021.png
199.3	1.63	expectrating	7	low_cue	n/a	28.72	Moderate	28.72	Moderate	0.05	1.58	l008.png
234.3	1.94	expectrating	8	low_cue	n/a	14.87	Moderate	14.87	Moderate	0.05	1.89	l025.png
272.2	2.56	expectrating	9	high_cue	n/a	20.39	Moderate	20.39	Moderate	0.15	2.41	h007.png
300.19	1.82	expectrating	10	low_cue	n/a	45.98	Strong	45.98	Strong	0.53	1.28	l024.png
329.1	1.67	expectrating	11	low_cue	n/a	8.06	Weak	8.06	Weak	0.3	1.37	l041.png
374.6	2.25	expectrating	12	low_cue	n/a	13.7	Moderate	13.7	Moderate	0.05	2.2	l030.png
14.49	7.0	stimulus	1	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jy115t1aeaff_M.mp4
49.49	7.01	stimulus	2	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jy115t1aaunaff_L.mp4
86.49	7.01	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	dr052t1aeunaff_L.mp4
119.89	7.01	stimulus	4	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh123t1aeaff_H.mp4
143.19	7.01	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t2aeunaff_L.mp4
176.49	7.01	stimulus	6	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	tv095t2afaff_M.mp4
207.89	7.01	stimulus	7	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	dr052t1aiaff_H.mp4
242.89	7.0	stimulus	8	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	aa048t2afunaff_M.mp4
280.79	7.0	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jy115t2aaaff_H.mp4
308.29	7.01	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t2aaunaff_M.mp4
346.59	7.01	stimulus	11	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	th108t1aaunaff_L.mp4
386.39	7.01	stimulus	12	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	th108t1aeaff_H.mp4
23.71		outcomerating	1	high_cue	med_stim			34.49	Strong	0.58	1.15	task-vicarious_scale.png
62.4	2.67	outcomerating	2	low_cue	low_stim	7.61	Weak	7.61	Weak	0.1	2.57	task-vicarious_scale.png
97.1		outcomerating	3	high_cue	low_stim			48.25	Strong	0.87	2.97	task-vicarious_scale.png
127.51	1.8	outcomerating	4	high_cue	high_stim	45.49	Strong	45.49	Strong	0.38	1.42	task-vicarious_scale.png
152.4	2.47	outcomerating	5	high_cue	low_stim	30.96	Strong	30.96	Strong	0.18	2.29	task-vicarious_scale.png
184.5	2.01	outcomerating	6	high_cue	med_stim	52.67	Strong	52.67	Strong	0.33	1.67	task-vicarious_scale.png
224.4	2.91	outcomerating	7	low_cue	high_stim	93.06	Very Strong	93.06	Very Strong	0.53	2.38	task-vicarious_scale.png
257.01	1.72	outcomerating	8	low_cue	med_stim	12.53	Moderate	12.53	Moderate	0.1	1.62	task-vicarious_scale.png
292.41	2.43	outcomerating	9	high_cue	high_stim	38.33	Strong	38.33	Strong	0.5	1.93	task-vicarious_scale.png
318.0	3.02	outcomerating	10	low_cue	med_stim	17.78	Moderate	17.78	Moderate	0.05	2.97	task-vicarious_scale.png
367.0	1.79	outcomerating	11	low_cue	low_stim	2.99	Barely detectable	2.99	Barely detectable	0.55	1.24	task-vicarious_scale.png
394.41	1.8	outcomerating	12	low_cue	high_stim	106.31	Strongest sensation of any kind	106.31	Strongest sensation of any kind	0.07	1.73	task-vicarious_scale.png
