onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
5.41	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h036.png
35.1	0.98	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h011.png
68.7	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h019.png
96.59	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l013.png
124.0	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h024.png
167.3	0.98	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h037.png
203.3	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l056.png
238.69	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l040.png
276.89	0.99	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l041.png
312.3	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l003.png
347.4	0.98	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h020.png
373.19	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l009.png
8.22	2.77	expectrating	1	high_cue	n/a	12.45	Moderate	12.45	Moderate	0.63	2.13	h036.png
37.5	2.0	expectrating	2	high_cue	n/a	9.5	Weak	9.5	Weak	0.05	1.95	h011.png
71.1	1.76	expectrating	3	high_cue	n/a	6.72	Weak	6.72	Weak	0.72	1.04	h019.png
98.11	2.43	expectrating	4	low_cue	n/a	1.16	Barely detectable	1.16	Barely detectable	1.35	1.08	l013.png
126.8	2.05	expectrating	5	high_cue	n/a	11.17	Moderate	11.17	Moderate	0.62	1.44	h024.png
170.1	1.21	expectrating	6	high_cue	n/a	17.91	Moderate	17.91	Moderate	0.3	0.91	h037.png
205.2	1.93	expectrating	7	low_cue	n/a	0.0		0.0		0.05	1.88	l056.png
241.89	1.63	expectrating	8	low_cue	n/a	0.0		0.0		0.08	1.55	l040.png
280.09	1.12	expectrating	9	low_cue	n/a	0.0		0.0		0.38	0.73	l041.png
315.1	1.28	expectrating	10	low_cue	n/a	3.37	Weak	3.37	Weak	0.35	0.93	l003.png
349.1	1.51	expectrating	11	high_cue	n/a	6.9	Weak	6.9	Weak	0.63	0.87	h020.png
375.69	2.45	expectrating	12	low_cue	n/a	0.0		0.0		1.05	1.4	l009.png
18.99	7.01	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t2afunaff_L.mp4
48.29	7.0	stimulus	2	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg101t2aeaff_H.mp4
81.39	7.02	stimulus	3	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1afaff_M.mp4
105.69	7.01	stimulus	4	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1aiunaff_L.mp4
134.39	7.0	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	tv095t1afaff_H.mp4
180.49	7.0	stimulus	6	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t1afaff_L.mp4
220.59	7.0	stimulus	7	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg101t2aeunaff_M.mp4
256.89	7.02	stimulus	8	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t1aeaff_H.mp4
290.49	7.01	stimulus	9	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	dr052t2aaaff_M.mp4
325.39	7.01	stimulus	10	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1afunaff_L.mp4
356.69	7.0	stimulus	11	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	tv095t2afaff_M.mp4
385.59	7.01	stimulus	12	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t2aeunaff_H.mp4
30.31	3.81	outcomerating	1	high_cue	low_stim	24.93	Moderate	24.93	Moderate	1.55	2.26	task-vicarious_scale.png
58.81	2.53	outcomerating	2	high_cue	high_stim	9.95	Weak	9.95	Weak	0.78	1.75	task-vicarious_scale.png
91.9	1.8	outcomerating	3	high_cue	med_stim	15.32	Moderate	15.32	Moderate	0.07	1.74	task-vicarious_scale.png
117.71	2.6	outcomerating	4	low_cue	low_stim	0.46	No sensation	0.46	No sensation	0.68	1.92	task-vicarious_scale.png
151.71	2.25	outcomerating	5	high_cue	high_stim	5.13	Weak	5.13	Weak	0.87	1.38	task-vicarious_scale.png
192.91	2.18	outcomerating	6	high_cue	low_stim	12.39	Moderate	12.39	Moderate	1.12	1.07	task-vicarious_scale.png
228.71	1.72	outcomerating	7	low_cue	med_stim	12.35	Moderate	12.35	Moderate	0.62	1.1	task-vicarious_scale.png
267.8		outcomerating	8	low_cue	high_stim			0.0		3.03	0.25	task-vicarious_scale.png
305.7		outcomerating	9	low_cue	med_stim							task-vicarious_scale.png
335.61	2.17	outcomerating	10	low_cue	low_stim	2.76	Barely detectable	2.76	Barely detectable	0.73	1.43	task-vicarious_scale.png
366.91	3.99	outcomerating	11	high_cue	med_stim	9.01	Weak	9.01	Weak	0.88	3.1	task-vicarious_scale.png
394.8		outcomerating	12	low_cue	high_stim			0.0		3.65	0.32	task-vicarious_scale.png
