onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
4.81	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h041.png	n/a	n/a	n/a
33.11	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l036.png	n/a	n/a	n/a
61.1	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l039.png	n/a	n/a	n/a
86.51	0.98	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l054.png	n/a	n/a	n/a
114.8	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h038.png	n/a	n/a	n/a
138.5	1.0	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h026.png	n/a	n/a	n/a
163.5	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h005.png	n/a	n/a	n/a
209.4	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h014.png	n/a	n/a	n/a
234.6	0.99	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l028.png	n/a	n/a	n/a
270.99	1.0	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png	n/a	n/a	n/a
317.6	1.0	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l009.png	n/a	n/a	n/a
358.11	0.98	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h030.png	n/a	n/a	n/a
7.25	1.87	expectrating	1	high_cue	n/a	102.03	Strongest sensation of any kind	102.03	Strongest sensation of any kind	0.58	1.28	h041.png	n/a	n/a	n/a
34.91	1.42	expectrating	2	low_cue	n/a	16.63	Moderate	16.63	Moderate	0.5	0.92	l036.png	n/a	n/a	n/a
63.22	1.48	expectrating	3	low_cue	n/a	37.65	Strong	37.65	Strong	0.38	1.1	l039.png	n/a	n/a	n/a
89.61	2.1	expectrating	4	low_cue	n/a	3.45	Weak	3.45	Weak	0.05	2.05	l054.png	n/a	n/a	n/a
117.2	1.74	expectrating	5	high_cue	n/a	76.08	Very Strong	76.08	Very Strong	0.48	1.26	h038.png	n/a	n/a	n/a
140.61	1.78	expectrating	6	high_cue	n/a	74.68	Very Strong	74.68	Very Strong	0.68	1.1	h026.png	n/a	n/a	n/a
165.61	1.64	expectrating	7	high_cue	n/a	57.53	Strong	57.53	Strong	0.45	1.19	h005.png	n/a	n/a	n/a
211.51	1.62	expectrating	8	high_cue	n/a	49.25	Strong	49.25	Strong	0.45	1.17	h014.png	n/a	n/a	n/a
237.7	1.2	expectrating	9	low_cue	n/a	43.54	Strong	43.54	Strong	0.33	0.87	l028.png	n/a	n/a	n/a
274.11	3.7	expectrating	10	low_cue	n/a	20.06	Moderate	20.06	Moderate	0.63	3.07	l043.png	n/a	n/a	n/a
320.01	1.72	expectrating	11	low_cue	n/a	14.49	Moderate	14.49	Moderate	0.42	1.3	l009.png	n/a	n/a	n/a
361.21	1.47	expectrating	12	high_cue	n/a	45.17	Strong	45.17	Strong	0.4	1.07	h030.png	n/a	n/a	n/a
17.82	6.99	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	27_50.jpg	same	same	True
46.21	7.0	stimulus	2	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	1_50.jpg	same	same	True
71.8	7.0	stimulus	3	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	7_100.jpg	same	same	True
100.81	6.99	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	22_150_R.jpg	diff	diff	True
124.61	7.0	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	44_100_R.jpg	diff	diff	True
147.9	7.0	stimulus	6	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	20_150.jpg	same	diff	False
178.41	7.0	stimulus	7	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	19_50_R.jpg	diff	diff	True
218.41	7.0	stimulus	8	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	27_150.jpg	same	diff	False
252.5	7.0	stimulus	9	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	19_50.jpg	same	same	True
