onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
8.01	0.98	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png
40.71	0.99	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h032.png
70.8	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h015.png
108.8	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l036.png
134.11	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h022.png
164.6	0.99	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l052.png
197.0	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l013.png
225.51	0.98	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h010.png
255.1	0.99	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l025.png
288.6	0.99	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png
319.21	0.98	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l005.png
362.51	0.98	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h044.png
11.25	2.27	expectrating	1	low_cue	n/a	23.89	Moderate	23.89	Moderate	0.95	1.32	l044.png
43.61	2.66	expectrating	2	high_cue	n/a	94.15	Very Strong	94.15	Very Strong	0.52	2.14	h032.png
73.72	2.68	expectrating	3	high_cue	n/a	58.96	Strong	58.96	Strong	0.72	1.97	h015.png
111.62	1.34	expectrating	4	low_cue	n/a	53.41	Strong	53.41	Strong	0.42	0.92	l036.png
135.71	3.69	expectrating	5	high_cue	n/a	93.03	Very Strong	93.03	Very Strong	0.9	2.79	h022.png
166.9	1.65	expectrating	6	low_cue	n/a	37.67	Strong	37.67	Strong	0.9	0.75	l052.png
199.0	1.54	expectrating	7	low_cue	n/a	39.78	Strong	39.78	Strong	0.38	1.15	l013.png
227.91	2.73	expectrating	8	high_cue	n/a	69.39	Very Strong	69.39	Very Strong	0.87	1.87	h010.png
257.1	2.32	expectrating	9	low_cue	n/a	31.12	Strong	31.12	Strong	0.98	1.33	l025.png
291.5	2.58	expectrating	10	high_cue	n/a	100.03	Strongest sensation of any kind	100.03	Strongest sensation of any kind	0.6	1.98	h033.png
322.01	2.29	expectrating	11	low_cue	n/a	38.26	Strong	38.26	Strong	1.15	1.14	l005.png
364.91	1.67	expectrating	12	high_cue	n/a	26.67	Moderate	26.67	Moderate	0.4	1.27	h044.png
21.29	7.01	stimulus	1	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aeunaff_M.mp4
53.69	7.02	stimulus	2	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aaunaff_L.mp4
90.89	7.02	stimulus	3	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aaaff_H.mp4
119.29	7.01	stimulus	4	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aiaff_M.mp4
145.8	7.0	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	hs107t2aeunaff_L.mp4
173.89	7.01	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	hs107t1afaff_H.mp4
208.49	7.01	stimulus	7	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	dn124t1aaunaff_L.mp4
237.39	7.01	stimulus	8	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ak064t1aiaff_M.mp4
264.79	7.02	stimulus	9	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aeaff_H.mp4
301.69	7.01	stimulus	10	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	hs107t2aaaff_M.mp4
332.19	7.01	stimulus	11	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	kz120t2aaunaff_L.mp4
381.59	7.01	stimulus	12	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh123t1aeaff_H.mp4
33.42	3.4	outcomerating	1	low_cue	med_stim	25.21	Moderate	25.21	Moderate	1.05	2.35	task-vicarious_scale.png
61.61	1.72	outcomerating	2	high_cue	low_stim	14.76	Moderate	14.76	Moderate	0.55	1.17	task-vicarious_scale.png
102.91	2.67	outcomerating	3	high_cue	high_stim	109.03	Strongest sensation of any kind	109.03	Strongest sensation of any kind	1.1	1.57	task-vicarious_scale.png
126.8	1.68	outcomerating	4	low_cue	med_stim	45.16	Strong	45.16	Strong	0.9	0.78	task-vicarious_scale.png
153.41	1.62	outcomerating	5	high_cue	low_stim	87.65	Very Strong	87.65	Very Strong	0.48	1.14	task-vicarious_scale.png
189.71	2.44	outcomerating	6	low_cue	high_stim	116.25	Strongest sensation of any kind	116.25	Strongest sensation of any kind	0.58	1.86	task-vicarious_scale.png
220.71	1.4	outcomerating	7	low_cue	low_stim	10.26	Moderate	10.26	Moderate	0.4	1.0	task-vicarious_scale.png
247.52	1.7	outcomerating	8	high_cue	med_stim	27.8	Moderate	27.8	Moderate	0.4	1.3	task-vicarious_scale.png
278.31	2.07	outcomerating	9	low_cue	high_stim	82.58	Very Strong	82.58	Very Strong	0.82	1.26	task-vicarious_scale.png
311.91	2.97	outcomerating	10	high_cue	med_stim	136.84	Strongest sensation of any kind	136.84	Strongest sensation of any kind	2.1	0.87	task-vicarious_scale.png
348.02	2.2	outcomerating	11	low_cue	low_stim	17.28	Moderate	17.28	Moderate	0.68	1.52	task-vicarious_scale.png
394.8	3.27	outcomerating	12	high_cue	high_stim	109.02	Strongest sensation of any kind	109.02	Strongest sensation of any kind	1.43	1.83	task-vicarious_scale.png
