onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
5.48	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l040.png
33.8	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png
74.19	0.98	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l001.png
103.79	0.99	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h047.png
138.28	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h025.png
178.08	1.0	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png
206.69	0.98	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h001.png
241.99	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l042.png
270.78	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h029.png
306.5	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l046.png
333.49	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h052.png
372.09	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l045.png
7.5	1.79	expectrating	1	low_cue	n/a	27.5	Moderate	27.5	Moderate	0.37	1.42	l040.png
36.1	2.13	expectrating	2	low_cue	n/a	14.15	Moderate	14.15	Moderate	0.62	1.52	l044.png
76.49	2.0	expectrating	3	low_cue	n/a	14.69	Moderate	14.69	Moderate	0.52	1.48	l001.png
106.59	1.78	expectrating	4	high_cue	n/a	96.86	Very Strong	96.86	Very Strong	0.55	1.23	h047.png
140.0	1.97	expectrating	5	high_cue	n/a	101.36	Strongest sensation of any kind	101.36	Strongest sensation of any kind	0.73	1.24	h025.png
179.9	1.95	expectrating	6	high_cue	n/a	83.76	Very Strong	83.76	Very Strong	0.4	1.55	h033.png
209.69	1.72	expectrating	7	high_cue	n/a	111.67	Strongest sensation of any kind	111.67	Strongest sensation of any kind	0.55	1.17	h001.png
244.69	1.9	expectrating	8	low_cue	n/a	15.82	Moderate	15.82	Moderate	0.47	1.43	l042.png
273.8	1.61	expectrating	9	high_cue	n/a	91.86	Very Strong	91.86	Very Strong	0.57	1.04	h029.png
308.8	1.6	expectrating	10	low_cue	n/a	64.05	Very Strong	64.05	Very Strong	0.55	1.05	l046.png
336.49	1.92	expectrating	11	high_cue	n/a	100.03	Strongest sensation of any kind	100.03	Strongest sensation of any kind	0.48	1.43	h052.png
375.09	1.97	expectrating	12	low_cue	n/a	35.18	Strong	35.18	Strong	0.55	1.42	l045.png
18.18	7.01	stimulus	1	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aiunaff_M.mp4
49.58	7.01	stimulus	2	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jk103t1aaunaff_L.mp4
87.28	7.0	stimulus	3	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jy115t2aaaff_H.mp4
115.18	7.01	stimulus	4	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aaunaff_L.mp4
154.98	7.01	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t2aaunaff_M.mp4
188.48	7.01	stimulus	6	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t1aaaff_H.mp4
219.28	7.0	stimulus	7	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	th108t1aaunaff_L.mp4
253.58	7.02	stimulus	8	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jk103t1aaaff_H.mp4
281.68	7.01	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	th108t1aeaff_H.mp4
318.38	7.01	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jk103t2aaunaff_M.mp4
348.78	7.0	stimulus	11	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	aa048t2afunaff_M.mp4
385.68	7.02	stimulus	12	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	gf097t2aiunaff_L.mp4
28.11	1.82	outcomerating	1	low_cue	med_stim	13.81	Moderate	13.81	Moderate	0.4	1.42	task-vicarious_scale.png
58.5	1.94	outcomerating	2	low_cue	low_stim	25.83	Moderate	25.83	Moderate	0.33	1.6	task-vicarious_scale.png
96.4	2.29	outcomerating	3	low_cue	high_stim	23.63	Moderate	23.63	Moderate	0.47	1.82	task-vicarious_scale.png
127.4	2.61	outcomerating	4	high_cue	low_stim	42.38	Strong	42.38	Strong	0.55	2.06	task-vicarious_scale.png
167.19	2.23	outcomerating	5	high_cue	med_stim	19.31	Moderate	19.31	Moderate	0.38	1.85	task-vicarious_scale.png
200.71	1.73	outcomerating	6	high_cue	high_stim	101.81	Strongest sensation of any kind	101.81	Strongest sensation of any kind	0.48	1.25	task-vicarious_scale.png
235.8	1.72	outcomerating	7	high_cue	low_stim	10.04	Moderate	10.04	Moderate	0.38	1.34	task-vicarious_scale.png
261.6	1.34	outcomerating	8	low_cue	high_stim	106.79	Strongest sensation of any kind	106.79	Strongest sensation of any kind	0.47	0.88	task-vicarious_scale.png
300.49	2.35	outcomerating	9	high_cue	high_stim	120.06	Strongest sensation of any kind	120.06	Strongest sensation of any kind	1.3	1.05	task-vicarious_scale.png
327.3	1.97	outcomerating	10	low_cue	med_stim	70.48	Very Strong	70.48	Very Strong	0.57	1.4	task-vicarious_scale.png
361.2	2.67	outcomerating	11	high_cue	med_stim	12.26	Moderate	12.26	Moderate	0.77	1.91	task-vicarious_scale.png
