onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
5.71	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h003.png
32.3	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l035.png
63.11	0.98	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l025.png
95.11	0.98	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h023.png
120.21	0.98	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l018.png
159.9	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h021.png
219.31	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l012.png
252.5	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h055.png
283.91	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h042.png
311.9	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l015.png
341.3	1.0	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h054.png
371.61	0.98	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l002.png
8.36	3.67	expectrating	1	high_cue	n/a	46.46	Strong	46.46	Strong	0.05	3.62	h003.png
35.31	2.82	expectrating	2	low_cue	n/a	9.24	Weak	9.24	Weak	0.8	2.02	l035.png
65.53	3.32	expectrating	3	low_cue	n/a	8.29	Weak	8.29	Weak	0.85	2.47	l025.png
97.51	3.04	expectrating	4	high_cue	n/a	66.95	Very Strong	66.95	Very Strong	0.75	2.29	h023.png
123.21	2.2	expectrating	5	low_cue	n/a	6.47	Weak	6.47	Weak	0.4	1.8	l018.png
162.9		expectrating	6	high_cue	n/a			70.75	Very Strong	1.75	3.95	h021.png
221.51	2.93	expectrating	7	low_cue	n/a	5.55	Weak	5.55	Weak	0.72	2.21	l012.png
255.1	3.64	expectrating	8	high_cue	n/a	57.78	Strong	57.78	Strong	0.82	2.82	h055.png
285.81	3.59	expectrating	9	high_cue	n/a	98.82	Strongest sensation of any kind	98.82	Strongest sensation of any kind	0.57	3.02	h042.png
314.9	2.21	expectrating	10	low_cue	n/a	2.32	Barely detectable	2.32	Barely detectable	0.63	1.57	l015.png
343.21		expectrating	11	high_cue	n/a			93.23	Very Strong	1.67	3.4	h054.png
373.51	1.84	expectrating	12	low_cue	n/a	0.23	No sensation	0.23	No sensation	0.68	1.15	l002.png
14.9	7.01	stimulus	1	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ch092t2aiaff_H.mp4
47.2	7.01	stimulus	2	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg101t2aeaff_H.mp4
72.09	7.01	stimulus	3	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ak064t1aaaff_H.mp4
104.7	7.01	stimulus	4	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	tv095t1afaff_H.mp4
140.4	7.0	stimulus	5	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ak064t1afunaff_L.mp4
188.99	7.01	stimulus	6	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t1afaff_L.mp4
230.49	7.02	stimulus	7	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	tv095t2afaff_M.mp4
262.09	7.01	stimulus	8	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	dn124t1aeunaff_M.mp4
