onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
5.71	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h009.png
29.0	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l054.png
59.79	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l017.png
94.89	1.0	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h056.png
120.0	0.99	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l014.png
162.4	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h049.png
215.4	0.98	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l021.png
251.7	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h054.png
279.99	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h043.png
308.4	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png
341.1	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h015.png
374.29	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l031.png
8.34	2.25	expectrating	1	high_cue	n/a	55.16	Strong	55.16	Strong	0.88	1.37	h009.png
32.0	2.46	expectrating	2	low_cue	n/a	7.38	Weak	7.38	Weak	0.65	1.81	l054.png
62.21	1.87	expectrating	3	low_cue	n/a	0.94	No sensation	0.94	No sensation	0.62	1.25	l017.png
97.31	2.42	expectrating	4	high_cue	n/a	49.55	Strong	49.55	Strong	1.03	1.39	h056.png
123.0	1.73	expectrating	5	low_cue	n/a	7.96	Weak	7.96	Weak	0.65	1.08	l014.png
165.4	2.43	expectrating	6	high_cue	n/a	55.48	Strong	55.48	Strong	0.9	1.53	h049.png
