onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
5.71	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h004.png	n/a	n/a	n/a
29.0	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l048.png	n/a	n/a	n/a
59.81	0.98	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l019.png	n/a	n/a	n/a
94.91	0.98	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h049.png	n/a	n/a	n/a
120.0	0.99	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l010.png	n/a	n/a	n/a
162.4	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h041.png	n/a	n/a	n/a
215.41	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l053.png	n/a	n/a	n/a
251.7	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png	n/a	n/a	n/a
280.0	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h017.png	n/a	n/a	n/a
308.41	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l028.png	n/a	n/a	n/a
341.11	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h054.png	n/a	n/a	n/a
374.3	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l011.png	n/a	n/a	n/a
8.36	2.25	expectrating	1	high_cue	n/a	25.64	Moderate	25.64	Moderate	0.33	1.92	h004.png	n/a	n/a	n/a
32.02	1.95	expectrating	2	low_cue	n/a	4.63	Weak	4.63	Weak	0.4	1.55	l048.png	n/a	n/a	n/a
62.21	1.73	expectrating	3	low_cue	n/a	5.57	Weak	5.57	Weak	0.58	1.15	l019.png	n/a	n/a	n/a
97.31	2.2	expectrating	4	high_cue	n/a	62.82	Strong	62.82	Strong	0.87	1.34	h049.png	n/a	n/a	n/a
123.02	2.24	expectrating	5	low_cue	n/a	18.14	Moderate	18.14	Moderate	0.38	1.86	l010.png	n/a	n/a	n/a
165.4	3.56	expectrating	6	high_cue	n/a	63.12	Strong	63.12	Strong	0.48	3.07	h041.png	n/a	n/a	n/a
