p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
39192.866645072,4.02249278499949,0,0,0,0,0,0,0,0,0,39200.952380568,39203.342404582,2.20017170200299
39205.159792351,4.01677613400534,0,0,0,0,0,0,0,0,0,39213.214173695,39215.92605958,2.68366894199426
39217.259441447,4.01741396600119,0,0,0,0,0,0,0,0,0,39225.317815852,39227.642046756,2.30075064900302
39229.342534858,4.01590702300018,0,0,0,0,0,0,0,0,0,39237.38048155,39239.341593587,1.93308267799875
39241.430103971,4.01325233300304,0,0,0,0,0,0,0,0,0,39249.482724158,39252.108783055,2.58326809800201
39253.543438956,4.01462880999316,0,0,0,0,0,0,0,0,0,39261.599565864,39263.108110066,1.48328575499909
39265.641875543,4.01719366700127,0,0,0,0,0,0,0,0,0,39273.700382197,39275.390657322,1.66602884199528
39277.724936218,4.01733503500145,0,0,0,0,0,0,0,0,0,39285.784145664,39287.623916818,1.81638415499765
39289.808223131,4.01713832999667,0,0,0,0,0,0,0,0,0,39297.865019296,39300.12330641,2.23246467900026
39301.9084956,4.01673196999764,0,0,0,0,0,0,0,0,0,39309.967010867,39311.557676141,1.56707143599488
39313.990923913,4.01749964299961,0,0,0,0,0,0,0,0,0,39322.050021045,39323.607441254,1.5335861190033
39326.090833107,4.01735352399555,0,0,0,0,0,0,0,0,0,39334.149488694,39335.674153078,1.5012863180018
39338.174063605,4.0174552440003,0,0,0,0,0,0,0,0,0,39346.231671714,39347.956909783,1.69993599200097
39350.273611887,4.01771219399961,0,0,0,0,0,0,0,0,0,39358.331919648,39360.122946991,1.76603505299863
39362.373884474,4.01670441000169,0,0,0,0,0,0,0,0,0,39370.431301826,39371.906458373,1.45017582400033
39374.456739623,4.01731876400299,0,0,0,0,0,0,0,0,0,39382.515018673,39384.939877565,2.40043225300178
39386.539967457,4.01770237799792,0,0,0,0,0,0,0,0,0,39394.598631128,39397.106405388,2.48367895900446
39398.623340709,4.01755517900165,0,0,0,0,0,0,0,0,0,39406.681106679,39408.356140692,1.65011538100225
39410.706399264,4.01734944499913,0,0,0,0,0,0,0,0,0,39418.7650339,39420.20631667,1.41825025700382
39422.789000316,4.01799210200261,0,0,0,0,0,0,0,0,0,39430.848178286,39432.272774545,1.40072268700169
39434.872723505,4.01753555599862,0,0,0,0,0,0,0,0,0,39442.931579589,39445.588772392,2.63376271600282
39446.955969332,4.01732905999961,0,0,0,0,0,0,0,0,0,39455.014619496,39457.122328493,2.08356334099517
39459.039095811,4.01849282599869,0,0,0,0,0,0,0,0,0,39467.096509537,39469.088802236,1.96747139500076
39471.122288491,4.01807379999809,0,0,0,0,0,0,0,0,0,39479.180806291,39481.155376516,1.95013405000645
39483.205500371,4.01732277699921,0,0,0,0,0,0,0,0,0,39491.264112623,39492.571239933,1.28390623400628
39495.28863148,4.0173168149995,0,0,0,0,0,0,0,0,0,39503.346431741,39505.472684526,2.10184508800012
39507.392459468,4.01253000699944,0,0,0,0,0,0,0,0,0,39515.447859903,39517.404298935,1.93334078100452
39519.471425858,4.01758333600446,0,0,0,0,0,0,0,0,0,39527.529319774,39528.720527069,1.16653266500361
39531.554641866,4.01655653299531,0,0,0,0,0,0,0,0,0,39539.612886523,39541.837390407,2.20046487400396
39543.637794734,4.01759681099793,0,0,0,0,0,0,0,0,0,39551.679829416,39553.769531705,2.06625491600425
39555.719591495,4.01750484100194,0,0,0,0,0,0,0,0,0,39563.779759463,39565.536607174,1.732682793001
39567.820991834,4.01660621199699,0,0,0,0,0,0,0,0,0,39575.879147045,39577.887184485,1.9838984359958
39579.904083453,4.01728678599466,0,0,0,0,0,0,0,0,0,39587.962146527,39590.219839287,2.23313258100097
39591.987335077,4.01734503300395,0,0,0,0,0,0,0,0,0,39600.045482133,39601.737012576,1.66708551900228
39604.087131751,4.01608138199663,0,0,0,0,0,0,0,0,0,39612.14523737,39614.287869399,2.11867072500172
39616.170400063,4.0179941230017,0,0,0,0,0,0,0,0,0,39624.22788538,39626.119202506,1.8661815259984
