p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
39754.485668403,4.0182968980007,0,0,0,0,0,0,0,0,0,39762.549341707,39763.939644362,1.28342565299681
39766.674583652,4.01844969200465,0,0,0,0,0,0,0,0,0,39774.732183076,39776.173705324,1.41720601999987
39778.757377981,4.01763894600299,0,0,0,0,0,0,0,0,0,39786.809564928,39788.306147096,1.4844913909983
39790.823733345,4.01764792999893,0,0,0,0,0,0,0,0,0,39798.882027414,39800.272369158,1.36668028600252
39802.910015935,4.01500530300109,0,0,0,0,0,0,0,0,0,39810.964985271,39812.507364551,1.51823299300304
39814.991294113,4.0163172370012,0,0,0,0,0,0,0,0,0,39823.048383132,39825.056272334,1.98417809099919
39827.072842359,4.01812891000009,0,0,0,0,0,0,0,0,0,39835.131556044,39836.505524665,1.34994908500084
39839.155940774,4.01893006900355,0,0,0,0,0,0,0,0,0,39847.214912793,39848.405082537,1.16660554600094
39851.239458685,4.01746102899779,0,0,0,0,0,0,0,0,0,39859.297915111,39860.489045914,1.16721241800406
39863.322776023,4.01718465299928,0,0,0,0,0,0,0,0,0,39871.378383084,39873.389750131,1.98478222199628
39875.405968557,4.01711342199997,0,0,0,0,0,0,0,0,0,39882.297325364,39883.522922789,1.20083455999702
39886.322341662,4.01743840600102,0,0,0,0,0,0,0,0,0,39894.381513491,39895.788322675,1.3833632149981
39898.405683831,4.01712174199929,0,0,0,0,0,0,0,0,0,39906.460797985,39907.637736268,1.14948284999991
39910.505529758,4.01825822000683,0,0,0,0,0,0,0,0,0,39918.564249804,39920.404910495,1.81680032199802
39922.588560709,4.01737940799649,0,0,0,0,0,0,0,0,0,39930.647562246,39933.321397645,2.65028064800572
39934.671748793,4.01745179700083,0,0,0,0,0,0,0,0,0,39942.479190915,39943.888267316,1.3836547979954
39946.504977633,4.01738947500417,0,0,0,0,0,0,0,0,0,39954.562510435,39955.90376829,1.31691823200526
39958.588498251,4.01853212299466,0,0,0,0,0,0,0,0,0,39966.644435583,39968.472255049,1.80205495400151
39970.67135043,4.01724797899806,0,0,0,0,0,0,0,0,0,39978.725817376,39980.404382507,1.65090234600211
39982.75538689,4.01600096600305,0,0,0,0,0,0,0,0,0,39990.146761382,39991.720408484,1.54968350399577
39994.187456339,4.01750329799688,0,0,0,0,0,0,0,0,0,40002.246485642,40003.536703404,1.26675503399747
40006.270578331,4.0176662399972,0,0,0,0,0,0,0,0,0,40014.327588398,40016.620010201,2.26696728500247
40018.353884203,4.01843146999454,0,0,0,0,0,0,0,0,0,40026.412949031,40028.436871084,2.00029881099908
40030.437190962,4.01746530400123,0,0,0,0,0,0,0,0,0,40038.493514368,40040.18594386,1.66663142899779
40042.520229268,4.01743461400474,0,0,0,0,0,0,0,0,0,40050.578347277,40052.418812798,1.81618536400492
40054.603222929,4.01760516899958,0,0,0,0,0,0,0,0,0,40062.661977811,40064.119552032,1.4331823110042
40066.704357971,4.01634159000241,0,0,0,0,0,0,0,0,0,40074.762136417,40076.069332277,1.28324955800053
40078.803115617,4.0182217640031,0,0,0,0,0,0,0,0,0,40086.860891641,40087.969351646,1.08398593199672
40090.886061242,4.01764968999487,0,0,0,0,0,0,0,0,0,40098.945033842,40100.602505539,1.63354147299833
40102.969716437,4.0159921960003,0,0,0,0,0,0,0,0,0,40111.023503931,40112.518790355,1.46687293800642
40115.052449942,4.01681784800166,0,0,0,0,0,0,0,0,0,40123.10806177,40124.751323162,1.61630648600112
40127.13567792,4.01686681700085,0,0,0,0,0,0,0,0,0,40135.193727107,40136.318325607,1.10005472399644
40139.218999871,4.01738201999979,0,0,0,0,0,0,0,0,0,40146.393588622,40147.551770749,1.13361486100621
40150.419532609,4.01602441700379,0,0,0,0,0,0,0,0,0,40158.476432022,40160.517492465,2.01617576700664
40162.503237954,4.01746691799781,0,0,0,0,0,0,0,0,0,40170.559838804,40172.402666761,1.81786688899592
40174.585994115,4.01662217300327,0,0,0,0,0,0,0,0,0,40182.643513669,40184.400765222,1.73327822099964
