p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
38628.38043,2.004109104,0,0,0,0,0,0,38635.54432,1,4.999867154,38636.04605,38639.16102,3.0154311
38640.17737,2.001360095,0,0,0,0,0,0,38647.22641,2,4.998973028,38647.7286,NaN,NaN
38651.77838,2.001338217,0,0,0,0,0,0,38658.82658,1,4.999567202,38659.32853,38661.27761,1.916309284
38663.39425,2.001767963,0,0,0,0,0,0,38670.4425,2,4.999518675,38670.94547,38674.04358,3.065387378
38675.01037,2.001123122,0,0,0,0,0,0,38682.05992,1,4.999797539,38682.56078,38684.80985,2.216300045
38686.62644,2.001162061,0,0,0,0,0,0,38693.6587,2,4.999474894,38694.16042,38696.9609,2.767616583
38698.21019,2.001135896,0,0,0,0,0,0,38705.24298,2,4.999845633,38705.74474,38708.11121,2.335342114
38709.79403,2.001118466,0,0,0,0,0,0,38716.82584,2,4.999906902,38717.32764,NaN,NaN
38721.37752,2.00114871,0,0,0,0,0,0,38728.42611,1,4.999905161,38728.92788,38731.30913,2.350180796
38732.97649,2.001195971,0,0,0,0,0,0,38740.0093,2,4.999833024,38740.51106,38744.22654,3.683799705
38744.57653,2.001130108,0,0,0,0,0,0,38751.60937,2,4.999916024,38752.11114,38754.49258,2.350073247
38756.16042,2.001138698,0,0,0,0,0,0,38763.19151,2,4.999447212,38763.69346,NaN,NaN
38767.76038,2.001137322,0,0,0,0,0,0,38774.79153,1,4.999954339,38775.29314,38777.65912,2.334437109
38779.34246,2.0001053,0,0,0,0,0,0,38786.37458,1,4.999922006,38786.87644,38789.80852,2.91681242
38790.90839,2.001137112,0,0,0,0,0,0,38797.94114,2,4.999408902,38798.44194,NaN,NaN
38802.49212,2.000345386,0,0,0,0,0,0,38809.52486,1,4.999727814,38810.0257,NaN,NaN
38814.0752,2.001122274,0,0,0,0,0,0,38821.10753,1,4.999687025,38821.60929,38825.27524,3.634463682
38825.65933,2.000309207,0,0,0,0,0,0,38832.70883,1,4.999380386,38833.2096,38835.19239,1.951500626
38837.25821,2.001445431,0,0,0,0,0,0,38844.30713,2,4.999805274,38844.80884,38848.70744,3.866975785
38848.85789,2.000329944,0,0,0,0,0,0,38855.90742,2,4.999576135,38856.40917,38859.00717,2.565882567
38860.47567,2.00110885,0,0,0,0,0,0,38867.50746,1,4.99988253,38868.00922,38869.97559,1.935607883
38872.05786,2.001219225,0,0,0,0,0,0,38879.09014,1,4.999619193,38879.59188,38881.55785,1.934129645
38883.64038,2.001142026,0,0,0,0,0,0,38890.673,2,4.999464634,38891.17476,38893.3908,2.184060944
38895.22523,2.001142399,0,0,0,0,0,0,38902.25678,1,4.999519366,38902.75856,38906.77362,3.984110716
38906.8075,2.00114574,0,0,0,0,0,0,38913.85649,2,4.99962419,38914.35823,38916.10634,1.716505564
38918.40706,2.001125696,0,0,0,0,0,0,38925.44008,1,4.999992938,38925.94157,38929.95682,3.983983604
38929.98944,2.000373447,0,0,0,0,0,0,38937.02296,2,4.999729641,38937.52469,38940.00698,2.450549008
38941.57308,2.001134873,0,0,0,0,0,0,38948.60661,1,4.999958644,38949.10837,38950.69001,1.550085944
38953.15626,2.001124811,0,0,0,0,0,0,38960.18913,2,4.999790319,38960.69091,38962.37268,1.649929868
38964.73971,2.001187088,0,0,0,0,0,0,38971.7718,2,4.999447234,38972.27312,38974.58974,2.283588279
38976.33961,2.000847529,0,0,0,0,0,0,38983.20397,1,4.83207317,38984.22492,NaN,NaN
38988.27368,2.001135177,0,0,0,0,0,0,38995.30527,2,4.999752315,38995.80701,38997.78957,1.951075732
38999.85631,2.00114145,0,0,0,0,0,0,39006.88835,2,4.999582442,39007.3901,39009.7561,2.334564987
39011.43931,2.00113331,0,0,0,0,0,0,39018.47186,1,4.999642052,39018.97281,39021.58915,2.584356708
39023.02249,2.000226409,0,0,0,0,0,0,39030.05571,1,4.999952779,39030.55747,39032.42315,1.834523773
39034.60554,2.000391558,0,0,0,0,0,0,39041.63749,1,4.999864486,39042.13921,39045.28876,3.117121391
