param_fmriSession,param_counterbalanceVer,param_counterbalanceBlockNum,param_cue_type,param_administer_type,param_cond_type,param_triggerOnset,p1_fixation_onset,p1_fixation_duration,p2_cue_onset,p2_cue_type,p2_cue_filename,p3_expect_onset,p3_expect_responseonset,p3_expect_RT,p4_fixation_onset,p4_fixation_duration,p5_administer_type,p5_administer_filename,p5_administer_onset,p6_actual_onset,p6_actual_responseonset,p6_actual_RT,param_end_instruct_onset,param_experimentDuration,param_runNum,param_cogStimNum,param_cogStimMatch,param_cogStimFilename
1,2,2,low,50,1,15191.0635071044,15193.8389594313,0.101193072128808,15193.9556253644,low,l028.png,15194.964026368,NaN,15195.0055925678,15199.0386508274,0.200244982013828,50,42_50.jpg,15199.2886461692,15205.7886792494,NaN,15205.8049133584,15865.583128214,674.519621109606,2,42,same,42_50.jpg
1,2,2,high,150,6,15191.0635071044,15209.8380601918,4.00043557758909,15213.8545219462,high,h020.png,15214.8632302574,NaN,15214.8877905685,15218.9208474779,0.200267665533829,150,8_150_R.jpg,15219.1374867038,15225.6733624457,NaN,15225.7037456702,15865.583128214,674.519621109606,2,8,different,8_150_R.jpg
1,2,2,high,50,2,15191.0635071044,15229.7368606387,3.00039993205792,15232.7533380555,high,h004.png,15233.761345608,NaN,15233.7867554708,15237.8197192158,0.700257538961523,50,31_50_R.jpg,15238.5363618173,15245.0695906084,NaN,15245.0859799915,15865.583128214,674.519621109606,2,31,different,31_50_R.jpg
1,2,2,low,100,3,15191.0635071044,15249.1190892891,1.30040271349026,15250.4356788543,low,l046.png,15251.4432114031,NaN,15251.4522478153,15255.4853762858,0.200246332224197,100,12_100.jpg,15255.7020003894,15262.2213052799,NaN,15262.2349775015,15865.583128214,674.519621109606,2,12,same,12_100.jpg
1,2,2,low,150,5,15191.0635071044,15266.2680797779,0.300813987305446,15266.5847679084,low,l001.png,15267.5935901774,NaN,15267.6180602944,15271.6511023516,0.400667111514849,150,31_150.jpg,15272.0844523645,15278.5845823896,0.733339832342608,15278.6006744567,15865.583128214,674.519621109606,2,31,same,31_150.jpg
1,2,2,low,50,1,15191.0635071044,15282.650434808,4.00033134141449,15286.6669154653,low,l036.png,15287.6752686714,NaN,15287.7002921043,15291.7332631404,2.00018524874577,50,8_50_R.jpg,15293.7498104981,15300.2723218662,NaN,15300.2827919308,15865.583128214,674.519621109606,2,8,different,8_50_R.jpg
1,2,2,high,150,6,15191.0635071044,15304.3158931271,3.10050203490027,15307.4323411364,high,h029.png,15308.4404221403,NaN,15308.4656940117,15312.4987168959,3.10019013650344,150,12_150_R.jpg,15315.6152002806,15322.1433541743,NaN,15322.1648233156,15865.583128214,674.519621109606,2,12,different,12_150_R.jpg
1,2,2,high,100,4,15191.0635071044,15326.197930993,4.00034052283991,15330.2143257769,high,h044.png,15331.2220316927,NaN,15331.2310186872,15335.2640548034,0.500197535651751,100,42_100.jpg,15335.7807146335,15342.3053536617,NaN,15342.3303179554,15865.583128214,674.519621109606,2,42,same,42_100.jpg
1,2,2,high,50,2,15191.0635071044,15346.3634105104,0.200328424962208,15346.5800454156,high,h015.png,15347.5874321418,NaN,15347.5966197775,15351.6297587797,0.300205312856633,50,3_50.jpg,15351.9464196359,15358.4812446447,NaN,15358.4960599536,15865.583128214,674.519621109606,2,3,same,3_50.jpg
1,2,2,high,150,6,15191.0635071044,15362.5291273947,1.90032537348816,15364.4456766156,high,h026.png,15365.4531940421,NaN,15365.462286353,15369.4953905197,3.80019113565868,150,2_150_R.jpg,15373.3118395281,15379.8307704106,NaN,15379.8447912563,15865.583128214,674.519621109606,2,2,different,2_150_R.jpg
