onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
8.0	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l011.png	n/a	n/a	n/a
40.7	0.99	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h013.png	n/a	n/a	n/a
70.81	0.98	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h034.png	n/a	n/a	n/a
108.81	0.98	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l026.png	n/a	n/a	n/a
134.1	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h041.png	n/a	n/a	n/a
164.6	0.99	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l046.png	n/a	n/a	n/a
197.01	0.98	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l016.png	n/a	n/a	n/a
225.5	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h002.png	n/a	n/a	n/a
255.1	0.99	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l017.png	n/a	n/a	n/a
288.61	0.98	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h048.png	n/a	n/a	n/a
319.2	0.99	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l022.png	n/a	n/a	n/a
362.5	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h051.png	n/a	n/a	n/a
11.22	1.18	expectrating	1	low_cue	n/a	5.8	Weak	5.8	Weak	0.38	0.8	l011.png	n/a	n/a	n/a
43.6	1.7	expectrating	2	high_cue	n/a	23.49	Moderate	23.49	Moderate	0.4	1.3	h013.png	n/a	n/a	n/a
73.71	0.93	expectrating	3	high_cue	n/a	40.04	Strong	40.04	Strong	0.13	0.8	h034.png	n/a	n/a	n/a
111.61	0.98	expectrating	4	low_cue	n/a	5.62	Weak	5.62	Weak	0.05	0.93	l026.png	n/a	n/a	n/a
135.7	1.62	expectrating	5	high_cue	n/a	49.9	Strong	49.9	Strong	0.52	1.1	h041.png	n/a	n/a	n/a
166.91	1.11	expectrating	6	low_cue	n/a	1.94	Barely detectable	1.94	Barely detectable	0.42	0.69	l046.png	n/a	n/a	n/a
199.01	1.78	expectrating	7	low_cue	n/a	2.3	Barely detectable	2.3	Barely detectable	0.2	1.58	l016.png	n/a	n/a	n/a
227.92	1.45	expectrating	8	high_cue	n/a	41.42	Strong	41.42	Strong	0.28	1.17	h002.png	n/a	n/a	n/a
257.11	1.46	expectrating	9	low_cue	n/a	0.93	No sensation	0.93	No sensation	0.62	0.84	l017.png	n/a	n/a	n/a
291.51	2.4	expectrating	10	high_cue	n/a	14.83	Moderate	14.83	Moderate	0.93	1.47	h048.png	n/a	n/a	n/a
322.0	1.67	expectrating	11	low_cue	n/a	0.0		0.0		0.6	1.07	l022.png	n/a	n/a	n/a
364.9	1.73	expectrating	12	high_cue	n/a	81.8	Very Strong	81.8	Very Strong	0.43	1.3	h051.png	n/a	n/a	n/a
21.31	7.0	stimulus	1	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	34_100_R.jpg	diff	diff	True
53.7	7.0	stimulus	2	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	6_50.jpg	same	same	True
90.9	7.0	stimulus	3	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	4_150_R.jpg	diff	diff	True
119.31	6.99	stimulus	4	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	31_100_R.jpg	diff	diff	True
145.81	7.0	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	34_50.jpg	same	same	True
173.9	7.0	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	6_150_R.jpg	diff	diff	True
208.51	6.99	stimulus	7	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	29_50_R.jpg	diff	diff	True
237.41	7.0	stimulus	8	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	8_100_R.jpg	diff	diff	True
264.8	7.0	stimulus	9	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	39_150.jpg	same	same	True
301.7	7.0	stimulus	10	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	34_100.jpg	same	same	True
332.21	7.0	stimulus	11	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	39_50.jpg	same	same	True
381.61	6.99	stimulus	12	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	39_150_R.jpg	diff	diff	True
33.41	3.79	outcomerating	1	low_cue	med_stim	10.41	Moderate	10.41	Moderate	3.05	0.74	task-cognitive_scale.png	n/a	n/a	n/a
61.61		outcomerating	2	high_cue	low_stim			46.95	Strong	3.43	0.3	task-cognitive_scale.png	n/a	n/a	n/a
102.91	2.18	outcomerating	3	high_cue	high_stim	34.39	Strong	34.39	Strong	0.73	1.45	task-cognitive_scale.png	n/a	n/a	n/a
126.81	1.95	outcomerating	4	low_cue	med_stim	15.88	Moderate	15.88	Moderate	0.92	1.04	task-cognitive_scale.png	n/a	n/a	n/a
153.41	1.67	outcomerating	5	high_cue	low_stim	16.04	Moderate	16.04	Moderate	0.67	1.0	task-cognitive_scale.png	n/a	n/a	n/a
189.71	2.55	outcomerating	6	low_cue	high_stim	11.72	Moderate	11.72	Moderate	0.9	1.65	task-cognitive_scale.png	n/a	n/a	n/a
220.7	1.5	outcomerating	7	low_cue	low_stim	19.39	Moderate	19.39	Moderate	0.82	0.69	task-cognitive_scale.png	n/a	n/a	n/a
247.51	2.57	outcomerating	8	high_cue	med_stim	7.21	Weak	7.21	Weak	0.68	1.88	task-cognitive_scale.png	n/a	n/a	n/a
278.3	2.98	outcomerating	9	low_cue	high_stim	28.52	Moderate	28.52	Moderate	0.37	2.62	task-cognitive_scale.png	n/a	n/a	n/a
311.9	2.37	outcomerating	10	high_cue	med_stim	27.29	Moderate	27.29	Moderate	0.85	1.52	task-cognitive_scale.png	n/a	n/a	n/a
348.01	3.31	outcomerating	11	low_cue	low_stim	22.96	Moderate	22.96	Moderate	0.9	2.41	task-cognitive_scale.png	n/a	n/a	n/a
394.8	2.14	outcomerating	12	high_cue	high_stim	22.87	Moderate	22.87	Moderate	0.73	1.4	task-cognitive_scale.png	n/a	n/a	n/a
