onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
3.39	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l038.png	n/a	n/a	n/a
45.99	0.99	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h019.png	n/a	n/a	n/a
80.7	0.98	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l033.png	n/a	n/a	n/a
110.29	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l027.png	n/a	n/a	n/a
143.79	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h023.png	n/a	n/a	n/a
171.3	0.98	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h018.png	n/a	n/a	n/a
201.1	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h031.png	n/a	n/a	n/a
234.79	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l020.png	n/a	n/a	n/a
265.09	1.0	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l040.png	n/a	n/a	n/a
295.5	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l052.png	n/a	n/a	n/a
337.9	0.98	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h016.png	n/a	n/a	n/a
362.59	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h020.png	n/a	n/a	n/a
6.11	1.84	expectrating	1	low_cue	n/a	6.93	Weak	6.93	Weak	0.43	1.41	l038.png	n/a	n/a	n/a
49.11	1.32	expectrating	2	high_cue	n/a	77.25	Very Strong	77.25	Very Strong	0.38	0.93	h019.png	n/a	n/a	n/a
83.8	1.68	expectrating	3	low_cue	n/a	14.21	Moderate	14.21	Moderate	0.65	1.03	l033.png	n/a	n/a	n/a
111.8	1.44	expectrating	4	low_cue	n/a	5.3	Weak	5.3	Weak	0.4	1.04	l027.png	n/a	n/a	n/a
146.89	1.62	expectrating	5	high_cue	n/a	45.84	Strong	45.84	Strong	0.42	1.21	h023.png	n/a	n/a	n/a
173.3	1.87	expectrating	6	high_cue	n/a	30.32	Strong	30.32	Strong	0.77	1.1	h018.png	n/a	n/a	n/a
203.1	1.8	expectrating	7	high_cue	n/a	51.09	Strong	51.09	Strong	0.38	1.42	h031.png	n/a	n/a	n/a
