onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingactual	pmod_cue_type	pmod_stim_type	pmod_expect_RT	event02_expect_angle	pmod_actual_RT	event04_actual_angle	cue_con	stim_lin	stim_quad	pmod_expect_angle_demean	pmod_actual_angle_demean	TTL1	TTL2	TTL3	TTL4	onset03_stim_earlyphase_0-4500ms	onset03_stim_latephase_4500-9000ms	onset03_stim_poststim_9000-135000ms	onset03_stim_ttl-plateau	onset03_stim_ttl-plateau-dur
4.691659927368164	7.109230279922485	15.730380058288574	27.100019693374634	high_cue	low_stim	1.96756863594055	15.376251248826192	1.6009209156036397	1.6365770416167182	1	-1	1	15.376251248826192	1.6365770416167182	15.75825	19.169	24.169	27.3565	15.75825	20.25825	24.75825	19.169	5.0
32.98554992675781	34.78621983528137	39.911319732666016	53.093039989471436	low_cue	low_stim	2.2511134147644	11.218842281268827	2.40695309638977	5.152081702206227	-1	-1	1	11.218842281268827	5.152081702206227	39.94475	43.34	48.339	51.573	39.94475	44.44475	48.94475	43.34	4.998999999999995
57.99486970901489	60.0956597328186	66.73599982261658	78.28576970100403	low_cue	med_stim	1.9044919013977093	26.771150214462114	3.13473844528198	7.6098371575519455	-1	0	-2	26.771150214462114	7.6098371575519455	66.766	70.436	75.4365	78.903	66.766	71.266	75.766	70.436	5.000499999999988
83.38766980171204	86.48882985115051	99.92781972885132	111.19804978370667	low_cue	high_stim	2.41771984100342	6.082336693282048	2.20205950737	9.99458354741538	-1	1	1	6.082336693282048	9.99458354741538	99.96725	103.9075	108.9065	112.585	99.96725	104.46725	108.96725	103.9075	4.998999999999995
115.78308987617493	118.20065999031067	123.61758995056152	134.89020991325378	high_cue	med_stim	1.86764812469482	27.181111085477223	3.5099163055419904	3.218061283794201	1	0	-2	27.181111085477223	3.218061283794201	123.65325	127.22225	132.2225	135.74175	123.65325	128.15325	132.65325	127.22225	5.000249999999994
139.59196972846985	141.69274997711182	151.2171700000763	161.6001799106598	high_cue	high_stim	1.60740065574646	40.08161928586932	3.51820135116577	22.36738281991706	1	1	1	40.08161928586932	22.36738281991706	151.24425	155.13975	160.14	163.82275	151.24425	155.74425	160.24425	155.13975	5.000249999999994
167.58573985099792	169.6865198612213	180.5358898639679	201.69845986366272	high_cue	low_stim	1.40072584152222	5.527540151656172	2.08525395393372	21.020743165346502	1	-1	1	5.527540151656172	21.020743165346502	180.5755	184.00475	189.005	192.2535	180.5755	185.0755	189.5755	184.00475	5.000249999999994
213.38614988327026	215.48693990707397	224.61512994766235	239.19577980041504	high_cue	high_stim	2.2510678768158	17.54900222906777	1.75429248809814	20.259038655298124	1	1	1	17.54900222906777	20.259038655298124	224.64725	228.5965	233.59675	237.26375	224.64725	229.14725	233.64725	228.5965	5.000249999999994
244.09760999679565	247.19875979423523	255.8363597393036	269.09025979042053	low_cue	low_stim	1.7346353530883798	3.218061283794201	1.76743578910828	7.932758314172063	-1	-1	1	3.218061283794201	7.932758314172063	255.87375	259.25775	264.258	267.56225	255.87375	260.37375	264.87375	259.25775	5.000249999999994
275.09249997138977	278.19365978240967	283.3239698410034	296.50047993659973	low_cue	med_stim	1.72324395179749	4.236394799058841	2.23433995246887	180.0	-1	0	-2	4.236394799058841	180.0	283.35475	287.029	292.02925	295.54775	283.35475	287.85475	292.35475	287.029	5.000249999999994
317.59168004989624	319.9925799369812	329.600830078125	341.3005197048187	low_cue	high_stim	1.4409019947052	12.97739533781742	3.01790237426758	6.750539462178972	-1	1	1	12.97739533781742	6.750539462178972	329.64175	333.626	338.62625	342.32925	329.64175	334.14175	338.64175	333.626	5.000250000000051
362.2916798591614	365.39283990859985	375.5338499546051	394.0868697166443	high_cue	med_stim	1.90731739997864	14.708303899682749	1.66744518280029	14.708303899682749	1	0	-2	14.708303899682749	14.708303899682749	375.57375	379.32925	384.32825	387.846	375.57375	380.07375	384.57375	379.32925	4.999000000000024
