onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingactual	pmod_cue_type	pmod_stim_type	pmod_expect_RT	event02_expect_angle	pmod_actual_RT	event04_actual_angle	cue_con	stim_lin	stim_quad	pmod_expect_angle_demean	pmod_actual_angle_demean	TTL1	TTL2	TTL3	TTL4	onset03_stim_earlyphase_0-4500ms	onset03_stim_latephase_4500-9000ms	onset03_stim_poststim_9000-135000ms	onset03_stim_ttl-plateau	onset03_stim_ttl-plateau-dur
5.399709939956665	8.217429876327515	17.047160148620605	30.292330026626587	high_cue	low_stim	2.05100250244141	15.376251248826192	4.0	1.6365770416167182	1	-1	1	15.376251248826192	1.6365770416167182	17.0705	20.50425	25.50575	28.78875	17.0705	21.5705	26.0705	20.50425	5.0015
35.094120025634766	37.49501013755798	46.328099966049194	58.80295991897583	high_cue	high_stim	2.2211792469024703	11.218842281268827	1.81760454177856	5.152081702206227	1	1	1	11.218842281268827	5.152081702206227	46.35225	50.2455	55.24575	58.9795	46.35225	50.85225	55.35225	50.2455	5.000250000000001
68.68998003005981	71.10755014419556	79.43893003463745	91.89863014221191	high_cue	med_stim	2.01769089698792	26.771150214462114	2.20091652870178	7.6098371575519455	1	0	-2	26.771150214462114	7.6098371575519455	79.473	83.137	88.137	91.69075	79.473	83.973	88.473	83.137	5.0
96.60038995742798	98.10095000267029	103.72512006759644	117.70826005935669	low_cue	low_stim	3.93495559692383	6.082336693282048	2.77461791038513	9.99458354741538	-1	-1	1	6.082336693282048	9.99458354741538	103.74975	107.073	112.07325	115.431	103.74975	108.24975	112.74975	107.073	5.000250000000008
123.99394011497498	126.7949800491333	132.45554995536804	151.70427012443542	high_cue	high_stim	1.8378643989563	27.181111085477223	2.33430576324463	3.218061283794201	1	1	1	27.181111085477223	3.218061283794201	132.49	136.29425	141.2945	145.0635	132.49	136.99	141.49	136.29425	5.000249999999994
167.29342007637024	170.09446001052856	178.51915001869202	192.9029700756073	high_cue	low_stim	1.77187633514404	40.08161928586932	2.05093169212341	22.36738281991706	1	-1	1	40.08161928586932	22.36738281991706	177.39225	180.81725	185.8175	189.1355	177.39225	181.89225	186.39225	180.81725	5.000249999999994
203.29017996788025	205.19088006019592	218.64337015151978	228.6996500492096	low_cue	med_stim	2.60111832618713	5.527540151656172	3.3514461517334	21.020743165346502	-1	0	-2	5.527540151656172	21.020743165346502	217.51375	221.1595	226.1595	229.6775	217.51375	222.01375	226.51375	221.1595	5.0
238.70338010787964	241.90457010269165	254.9218499660492	267.79756021499634	low_cue	high_stim	2.73456978797913	17.54900222906777	3.71862697601318	20.259038655298124	-1	1	1	17.54900222906777	20.259038655298124	253.80025	257.7145	262.7165	266.4685	253.80025	258.30025	262.80025	257.7145	5.0020000000000095
276.9009602069855	280.1021499633789	288.5491900444031	305.69502997398376	low_cue	med_stim	3.0346252918243395	3.218061283794201	2.77120447158813	7.932758314172063	-1	0	-2	3.218061283794201	7.932758314172063	287.42175	291.0525	296.05125	299.6055	287.42175	291.92175	296.42175	291.0525	4.998749999999973
312.2974898815155	315.09854006767273	323.4420700073242	335.6061899662018	low_cue	low_stim	2.40106868743896	4.236394799058841	2.6678047180175803	180.0	-1	-1	1	4.236394799058841	180.0	322.31825	325.7275	330.72775	334.117	322.31825	326.81825	331.31825	325.7275	5.000249999999994
347.39390993118286	349.09455013275146	354.73672008514404	366.9011900424957	high_cue	med_stim	2.92167973518372	12.97739533781742	2.55109477043152	6.750539462178972	1	0	-2	12.97739533781742	6.750539462178972	353.61075	357.264	362.264	365.80325	353.61075	358.11075	362.61075	357.264	5.0
373.2035400867462	375.7044699192047	383.60729002952576	394.79491996765137	low_cue	high_stim	2.71789073944092	14.708303899682749	2.97133040428162	14.708303899682749	-1	1	1	14.708303899682749	14.708303899682749	382.49075	386.355	391.35625	395.1295	382.49075	386.99075	391.49075	386.355	5.00124999999997
