"task","subj","rand_intercept","rand_cue","rand_stimulus_linear","rand_stimulus_quad","rand_int_cue_stimlin","rand_int_cue_stimquad","fix_intercept","fix_cue","fix_stimulus_linear","fix_stimulus_quad","fix_int_cue_stimlin","fix_int_cue_stimquad"
"pain",29,-46.5449592384552,4.83936254162083,-10.9688647127638,2.96943560724814,-2.45230683844737,-7.64942251262348,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",19,-45.3312061920715,1.947323872451,-2.69432717503722,1.1990792015293,-3.46626244698065,-5.12237078322141,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",5,-45.090816111155,2.33331321943858,-5.89624360190151,1.40449992103691,-3.80001779286642,-5.60521180729889,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",3,-37.1802699839924,6.49776047642266,-11.62890733917,4.05343230419709,0.224828935321961,-7.92196021177262,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",8,-25.1409989330198,4.21878808903465,-10.3237967397086,2.58972490728558,-0.641409647581716,-5.4622097439501,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",10,-21.4989251723018,-3.47197100809365,8.6730973141113,-2.16254043736436,-4.02810710495258,1.03584292963423,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",25,-18.4215419062966,-2.55991567516797,9.48034984000318,-1.55064983401578,-2.49557041922818,0.814950683282266,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",18,-17.7288762863315,3.59707032606505,-5.35756606272505,2.26227315577082,0.699664356405207,-4.05846383348486,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",14,-10.3655812334463,-8.29236738698157,4.93203632356471,-5.36669067951326,-9.01263462067527,4.50441963262697,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",98,-9.73429050224708,3.4120533648755,-2.65209531915967,2.18772660981585,2.03001272724522,-3.05940181436284,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",30,-8.67434254753026,-3.38390153409079,9.00861873912498,-2.08956516903819,-2.45147534511021,2.06815160098971,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",35,-6.11103780207538,-1.80559596798453,5.34850461906811,-1.10809638741648,-1.33722689565915,1.02758439601531,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",16,-5.53610094332397,-4.50191176154023,3.59659906825059,-2.89983036718289,-4.6582442733016,2.53126100523857,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",6,-5.0760860580695,3.47483339921062,2.00574718690203,2.30184017954447,3.74569368436078,-2.31632804880111,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",26,-3.584010008128,4.4764993601823,-9.48614601449861,2.78829782777345,2.19590134520967,-3.76898259606159,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",7,-2.12540260226759,1.67508382447775,-1.92149829049317,1.06694407123045,1.13436290291606,-1.33620976086559,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",33,2.0532494739039,1.52259950331868,-4.32068591041918,0.934749382519392,0.836048296472327,-1.1056795028022,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",24,3.08020893580805,-1.28217588143222,-0.733539664817217,-0.848287081688957,-1.24891643059131,0.954676568594929,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",31,3.17234759991256,4.09067663041387,1.22403327539194,2.70023397396768,5.12870689376564,-2.07034704525318,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",20,6.06205075438151,-0.85926679744038,-3.08873983989672,-0.603892923571391,-1.03628867143257,0.747759786590485,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",21,7.50778626381089,-1.70115669448491,4.0319991276385,-1.04832208336644,-0.0600691476280853,1.97480808886805,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",23,9.24934003355316,-7.70680331552168,7.97489114131923,-4.92214049690612,-5.48841841875261,6.03035608185477,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",2,11.3298935261078,-4.24166375416004,3.08786321213894,-2.72338047106001,-2.65879052442984,3.72194394919411,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",28,31.4787823813052,0.537895599470993,9.16086737461805,0.513813250768111,6.26143622161812,3.05260137758918,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",32,77.1513790186706,-1.78028861770903,12.7979790203428,-0.913897111242111,9.58899289497179,8.50424670699597,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",15,77.8381062256295,-3.01761540713102,2.59020385738021,-1.87558684404255,5.81140999565408,8.42793057483855,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"pain",9,79.2213013076354,1.98137359475524,-14.8403794292637,1.14082949372112,7.17868032369717,4.08005427818549,68.8220329040412,-8.41372246129549,28.2442936451913,-1.90757224669561,-1.27598132702986,4.94226739204388
"vicarious",29,-13.5296542184598,4.12811910999703,-12.7206043664989,2.54301298414139,8.5906178720899,-2.55790777900924,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",16,-12.7413860630412,1.92829598235723,-11.026821201625,2.92321180333935,5.2298789573578,-2.34446923487695,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",19,-9.79587130903641,5.69172104854763,-5.41023673795991,-0.691130957021815,10.2132312796863,-1.12298850820421,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",30,-7.68595026126116,0.758661920771895,-7.70359349027145,2.34074782010373,2.66957694948138,-1.67791607127815,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",8,-6.65139751995258,2.31440084455216,-6.70229529512793,1.22741328972833,4.40513213913721,-1.1636994507107,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",9,-5.43389430146773,5.31656507253237,-0.409886912421701,-2.25498508685651,8.82958677816419,-0.0970889776148507,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",20,-3.88067034133076,2.78011598707208,-0.99437523070422,-0.933174669769607,4.73201162011009,-0.175463914437187,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",18,-3.36799221041735,1.5167308223783,0.456075745356779,-0.828212725247981,3.02258312708536,-0.124008071813269,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",23,-3.27504814954231,2.57410622750392,0.0116682415059683,-1.04219112134399,4.94542470054237,-0.404985326532627,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",21,-3.12961921038335,0.476217466777935,-3.4862303792925,0.974085263561908,1.20973432752524,-0.652966077727976,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",6,-2.9817323030634,1.25557000467172,-5.54940522311096,1.2173155078537,1.70911927456779,-0.548105318682623,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",3,-2.96294953131973,4.68271968305939,-7.83184260192823,0.336151700237856,5.97316004259735,-0.27635834128673,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",98,0.509002333821744,-1.90654084838544,-1.22381899827087,1.26548924665294,-2.95251112858589,-0.222246808765498,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",2,1.38321674767537,-0.963707232869142,-0.756874513240134,0.592604915519328,-2.15864163752109,0.21735410066578,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",24,1.68107916042873,-1.6191971463334,1.89899272645093,0.115038976843422,-2.45311914430577,0.166297874763072,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",28,2.9308335286329,-4.42390704926444,3.11990171353583,1.0858310934249,-6.15566178238699,-0.121188013787693,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",33,3.3589805656848,-1.35675508133161,-1.8902823891234,1.44996174078809,-2.01937019614814,-0.614331602504308,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",35,4.13083257308659,-2.58628007844141,2.11563854246891,0.405684864966161,-4.69114062462076,0.511481183836279,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",25,4.30383751616353,-2.80417934176267,5.48342316055699,-0.483147342428849,-4.17156983421629,0.493548002908387,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",14,4.90563306959647,-2.1674356999124,0.79825453027554,0.681749034026018,-4.28755159965027,0.389841589329613,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",10,5.53855128308771,-3.37767617653265,3.00096909136807,0.591530704767954,-5.5490248448481,0.314761577635822,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",15,5.58723958309797,-5.26734324957032,5.94367540251765,0.424217115557487,-8.14599820914748,0.602496954291528,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",7,7.55172528310586,2.04323458468523,9.8585898598117,-4.56751712604672,0.519687305114654,2.77567606628858,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",5,7.81063025295699,-6.6986461951416,6.35243300837447,1.04487513427319,-10.2017244907461,0.406813345042064,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",31,8.46206198056333,0.166253955964962,10.1475429342018,-3.7622894225826,-2.10880513585275,2.58935234411658,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
"vicarious",32,8.6244616212166,-1.30521586355998,6.2873583357525,-1.60077793775102,-3.70573068087841,1.50101780445781,28.7698602766092,-7.69951797510066,27.8682610213191,-6.28495412118697,-6.34894032676395,2.04086836919609
