"task","subj","rand_intercept","rand_cue","rand_ses","rand_int_cue_ses","fix_intercept","fix_cue","fix_stimulus_linear","fix_ses","fix_stimulus_quad","fix_int_cue_stimlin","fix_int_cue_ses","fix_int_ses_stimlin","fix_int_cue_stimquad","fix_int_ses_stimquad","fix_int_ses_cue_stimlin","fix_int_ses_cue_stimquad"
"cognitive","5",-51.3517697967049,18.9119387076906,26.8438849991765,-7.24971842140581,4.1103482796237,-8.9962564673938,9.07563289157306,-0.0534381023036903,0.329712873745519,-2.08081699447311,0.575793583875887,0.970026834081837,4.16351198107891,0.907886087349287,-0.532629806209157,-0.592501572366289
"cognitive","14",-19.2596961887572,7.09632186040156,0.819061157960442,-1.42239592282152,4.1103482796237,-8.9962564673938,9.07563289157306,-0.0534381023036903,0.329712873745519,-2.08081699447311,0.575793583875887,0.970026834081837,4.16351198107891,0.907886087349287,-0.532629806209157,-0.592501572366289
"cognitive","16",-18.5441079092107,5.75114779569236,-3.14978814413365,-0.648409571735729,4.1103482796237,-8.9962564673938,9.07563289157306,-0.0534381023036903,0.329712873745519,-2.08081699447311,0.575793583875887,0.970026834081837,4.16351198107891,0.907886087349287,-0.532629806209157,-0.592501572366289
"cognitive","10",-17.4230657782679,3.7440351311623,1.10348559130334,-0.920073878807901,4.1103482796237,-8.9962564673938,9.07563289157306,-0.0534381023036903,0.329712873745519,-2.08081699447311,0.575793583875887,0.970026834081837,4.16351198107891,0.907886087349287,-0.532629806209157,-0.592501572366289
"cognitive","29",-17.1826034923507,8.75497720331077,0.436578441100665,-1.60600356456434,4.1103482796237,-8.9962564673938,9.07563289157306,-0.0534381023036903,0.329712873745519,-2.08081699447311,0.575793583875887,0.970026834081837,4.16351198107891,0.907886087349287,-0.532629806209157,-0.592501572366289
"cognitive","2",-15.7319007473349,4.06641264425887,1.57977968461432,-1.01960848426618,4.1103482796237,-8.9962564673938,9.07563289157306,-0.0534381023036903,0.329712873745519,-2.08081699447311,0.575793583875887,0.970026834081837,4.16351198107891,0.907886087349287,-0.532629806209157,-0.592501572366289
"cognitive","25",-15.5628625975681,5.59521578275169,5.15002218038657,-1.75715299412457,4.1103482796237,-8.9962564673938,9.07563289157306,-0.0534381023036903,0.329712873745519,-2.08081699447311,0.575793583875887,0.970026834081837,4.16351198107891,0.907886087349287,-0.532629806209157,-0.592501572366289
"cognitive","21",-10.4199095444393,6.65260266457166,2.26051420318907,-1.46346114815357,4.1103482796237,-8.9962564673938,9.07563289157306,-0.0534381023036903,0.329712873745519,-2.08081699447311,0.575793583875887,0.970026834081837,4.16351198107891,0.907886087349287,-0.532629806209157,-0.592501572366289
"cognitive","26",-7.04007681529699,10.2883446505905,2.05712634553747,-1.96717634531862,4.1103482796237,-8.9962564673938,9.07563289157306,-0.0534381023036903,0.329712873745519,-2.08081699447311,0.575793583875887,0.970026834081837,4.16351198107891,0.907886087349287,-0.532629806209157,-0.592501572366289
"cognitive","19",-5.08540721040843,-1.54159106343102,-4.46774384325626,0.81432786078942,4.1103482796237,-8.9962564673938,9.07563289157306,-0.0534381023036903,0.329712873745519,-2.08081699447311,0.575793583875887,0.970026834081837,4.16351198107891,0.907886087349287,-0.532629806209157,-0.592501572366289
