p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
3339.995460498,4.01336675700031,0,0,0,0,0,0,0,0,0,3348.036639784,3349.511698105,1.41734680399986
3352.100197275,4.01698014099975,0,0,0,0,0,0,0,0,0,3360.149295545,3362.690750345,2.5164539350003
3364.175216261,4.01573331100008,0,0,0,0,0,0,0,0,0,3372.224504875,3374.753371776,2.50431749800009
3376.253572431,4.01814755099986,0,0,0,0,0,0,0,0,0,3384.31563562,3385.494311045,1.15400091400033
3388.347991814,4.01518832600004,0,0,0,0,0,0,0,0,0,3396.395362908,3398.569588897,2.14978603500003
3400.425383195,4.01591463000022,0,0,0,0,0,0,0,0,0,3408.485903693,3410.415687957,1.90507139900001
3412.515261327,4.0178225349996,0,0,0,0,0,0,0,0,0,3420.56474772,3421.690470792,1.10028964499998
3424.606797419,4.01820342000019,0,0,0,0,0,0,0,0,0,3432.656581224,3434.099965072,1.41809158199976
3436.686168303,4.01679872799969,0,0,0,0,0,0,0,0,0,3444.735652867,3446.32714883,1.56707566099976
3448.760328499,4.01791122999975,0,0,0,0,0,0,0,0,0,3456.810766877,3459.789117717,2.95400351199987
3460.840032055,4.01709043600022,0,0,0,0,0,0,0,0,0,3468.884875178,3470.23112841,1.321069954
3472.914762794,4.0175421189997,0,0,0,0,0,0,0,0,0,3480.962135766,3483.273128507,2.28379811700006
3484.994056465,4.01703998599987,0,0,0,0,0,0,0,0,0,3493.038803539,3494.714569581,1.65067570400015
3497.068224655,4.01799777499991,0,0,0,0,0,0,0,0,0,3505.117612232,3506.692537191,1.54954054400014
3509.143326597,4.01792614900023,0,0,0,0,0,0,0,0,0,3517.192732595,3519.25122866,2.03302288100031
3521.222555029,4.0172689850001,0,0,0,0,0,0,0,0,0,3529.267076231,3530.580573642,1.28745185900016
3533.297551974,4.01695567800016,0,0,0,0,0,0,0,0,0,3541.347225121,3542.605706526,1.23399874299957
3545.376579937,4.01695705600014,0,0,0,0,0,0,0,0,0,3553.421510254,3555.417712667,1.97119244799978
3557.451005352,4.01593272400032,0,0,0,0,0,0,0,0,0,3565.499915946,3567.525876598,2.00068230199986
3569.52601509,4.01693664999993,0,0,0,0,0,0,0,0,0,3577.575945253,3578.567301684,0.966716427999927
3581.605073701,4.01701207699989,0,0,0,0,0,0,0,0,0,3589.666746751,3591.612288924,1.92022573899976
3593.695908802,4.01790451500028,0,0,0,0,0,0,0,0,0,3601.741098836,3603.770910921,2.01727471100003
3605.757405008,4.017875946,0,0,0,0,0,0,0,0,0,3613.798114717,3616.450136617,2.63848546700001
3617.816462491,4.01796675700007,0,0,0,0,0,0,0,0,0,3625.866294951,3627.741433224,1.85019686499982
3629.895992261,4.01744926999982,0,0,0,0,0,0,0,0,0,3637.957498872,3639.969908478,1.98716388999992
3641.987511655,4.01702035599965,0,0,0,0,0,0,0,0,0,3650.036698623,3651.944901983,1.883532715
3654.061881135,4.01757190699982,0,0,0,0,0,0,0,0,0,3662.112107502,3663.903668723,1.76691860200026
3666.14131091,4.0169581350001,0,0,0,0,0,0,0,0,0,3674.203189482,3675.300188641,1.07175227000016
3678.232845344,4.01692193500003,0,0,0,0,0,0,0,0,0,3686.278087202,3687.390525323,1.10088776900011
3690.294992164,4.01792130499962,0,0,0,0,0,0,0,0,0,3698.357333703,3700.836625052,2.4546012589999
3702.386115873,4.01795749099983,0,0,0,0,0,0,0,0,0,3710.435306787,3713.145357909,2.68386285100041
3714.477528193,4.01794217399993,0,0,0,0,0,0,0,0,0,3722.527695361,3724.719458589,2.16729081299991
3726.55651296,4.01794438600018,0,0,0,0,0,0,0,0,0,3734.618077614,3736.431473619,1.78731588499977
3738.648641376,4.01694173700025,0,0,0,0,0,0,0,0,0,3746.697090461,3749.056628019,2.33337042699986
3750.726934877,4.01796132399977,0,0,0,0,0,0,0,0,0,3758.772189123,3760.052244815,1.25400534599976
3762.802625085,4.01613435800027,0,0,0,0,0,0,0,0,0,3770.851523441,3774.126840509,3.25004813199985
