p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
2677.930146673,4.02027367900018,0,0,0,0,0,0,0,0,0,2686.259242396,2689.305622859,2.97085857299999
2690.340439887,4.0164763720004,0,0,0,0,0,0,0,0,0,2698.401978973,2700.131769062,1.70531190600013
2702.431296852,4.01762120100011,0,0,0,0,0,0,0,0,0,2710.48025354,2712.889059262,2.3835106319998
2714.509790224,4.01773749199992,0,0,0,0,0,0,0,0,0,2722.57238495,2725.034201555,2.43740817700018
2726.604902952,4.01432614800024,0,0,0,0,0,0,0,0,0,2734.652436391,2736.70902004,2.03299445700031
2738.693975106,4.01658193499998,0,0,0,0,0,0,0,0,0,2746.74183609,2748.950276799,2.18341625099993
2750.771657755,4.01794167700018,0,0,0,0,0,0,0,0,0,2758.834316623,2760.363117177,1.50430207699992
2762.863122422,4.01719280299994,0,0,0,0,0,0,0,0,0,2770.911709687,2773.704051591,2.76645176400007
2774.942475134,4.01691746800043,0,0,0,0,0,0,0,0,0,2782.98792223,2784.833787249,1.82152230999964
2787.017053736,4.01795151399983,0,0,0,0,0,0,0,0,0,2795.067333345,2797.025112331,1.93377031299997
2799.096487245,4.01645986699987,0,0,0,0,0,0,0,0,0,2805.973615744,2807.832682888,1.83317387599982
2810.003925111,4.01744623099967,0,0,0,0,0,0,0,0,0,2818.049593558,2820.428363506,2.353584641
2822.079002412,4.0179668779997,0,0,0,0,0,0,0,0,0,2830.128029333,2831.938360847,1.78466833399989
2834.158350759,4.01722018400005,0,0,0,0,0,0,0,0,0,2842.203569986,2845.232805483,3.00410443999999
2846.233178227,4.01708918500026,0,0,0,0,0,0,0,0,0,2854.282799106,2856.523739333,2.21639604099983
2858.308155236,4.01692252700013,0,0,0,0,0,0,0,0,0,2866.107522213,2868.249440957,2.1176227269998
2870.13694388,4.01669353199986,0,0,0,0,0,0,0,0,0,2878.181389295,2880.361334992,2.15395468900033
2882.211180304,4.01799901300001,0,0,0,0,0,0,0,0,0,2890.261593884,2893.019333628,2.73321930600014
2894.290895182,4.01694386000008,0,0,0,0,0,0,0,0,0,2902.336751841,2905.547982478,3.18654513999991
2906.365445947,4.01793723600031,0,0,0,0,0,0,0,0,0,2913.761910858,2915.939788878,2.15398973900028
2917.790552696,4.01687377799999,0,0,0,0,0,0,0,0,0,2925.840298648,2927.798692649,1.933471758
2929.869332199,4.01777202099993,0,0,0,0,0,0,0,0,0,2937.914618992,2940.077313252,2.13801755700024
2941.944499652,4.01615031199981,0,0,0,0,0,0,0,0,0,2949.993109434,2952.31846127,2.2998261329999
2954.03571041,4.01704585900006,0,0,0,0,0,0,0,0,0,2962.084160232,2965.280886984,3.17038213700016
2966.114667415,4.01620255399985,0,0,0,0,0,0,0,0,0,2974.160122218,2976.539328393,2.34996249100004
2978.206285145,4.01695404099974,0,0,0,0,0,0,0,0,0,2986.256099189,NaN,NaN
2990.286297307,4.0166086270001,0,0,0,0,0,0,0,0,0,2998.33012798,3000.109614393,1.7538808940003
3002.359367937,4.01700784600007,0,0,0,0,0,0,0,0,0,3010.40969708,3011.550716206,1.11662538199971
3014.439261773,4.01799041200002,0,0,0,0,0,0,0,0,0,3022.485220104,3023.676623692,1.16781574399965
3026.51405617,4.01743330799991,0,0,0,0,0,0,0,0,0,3034.562655947,3037.138221604,2.54942719199971
3038.605627973,4.01694111400002,0,0,0,0,0,0,0,0,0,3046.655027343,3049.283508712,2.60375590900003
3050.6840503,4.01794226400034,0,0,0,0,0,0,0,0,0,3058.746390817,3061.041468873,2.2703386420003
3062.775574004,4.01798653899959,0,0,0,0,0,0,0,0,0,3069.959579304,3071.067312799,1.08348348200025
3073.984248719,4.01698156800012,0,0,0,0,0,0,0,0,0,3082.033653601,3083.741422824,1.68339129499964
3086.062816712,4.0183171550002,0,0,0,0,0,0,0,0,0,3094.107661645,3097.003970962,2.87015468499976
3098.137412995,4.0176184070001,0,0,0,0,0,0,0,0,0,3106.187197652,3107.945659238,1.7337425540004
