p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
1512.095715061,2.00367208300008,0,0,0,0,0,0,1519.217749915,1,4.9519316630001,1520.237879836,NaN,NaN
1524.357425076,2.00141391199986,0,0,0,0,0,0,1531.40524934,2,4.999663113,1531.907213628,NaN,NaN
1535.964833456,2.00132665499996,0,0,0,0,0,0,1543.017418893,2,4.99946513600003,1543.519600772,1546.655897908,3.09946608999985
1547.589841169,2.00048932100003,0,0,0,0,0,0,1554.626249546,2,4.99978874299995,1555.128197987,1558.30167575,3.13798006399998
1559.185818185,2.00193903500008,0,0,0,0,0,0,1566.234467234,2,4.99983541400002,1566.736560939,1568.859681749,2.08816898600003
1570.792731964,2.00036696799998,0,0,0,0,0,0,1577.826286229,2,4.99982083600003,1578.328043339,1581.134436721,2.78279988399981
1582.367821898,2.00112228499984,0,0,0,0,0,0,1589.404830684,1,4.9998623030001,1589.906597143,1593.898140814,3.97192411700007
1593.948187833,2.00113861,0,0,0,0,0,0,1600.978860549,2,4.99942435699995,1601.48060739,1604.772270271,3.27193536200002
1605.522191023,2.00043302800009,0,0,0,0,0,0,1612.553939989,1,4.99947669599987,1613.055680873,1615.330463029,2.25064143899999
1617.112932421,2.00114508399997,0,0,0,0,0,0,1624.150512365,1,4.99958511,1624.652256461,1627.604321978,2.93263451000007
1628.692827922,2.00113273299985,0,0,0,0,0,0,1635.72586519,2,4.99994867800001,1636.227627152,NaN,NaN
1640.266707039,2.00114368200002,0,0,0,0,0,0,1647.29998367,2,4.99924083900009,1647.801853857,1651.359415098,3.53835554800003
1651.841672117,2.00114058100007,0,0,0,0,0,0,1658.879371142,1,4.99973924599999,1659.381117567,1663.121157073,3.72066718100018
1663.421388851,2.00117259699982,0,0,0,0,0,0,1670.453544206,1,4.99944280600016,1670.955326794,1674.096521617,3.12153537299992
1674.996352869,2.00037935699993,0,0,0,0,0,0,1682.028372458,2,4.99955907799995,1682.530122264,1684.120474323,1.57095959499998
1686.57110166,2.00114418999988,0,0,0,0,0,0,1693.607854415,1,4.99961206900002,1694.109575311,1696.479496485,2.35058294800001
1698.149617132,2.00113847600005,0,0,0,0,0,0,1705.182567825,1,4.99968508200004,1705.684308554,NaN,NaN
1709.724516995,2.00113667100004,0,0,0,0,0,0,1716.756547367,1,4.99948489799999,1717.258326434,1718.566458674,1.28850733600007
1721.299743447,2.00114468399988,0,0,0,0,0,0,1728.33644677,2,4.99938569300002,1728.838223133,1731.523929392,2.66622281500008
1732.891332213,2.00113907100013,0,0,0,0,0,0,1739.92841356,2,4.99985892000018,1740.429096656,1741.882625567,1.43335284
1744.470083786,2.00011964999999,0,0,0,0,0,0,1751.502581165,1,4.99989716200002,1752.00436404,1754.712085441,2.68873459299994
1756.044876314,2.00113892700006,0,0,0,0,0,0,1763.08203596,1,4.99940700599996,1763.583801106,1766.470318533,2.86776963900002
1767.619133959,2.0011434380001,0,0,0,0,0,0,1774.245848313,2,4.58941055999981,1775.26349285,1777.794020328,2.50020911599995
1779.315046235,2.00114366499997,0,0,0,0,0,0,1786.347594647,1,4.99955186500006,1786.849378346,1789.356928142,2.4878768640001
1790.889996414,2.00114355100004,0,0,0,0,0,0,1797.923388874,2,4.99976595900011,1798.425159728,1801.514071809,3.06581100199992
1802.481096482,2.00113740199981,0,0,0,0,0,0,1809.519935586,1,4.99974152799996,1810.021694622,1812.456079189,2.41655730599996
1814.060879819,2.00112651099994,0,0,0,0,0,0,1821.093897439,2,4.99971937100008,1821.595644974,1824.385913711,2.77207227200006
1825.635529497,2.00112021999985,0,0,0,0,0,0,1832.667598767,1,4.99959330600018,1833.169333419,NaN,NaN
1837.210755546,2.00114578500006,0,0,0,0,0,0,1844.247210229,2,4.99981591400001,1844.748940809,1847.268250624,2.49909293300016
1848.790469493,2.00114089899989,0,0,0,0,0,0,1855.82162568,2,4.99963738199995,1856.323372595,1857.692766135,1.35013221700001
1860.364578957,2.00116935699998,0,0,0,0,0,0,1867.399205861,1,4.99995222199982,1867.900965835,NaN,NaN
1871.939017544,2.00119112699986,0,0,0,0,0,0,1878.975604031,2,4.999430738,1879.477424098,1882.280262305,2.78357118099984
1883.518135236,2.00114560899988,0,0,0,0,0,0,1890.550073739,2,4.999328526,1891.051878135,1892.37162021,1.29963032899991
1895.09266285,2.00142722500004,0,0,0,0,0,0,1902.125794986,1,4.99981525400017,1902.627530379,1905.301126945,2.65492551399984
1906.668717837,2.00014878000002,0,0,0,0,0,0,1913.705292132,1,4.99966885800018,1914.206643025,1916.542662046,2.31664662100002
1918.246602268,2.00112231599996,0,0,0,0,0,0,1925.279265003,1,4.99940664100018,1925.780973497,1927.767018725,1.9666280649999
