param_fmriSession,param_counterbalanceVer,param_counterbalanceBlockNum,param_cue_type,param_administer_type,param_cond_type,param_triggerOnset,p1_fixation_onset,p1_fixation_duration,p2_cue_onset,p2_cue_type,p2_cue_filename,p3_expect_onset,p3_expect_responseonset,p3_expect_RT,p4_fixation_onset,p4_fixation_duration,p5_administer_type,p5_administer_filename,p5_administer_onset,p6_actual_onset,p6_actual_responseonset,p6_actual_RT,param_end_instruct_onset,param_experimentDuration,param_runNum,param_cogStimNum,param_cogStimMatch,param_cogStimFilename
1,1,2,high,100,4,6725.50108921401,6728.27041780073,0.801156535459995,6729.10369771077,high,h028.png,6730.11270684872,3.59984461789008,6730.15364196062,6734.30339180731,3.70023620565189,100,8_100.jpg,6738.06984849839,6744.60637153067,2.71655888844271,6744.63612933819,0,0,2,8,same,8_100.jpg
1,1,2,low,150,5,6725.50108921401,6748.68591210298,0.100441545514514,6748.80257479553,low,l017.png,6749.81039304869,1.78330595558509,6749.81916211939,6753.86894515422,4.30026283178358,150,10_150.jpg,6758.18537998541,6764.70952186651,2.08322340377617,6764.73498600778,0,0,2,10,same,10_150.jpg
1,1,2,low,100,3,6725.50108921401,6768.78471665448,0.800348300045698,6769.60131418592,low,l015.png,6770.60957692805,1.39993799837976,6770.63464896848,6774.68440553921,0.100713207668377,100,20_100_R.jpg,6774.81771388466,6781.34239422931,2.83322347128524,6781.36732179732,0,0,2,20,different,20_100_R.jpg
1,1,2,high,150,6,6725.50108921401,6785.41713318656,4.00045475056413,6789.43353202116,high,h029.png,6790.44182527803,2.29985047779883,6790.46686734381,6794.51659123946,0.10043290417434,150,12_150_R.jpg,6794.64987663136,6801.18492928548,2.41654341504182,6801.19950668745,0,0,2,12,different,12_150_R.jpg
1,1,2,high,150,6,6725.50108921401,6805.24933292899,0.100861730714314,6805.36593972287,high,h002.png,6806.37599608331,2.36651896274725,6806.39925857295,6810.44895897496,0.100705916537663,150,33_150.jpg,6810.58226678034,6817.11625816978,2.11661327488218,6817.13189980689,0,0,2,33,same,33_150.jpg
1,1,2,low,50,1,6725.50108921401,6821.18171146617,4.00037751857963,6825.19810868052,low,l005.png,6826.20687559089,2.24988165413652,6826.23141996944,6830.2811271225,1.40018508671983,50,20_50_R.jpg,6831.69775128007,6838.23044430804,2.18325097505385,6838.24734569063,0,0,2,20,different,20_50_R.jpg
1,1,2,low,50,1,6725.50108921401,6842.2971109027,4.00033863254612,6846.31352756007,low,l021.png,6847.32174493516,1.46652979142709,6847.34689258732,6851.39657246615,0.300190460554404,50,4_50_R.jpg,6851.71323737304,6858.2132512802,NaN,6858.22948106858,0,0,2,4,different,4_50_R.jpg
1,1,2,low,100,3,6725.50108921401,6862.26261223954,0.100347030848752,6862.37928735402,low,l007.png,6863.38726952261,1.48314708993348,6863.4126648032,6867.46229499431,0.60078787425482,100,3_100_R.jpg,6868.07894999067,6874.60516282312,1.6332685142761,6874.62856654467,0,0,2,3,different,3_100_R.jpg
1,1,2,low,50,1,6725.50108921401,6878.67842114061,0.100400229103798,6878.79499282904,low,l050.png,6879.8028542889,0.983223376771093,6879.82834489428,6883.87804448616,0.600662034727975,50,33_50.jpg,6884.49466248678,6891.0211496818,2.28326990499045,6891.04425419692,0,0,2,33,same,33_50.jpg
1,1,2,high,150,6,6725.50108921401,6895.09407962834,2.50049728216345,6897.61056798183,high,h026.png,6898.6187046144,2.19982398668799,6898.64391221586,6902.69358237318,0.200202585435363,150,2_150_R.jpg,6902.91027236696,6909.44253791861,2.33323251768979,6909.45985786615,0,0,2,2,different,2_150_R.jpg
1,1,2,high,100,4,6725.50108921401,6913.50965926383,1.40041462233694,6914.92622077168,high,h017.png,6915.93442005396,1.19987394443979,6915.95958336855,6920.00925676637,2.00019470021198,100,10_100_R.jpg,6922.02583409868,6928.5471572824,2.21655713317068,6928.55875396185,0,0,2,10,different,10_100_R.jpg
