onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
11.6	0.98	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l019.png
42.4	0.99	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h053.png
74.19	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h004.png
110.59	0.99	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h001.png
139.9	0.98	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l036.png
181.3	0.98	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l046.png
216.09	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l011.png
250.39	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l016.png
287.69	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h041.png
318.0	0.98	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h014.png
343.89	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h051.png
374.79	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l025.png
14.8	2.67	expectrating	1	low_cue	n/a	35.03	Strong	35.03	Strong	0.8	1.87	l019.png
44.2	1.67	expectrating	2	high_cue	n/a	38.34	Strong	38.34	Strong	0.9	0.77	h053.png
77.39	1.88	expectrating	3	high_cue	n/a	118.52	Strongest sensation of any kind	118.52	Strongest sensation of any kind	0.35	1.53	h004.png
113.29	2.73	expectrating	4	high_cue	n/a	87.24	Very Strong	87.24	Very Strong	0.38	2.35	h001.png
143.1	1.5	expectrating	5	low_cue	n/a	45.81	Strong	45.81	Strong	0.08	1.42	l036.png
183.7	1.92	expectrating	6	low_cue	n/a	43.86	Strong	43.86	Strong	0.73	1.19	l046.png
218.7	1.81	expectrating	7	low_cue	n/a	99.91	Strongest sensation of any kind	99.91	Strongest sensation of any kind	0.37	1.44	l011.png
253.09	1.97	expectrating	8	low_cue	n/a	20.3	Moderate	20.3	Moderate	0.8	1.17	l016.png
289.49	2.82	expectrating	9	high_cue	n/a	100.74	Strongest sensation of any kind	100.74	Strongest sensation of any kind	0.78	2.03	h041.png
320.6	1.79	expectrating	10	high_cue	n/a	111.24	Strongest sensation of any kind	111.24	Strongest sensation of any kind	0.4	1.39	h014.png
345.69	2.15	expectrating	11	high_cue	n/a	121.4	Strongest sensation of any kind	121.4	Strongest sensation of any kind	0.58	1.57	h051.png
376.7	1.7	expectrating	12	low_cue	n/a	60.69	Strong	60.69	Strong	0.32	1.38	l025.png
21.49	7.01	stimulus	1	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	nm106t1aaunaff_L.mp4
57.48	7.0	stimulus	2	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1aeaff_M.mp4
85.08	7.01	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg101t2afunaff_L.mp4
119.98	7.01	stimulus	4	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	nm106t1afaff_H.mp4
156.78	7.01	stimulus	5	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t2aaaff_M.mp4
196.78	7.01	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1afaff_H.mp4
235.78	7.0	stimulus	7	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t2aeaff_M.mp4
265.78	7.02	stimulus	8	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1aiaff_H.mp4
297.08	7.01	stimulus	9	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	tv095t2aeunaff_L.mp4
328.18	7.0	stimulus	10	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	dr052t1aiaff_H.mp4
357.78	7.02	stimulus	11	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	nm106t2aaunaff_M.mp4
384.28	7.01	stimulus	12	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	dr052t1aeunaff_L.mp4
36.91	2.58	outcomerating	1	low_cue	low_stim	65.5	Very Strong	65.5	Very Strong	0.57	2.02	task-vicarious_scale.png
67.51	2.12	outcomerating	2	high_cue	med_stim	109.53	Strongest sensation of any kind	109.53	Strongest sensation of any kind	0.8	1.32	task-vicarious_scale.png
96.6	2.8	outcomerating	3	high_cue	low_stim	110.61	Strongest sensation of any kind	110.61	Strongest sensation of any kind	0.97	1.84	task-vicarious_scale.png
133.2	2.59	outcomerating	4	high_cue	high_stim	94.15	Very Strong	94.15	Very Strong	0.55	2.04	task-vicarious_scale.png
165.71	3.17	outcomerating	5	low_cue	med_stim	87.47	Very Strong	87.47	Very Strong	0.87	2.3	task-vicarious_scale.png
210.41	2.55	outcomerating	6	low_cue	high_stim	99.73	Strongest sensation of any kind	99.73	Strongest sensation of any kind	0.53	2.02	task-vicarious_scale.png
244.5	2.03	outcomerating	7	low_cue	med_stim	104.15	Strongest sensation of any kind	104.15	Strongest sensation of any kind	0.52	1.52	task-vicarious_scale.png
282.7	1.63	outcomerating	8	low_cue	high_stim	17.27	Moderate	17.27	Moderate	0.55	1.08	task-vicarious_scale.png
308.2	1.87	outcomerating	9	high_cue	low_stim	43.86	Strong	43.86	Strong	0.4	1.47	task-vicarious_scale.png
337.51	2.47	outcomerating	10	high_cue	high_stim	151.04	Strongest sensation of any kind	151.04	Strongest sensation of any kind	0.38	2.08	task-vicarious_scale.png
366.7	1.54	outcomerating	11	high_cue	med_stim	77.68	Very Strong	77.68	Very Strong	0.12	1.42	task-vicarious_scale.png
394.79	2.48	outcomerating	12	low_cue	low_stim	20.04	Moderate	20.04	Moderate	0.42	2.06	task-vicarious_scale.png
