,Unnamed: 0,video_subject,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,image_glob,video_filename,cB_version,ptb_coord_x,ptb_coord_y,p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
26,26,043-jh043,high,low,h006_M100_STD019.png,29,5,vicarious,99,jh043*H.mp4,jh043t2aeaff_H.mp4,1,513.41796875,508.53125,2990.286297307,4.0166086270001,0,0,0,0,0,0,0,0,0,2998.33012798,3000.109614393,1.7538808940003001
27,27,124-dn124,low,high,h026_M075_STD041.png,6,2,vicarious,99,dn124*L.mp4,dn124t1aaunaff_L.mp4,1,483.9609375,615.0,3002.359367937,4.0170078460000695,0,0,0,0,0,0,0,0,0,3010.40969708,3011.550716206,1.1166253819997098
28,28,120-kz120,med,low,h023_M087_STD034.png,15,3,vicarious,99,kz120*M.mp4,kz120t2aeaff_M.mp4,1,465.13671875,615.0,3014.439261773,4.01799041200002,0,0,0,0,0,0,0,0,0,3022.4852201040003,3023.6766236920002,1.16781574399965
29,29,052-dr052,med,high,h051_M091_STD024.png,16,4,vicarious,99,dr052*M.mp4,dr052t2aaaff_M.mp4,1,468.11328125,609.91796875,3026.51405617,4.0174333079999105,0,0,0,0,0,0,0,0,0,3034.562655947,3037.138221604,2.54942719199971
30,30,123-jh123,high,high,h056_M108_STD025.png,30,6,vicarious,99,jh123*H.mp4,jh123t1aeaff_H.mp4,1,512.9921875,506.75390625,3038.605627973,4.01694111400002,0,0,0,0,0,0,0,0,0,3046.655027343,3049.283508712,2.60375590900003
31,31,043-jh043,low,low,h036_M094_STD048.png,1,1,vicarious,99,jh043*L.mp4,jh043t2aaunaff_L.mp4,1,474.37109375,610.12109375,3050.6840503000003,4.01794226400034,0,0,0,0,0,0,0,0,0,3058.7463908170002,3061.0414688729998,2.2703386420003
32,32,120-kz120,low,low,h011_M070_STD046.png,11,1,vicarious,99,kz120*L.mp4,kz120t2aaunaff_L.mp4,1,461.2578125,615.0,3062.775574004,4.0179865389995895,0,0,0,0,0,0,0,0,0,3069.9595793040003,3071.0673127990003,1.0834834820002501
33,33,097-gf097,high,low,h025_M102_STD045.png,25,5,vicarious,99,gf097*H.mp4,gf097t2aaunaff_H.mp4,1,463.8359375,615.0,3073.9842487190003,4.01698156800012,0,0,0,0,0,0,0,0,0,3082.033653601,3083.7414228240004,1.68339129499964
34,34,107-hs107,med,high,h046_M091_STD041.png,14,4,vicarious,99,hs107*M.mp4,hs107t2aaaff_M.mp4,1,617.9921875,404.1640625,3086.0628167120003,4.0183171550002,0,0,0,0,0,0,0,0,0,3094.107661645,3097.003970962,2.87015468499976
35,35,109-ib109,med,low,h012_M093_STD039.png,19,3,vicarious,99,ib109*M.mp4,ib109t1afaff_M.mp4,1,485.27734375,612.87109375,3098.137412995,4.0176184070001,0,0,0,0,0,0,0,0,0,3106.187197652,3107.9456592379997,1.7337425540004001
