,Unnamed: 0,video_subject,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,image_glob,video_filename,cB_version,ptb_coord_x,ptb_coord_y,p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
0,0,109-ib109,low,high,h007_M100_STD036.png,4,2,vicarious,99,ib109*L.mp4,ib109t1aiunaff_L.mp4,1,487.26953125,544.80078125,2677.930146673,4.02027367900018,0,0,0,0,0,0,0,0,0,2686.259242396,2689.305622859,2.97085857299999
1,1,052-dr052,low,low,h020_M086_STD033.png,9,1,vicarious,99,dr052*L.mp4,dr052t1aeunaff_L.mp4,1,474.24609375,594.19140625,2690.3404398870002,4.0164763720004,0,0,0,0,0,0,0,0,0,2698.401978973,2700.1317690620003,1.7053119060001298
2,2,124-dn124,high,high,h015_M113_STD037.png,34,6,vicarious,99,dn124*H.mp4,dn124t1aiaff_H.mp4,1,472.81640625,612.40625,2702.4312968520003,4.01762120100011,0,0,0,0,0,0,0,0,0,2710.48025354,2712.889059262,2.3835106319998
3,3,107-hs107,low,low,h034_M088_STD038.png,7,1,vicarious,99,hs107*L.mp4,hs107t2aeunaff_L.mp4,1,450.0078125,615.0,2714.509790224,4.01773749199992,0,0,0,0,0,0,0,0,0,2722.57238495,2725.034201555,2.4374081770001803
4,4,066-mg066,high,low,h054_M080_STD041.png,31,5,vicarious,99,mg066*H.mp4,mg066t1aaaff_H.mp4,1,506.2421875,511.21875,2726.604902952,4.01432614800024,0,0,0,0,0,0,0,0,0,2734.6524363910003,2736.70902004,2.03299445700031
5,5,066-mg066,low,high,h016_M099_STD043.png,10,2,vicarious,99,mg066*L.mp4,mg066t2aeunaff_L.mp4,1,479.76953125,570.71484375,2738.693975106,4.01658193499998,0,0,0,0,0,0,0,0,0,2746.74183609,2748.950276799,2.18341625099993
6,6,043-jh043,med,high,h044_M077_STD044.png,20,4,vicarious,99,jh043*M.mp4,jh043t2aeunaff_M.mp4,1,511.51953125,504.5078125,2750.771657755,4.01794167700018,0,0,0,0,0,0,0,0,0,2758.8343166229997,2760.3631171770003,1.50430207699992
7,7,108-th108,med,high,h009_M103_STD035.png,12,4,vicarious,99,th108*M.mp4,th108t2aaunaff_M.mp4,1,476.88671875,597.91796875,2762.8631224220003,4.01719280299994,0,0,0,0,0,0,0,0,0,2770.911709687,2773.704051591,2.7664517640000703
8,8,108-th108,low,low,h002_M104_STD057.png,3,1,vicarious,99,th108*L.mp4,th108t1aaunaff_L.mp4,1,464.4765625,615.0,2774.9424751340002,4.016917468000431,0,0,0,0,0,0,0,0,0,2782.98792223,2784.833787249,1.82152230999964
9,9,109-ib109,high,low,h019_M102_STD031.png,33,5,vicarious,99,ib109*H.mp4,ib109t1aiaff_H.mp4,1,505.21875,514.0703125,2787.017053736,4.01795151399983,0,0,0,0,0,0,0,0,0,2795.067333345,2797.025112331,1.93377031299997
10,10,123-jh123,low,high,h045_M117_STD031.png,8,2,vicarious,99,jh123*L.mp4,jh123t1aaunaff_L.mp4,1,467.1796875,608.6875,2799.096487245,4.01645986699987,0,0,0,0,0,0,0,0,0,2805.973615744,2807.832682888,1.83317387599982
11,11,049-bm049,low,high,h008_M093_STD031.png,0,2,vicarious,99,bm049*L.mp4,bm049t1afaff_L.mp4,1,455.7578125,609.83984375,2810.0039251109997,4.01744623099967,0,0,0,0,0,0,0,0,0,2818.0495935579997,2820.4283635059996,2.353584641
12,12,042-ll042,med,low,h046_M079_STD053.png,17,3,vicarious,99,ll042*M.mp4,ll042t1afunaff_M.mp4,1,476.1875,595.62890625,2822.079002412,4.0179668779997,0,0,0,0,0,0,0,0,0,2830.128029333,2831.9383608470002,1.7846683339998899
13,13,108-th108,high,high,h033_M120_STD051.png,24,6,vicarious,99,th108*H.mp4,th108t1aeaff_H.mp4,1,567.1953125,427.5,2834.1583507590003,4.01722018400005,0,0,0,0,0,0,0,0,0,2842.203569986,2845.232805483,3.0041044399999906
14,14,097-gf097,low,low,h017_M078_STD029.png,5,1,vicarious,99,gf097*L.mp4,gf097t2aiunaff_L.mp4,1,456.2578125,614.5,2846.2331782270003,4.01708918500026,0,0,0,0,0,0,0,0,0,2854.282799106,2856.523739333,2.2163960409998302
15,15,124-dn124,med,low,h016_M092_STD034.png,23,3,vicarious,99,dn124*M.mp4,dn124t1aeunaff_M.mp4,1,475.26953125,600.2109375,2858.308155236,4.01692252700013,0,0,0,0,0,0,0,0,0,2866.107522213,2868.249440957,2.1176227269998
16,16,123-jh123,med,high,h040_M112_STD041.png,22,4,vicarious,99,jh123*M.mp4,jh123t2aaaff_M.mp4,1,477.7265625,610.72265625,2870.13694388,4.01669353199986,0,0,0,0,0,0,0,0,0,2878.181389295,2880.361334992,2.15395468900033
17,17,107-hs107,high,low,h038_M113_STD042.png,27,5,vicarious,99,hs107*H.mp4,hs107t1afaff_H.mp4,1,590.1484375,417.8046875,2882.211180304,4.01799901300001,0,0,0,0,0,0,0,0,0,2890.2615938840004,2893.019333628,2.7332193060001404
18,18,042-ll042,high,high,h006_M091_STD053.png,28,6,vicarious,99,ll042*H.mp4,ll042t1aiaff_H.mp4,1,609.8359375,407.140625,2894.290895182,4.0169438600000795,0,0,0,0,0,0,0,0,0,2902.3367518409996,2905.547982478,3.18654513999991
19,19,049-bm049,med,low,h035_M119_STD041.png,13,3,vicarious,99,bm049*M.mp4,bm049t2aeaff_M.mp4,1,481.54296875,601.1015625,2906.365445947,4.01793723600031,0,0,0,0,0,0,0,0,0,2913.7619108579997,2915.939788878,2.15398973900028
20,20,066-mg066,med,low,h021_M094_STD045.png,21,3,vicarious,99,mg066*M.mp4,mg066t2aaunaff_M.mp4,1,468.21875,607.8671875,2917.790552696,4.01687377799999,0,0,0,0,0,0,0,0,0,2925.840298648,2927.7986926490003,1.933471758
21,21,049-bm049,high,high,h002_M119_STD036.png,26,6,vicarious,99,bm049*H.mp4,bm049t2aeunaff_H.mp4,1,464.0234375,606.64453125,2929.8693321990004,4.01777202099993,0,0,0,0,0,0,0,0,0,2937.914618992,2940.0773132520003,2.13801755700024
22,22,042-ll042,low,high,h043_M086_STD027.png,2,2,vicarious,99,ll042*L.mp4,ll042t1aaunaff_L.mp4,1,479.85546875,591.6484375,2941.944499652,4.0161503119998105,0,0,0,0,0,0,0,0,0,2949.9931094340004,2952.31846127,2.2998261329999
23,23,120-kz120,high,low,h010_M081_STD027.png,35,5,vicarious,99,kz120*H.mp4,kz120t2aaaff_H.mp4,1,485.6015625,584.46484375,2954.03571041,4.01704585900006,0,0,0,0,0,0,0,0,0,2962.084160232,2965.280886984,3.17038213700016
24,24,097-gf097,med,high,h010_M069_STD038.png,18,4,vicarious,99,gf097*M.mp4,gf097t1aiaff_M.mp4,1,480.2109375,602.15625,2966.114667415,4.01620255399985,0,0,0,0,0,0,0,0,0,2974.1601222179997,2976.539328393,2.3499624910000403
25,25,052-dr052,high,high,h023_M110_STD061.png,32,6,vicarious,99,dr052*H.mp4,dr052t1aiaff_H.mp4,1,527.81640625,484.390625,2978.206285145,4.016954040999741,0,0,0,0,0,0,0,0,0,2986.2560991890005,,
