,Unnamed: 0,video_subject,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,image_glob,video_filename,cB_version,ptb_coord_x,ptb_coord_y,p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
0,0,080-bn080,med,high,h055_M099_STD054.png,18,4,vicarious,99,bn080*M.mp4,bn080t1aeaff_M.mp4,1,482.45703125,573.8515625,3339.995460498,4.01336675700031,0,0,0,0,0,0,0,0,0,3348.0366397840003,3349.511698105,1.41734680399986
1,1,095-tv095,high,high,h053_M111_STD044.png,30,6,vicarious,99,tv095*H.mp4,tv095t1afaff_H.mp4,1,509.6953125,501.33203125,3352.100197275,4.01698014099975,0,0,0,0,0,0,0,0,0,3360.149295545,3362.690750345,2.5164539350002997
2,2,064-ak064,high,high,h034_M100_STD047.png,26,6,vicarious,99,ak064*H.mp4,ak064t1aaaff_H.mp4,1,513.5625,504.91796875,3364.1752162609996,4.01573331100008,0,0,0,0,0,0,0,0,0,3372.224504875,3374.7533717759998,2.50431749800009
3,3,064-ak064,low,high,h012_M101_STD058.png,4,2,vicarious,99,ak064*L.mp4,ak064t1afunaff_L.mp4,1,467.0,615.0,3376.2535724309996,4.01814755099986,0,0,0,0,0,0,0,0,0,3384.31563562,3385.494311045,1.1540009140003302
4,4,106-nm106,high,low,h031_M086_STD041.png,27,5,vicarious,99,nm106*H.mp4,nm106t1afaff_H.mp4,1,508.0703125,508.59375,3388.347991814,4.0151883260000405,0,0,0,0,0,0,0,0,0,3396.3953629079997,3398.569588897,2.14978603500003
5,5,047-jl047,low,low,h040_M105_STD051.png,11,1,vicarious,99,jl047*L.mp4,jl047t1aaunaff_L.mp4,1,461.59375,606.88671875,3400.425383195,4.0159146300002195,0,0,0,0,0,0,0,0,0,3408.4859036929997,3410.415687957,1.9050713990000099
6,6,121-vw121,low,high,h048_M109_STD065.png,8,2,vicarious,99,vw121*L.mp4,vw121t1aeaff_L.mp4,1,480.24609375,615.0,3412.515261327,4.0178225349996,0,0,0,0,0,0,0,0,0,3420.56474772,3421.6904707920003,1.10028964499998
7,7,048-aa048,low,high,h054_M082_STD040.png,2,2,vicarious,99,aa048*L.mp4,aa048t2aaunaff_L.mp4,1,475.09375,615.0,3424.606797419,4.01820342000019,0,0,0,0,0,0,0,0,0,3432.656581224,3434.099965072,1.41809158199976
8,8,115-jy115,high,high,h036_M095_STD021.png,34,6,vicarious,99,jy115*H.mp4,jy115t2aaaff_H.mp4,1,472.09375,570.34375,3436.6861683029997,4.01679872799969,0,0,0,0,0,0,0,0,0,3444.735652867,3446.32714883,1.56707566099976
9,9,048-aa048,high,high,h052_M114_STD048.png,32,6,vicarious,99,aa048*H.mp4,aa048t2aeaff_H.mp4,1,470.21875,598.3984375,3448.760328499,4.017911229999751,0,0,0,0,0,0,0,0,0,3456.8107668770003,3459.789117717,2.9540035119998698
10,10,047-jl047,med,low,h008_M117_STD022.png,15,3,vicarious,99,jl047*M.mp4,jl047t1aiunaff_M.mp4,1,478.21875,606.0234375,3460.840032055,4.01709043600022,0,0,0,0,0,0,0,0,0,3468.8848751779997,3470.23112841,1.3210699540000002
11,11,048-aa048,med,low,h041_M087_STD043.png,21,3,vicarious,99,aa048*M.mp4,aa048t2afunaff_M.mp4,1,469.29296875,608.34765625,3472.914762794,4.0175421189997,0,0,0,0,0,0,0,0,0,3480.962135766,3483.273128507,2.2837981170000603
12,12,096-bg096,med,low,h007_M093_STD031.png,13,3,vicarious,99,bg096*M.mp4,bg096t2aaaff_M.mp4,1,613.52734375,400.53125,3484.994056465,4.017039985999871,0,0,0,0,0,0,0,0,0,3493.038803539,3494.714569581,1.65067570400015
13,13,121-vw121,high,low,h029_M090_STD041.png,31,5,vicarious,99,vw121*H.mp4,vw121t1aaaff_H.mp4,1,514.16015625,491.4296875,3497.068224655,4.01799777499991,0,0,0,0,0,0,0,0,0,3505.1176122320003,3506.6925371909997,1.5495405440001397
14,14,103-jk103,med,low,h015_M087_STD055.png,23,3,vicarious,99,jk103*M.mp4,jk103t2aaunaff_M.mp4,1,508.34765625,507.921875,3509.143326597,4.01792614900023,0,0,0,0,0,0,0,0,0,3517.192732595,3519.25122866,2.0330228810003104
15,15,101-mg101,high,high,h038_M097_STD061.png,28,6,vicarious,99,mg101*H.mp4,mg101t2aeaff_H.mp4,1,481.59765625,572.3125,3521.2225550290004,4.0172689850001,0,0,0,0,0,0,0,0,0,3529.267076231,3530.580573642,1.28745185900016
16,16,096-bg096,high,low,h048_M096_STD037.png,29,5,vicarious,99,bg096*H.mp4,bg096t1aeaff_H.mp4,1,612.87109375,403.5859375,3533.2975519740003,4.01695567800016,0,0,0,0,0,0,0,0,0,3541.3472251209996,3542.6057065259997,1.23399874299957
