,Unnamed: 0,video_subject,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,image_glob,video_filename,cB_version,ptb_coord_x,ptb_coord_y,p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
17,17,106-nm106,low,high,h025_M089_STD035.png,0,2,vicarious,99,nm106*L.mp4,nm106t1aaunaff_L.mp4,1,474.26953125,599.8203125,3545.3765799370003,4.01695705600014,0,0,0,0,0,0,0,0,0,3553.421510254,3555.417712667,1.9711924479997802
18,18,106-nm106,med,high,h011_M118_STD047.png,12,4,vicarious,99,nm106*M.mp4,nm106t2aaunaff_M.mp4,1,477.6875,588.171875,3557.4510053520003,4.0159327240003195,0,0,0,0,0,0,0,0,0,3565.499915946,3567.5258765979997,2.00068230199986
19,19,080-bn080,low,high,h004_M095_STD031.png,6,2,vicarious,99,bn080*L.mp4,bn080t1afunaff_L.mp4,1,450.14453125,615.0,3569.52601509,4.016936649999931,0,0,0,0,0,0,0,0,0,3577.575945253,3578.567301684,0.966716427999927
20,20,096-bg096,low,low,h014_M100_STD028.png,7,1,vicarious,99,bg096*L.mp4,bg096t2afunaff_L.mp4,1,482.75,578.46875,3581.6050737009996,4.01701207699989,0,0,0,0,0,0,0,0,0,3589.6667467509997,3591.612288924,1.9202257389997601
21,21,115-jy115,med,high,h031_M111_STD042.png,14,4,vicarious,99,jy115*M.mp4,jy115t1aeaff_M.mp4,1,518.7578125,504.59375,3593.6959088020003,4.0179045150002795,0,0,0,0,0,0,0,0,0,3601.7410988359998,3603.7709109209995,2.01727471100003
22,22,103-jk103,low,low,h024_M085_STD040.png,9,1,vicarious,99,jk103*L.mp4,jk103t1aaunaff_L.mp4,1,481.40234375,596.08984375,3605.7574050079998,4.017875946,0,0,0,0,0,0,0,0,0,3613.7981147170003,3616.450136617,2.6384854670000095
23,23,064-ak064,med,high,h013_M111_STD044.png,20,4,vicarious,99,ak064*M.mp4,ak064t1aiaff_M.mp4,1,481.17578125,596.01171875,3617.8164624909996,4.017966757000069,0,0,0,0,0,0,0,0,0,3625.866294951,3627.741433224,1.85019686499982
24,24,092-ch092,low,low,h055_M112_STD025.png,1,1,vicarious,99,ch092*L.mp4,ch092t2aeaff_L.mp4,1,473.71484375,608.17578125,3629.8959922609997,4.01744926999982,0,0,0,0,0,0,0,0,0,3637.957498872,3639.969908478,1.9871638899999198
25,25,095-tv095,med,high,h041_M089_STD031.png,22,4,vicarious,99,tv095*M.mp4,tv095t2afaff_M.mp4,1,513.04296875,498.10546875,3641.987511655,4.01702035599965,0,0,0,0,0,0,0,0,0,3650.0366986229997,3651.944901983,1.883532715
26,26,092-ch092,high,high,h047_M096_STD043.png,24,6,vicarious,99,ch092*H.mp4,ch092t2aiaff_H.mp4,1,509.03515625,514.95703125,3654.061881135,4.0175719069998195,0,0,0,0,0,0,0,0,0,3662.112107502,3663.903668723,1.76691860200026
27,27,115-jy115,low,low,h028_M061_STD034.png,3,1,vicarious,99,jy115*L.mp4,jy115t1aaunaff_L.mp4,1,467.5390625,615.0,3666.14131091,4.0169581350001,0,0,0,0,0,0,0,0,0,3674.203189482,3675.3001886409997,1.07175227000016
28,28,080-bn080,high,low,h009_M098_STD039.png,35,5,vicarious,99,bn080*H.mp4,bn080t1afaff_H.mp4,1,524.03125,497.7421875,3678.2328453440005,4.016921935000029,0,0,0,0,0,0,0,0,0,3686.2780872020003,3687.390525323,1.1008877690001102
29,29,101-mg101,low,low,h043_M093_STD041.png,5,1,vicarious,99,mg101*L.mp4,mg101t2afunaff_L.mp4,1,480.015625,543.57421875,3690.294992164,4.0179213049996205,0,0,0,0,0,0,0,0,0,3698.3573337029998,3700.8366250520003,2.4546012589999
30,30,092-ch092,med,low,h037_M117_STD041.png,19,3,vicarious,99,ch092*M.mp4,ch092t2aaaff_M.mp4,1,486.4375,541.86328125,3702.3861158729997,4.01795749099983,0,0,0,0,0,0,0,0,0,3710.435306787,3713.1453579090003,2.68386285100041
31,31,047-jl047,high,low,h022_M074_STD030.png,25,5,vicarious,99,jl047*H.mp4,jl047t1aiaff_H.mp4,1,511.3203125,503.796875,3714.4775281929997,4.01794217399993,0,0,0,0,0,0,0,0,0,3722.5276953609996,3724.719458589,2.16729081299991
32,32,095-tv095,low,high,h029_M095_STD060.png,10,2,vicarious,99,tv095*L.mp4,tv095t2aeunaff_L.mp4,1,468.078125,602.21484375,3726.55651296,4.01794438600018,0,0,0,0,0,0,0,0,0,3734.6180776140004,3736.4314736190004,1.78731588499977
33,33,101-mg101,med,high,h035_M095_STD058.png,16,4,vicarious,99,mg101*M.mp4,mg101t2aeunaff_M.mp4,1,482.83984375,585.6796875,3738.648641376,4.01694173700025,0,0,0,0,0,0,0,0,0,3746.697090461,3749.056628019,2.33337042699986
34,34,103-jk103,high,low,h032_M065_STD050.png,33,5,vicarious,99,jk103*H.mp4,jk103t1aaaff_H.mp4,1,571.75,437.50390625,3750.726934877,4.017961323999771,0,0,0,0,0,0,0,0,0,3758.772189123,3760.052244815,1.25400534599976
35,35,121-vw121,med,low,h003_M090_STD048.png,17,3,vicarious,99,vw121*M.mp4,vw121t1aiaff_M.mp4,1,502.25,544.5078125,3762.802625085,4.01613435800027,0,0,0,0,0,0,0,0,0,3770.8515234409997,3774.1268405090004,3.25004813199985
