onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingoutcome	pmod_cuetype	pmod_stimtype	pmod_expectRT	pmod_expectangle	pmod_outcomeRT	pmod_outcomeangle	cue_con	stim_lin	stim_quad	pmod_expectangle_demean	pmod_outcomeangle_demean	TTL1	TTL2	TTL3	TTL4	onset03_stim_earlyphase_0-4500ms	onset03_stim_latephase_4500-9000ms	onset03_stim_poststim_9000-135000ms	onset03_stim_ttlplateau	onset03_stim_ttlplateau_duration
14.193679809570312	16.011019945144653	24.729179859161377	37.70243978500366	low_cue	low_stim	4.0		4.0		-1	-1	1	0.0	0.0	24.75475	28.239	33.23925	36.46125	24.75475	29.25475	33.75475	28.239	5.000249999999998
43.788049936294556	46.8058397769928	55.5217399597168	69.29755997657776	low_cue	med_stim	4.0		4.0		-1	0	-2	0.0	0.0	55.55625	59.30675	64.30675	67.77875	55.55625	60.05625	64.55625	59.30675	4.999999999999993
77.8007299900055	80.80184984207153	85.61869978904724	97.40803980827332	high_cue	med_stim	4.0		4.0		1	0	-2	0.0	0.0	85.6525	89.40175	94.40325	97.85975	85.6525	90.1525	94.6525	89.40175	5.001499999999993
110.49625992774963	112.39696979522705	123.92779994010925	136.1058099269867	low_cue	high_stim	4.0		4.0		-1	1	1	0.0	0.0	123.96425	127.95825	132.9585	136.66725	123.96425	128.46425	132.96425	127.95825	5.00024999999998
150.69457983970642	152.39521980285645	158.91098999977112	173.8031997680664	high_cue	med_stim	4.0		4.0		1	0	-2	0.0	0.0	158.95075	162.67475	167.67625	171.179	158.95075	163.45075	167.95075	162.67475	5.001500000000021
178.6883499622345	181.80618000030518	188.03506994247437	200.09633994102478	low_cue	high_stim	4.0		4.0		-1	1	1	0.0	0.0	188.07175	192.1175	197.11775	200.8455	188.07175	192.57175	197.07175	192.1175	5.000249999999994
205.39830994606018	208.39942979812622	217.73162984848022	232.5917899608612	low_cue	low_stim	4.0		4.0		-1	-1	1	0.0	0.0	217.76325	221.25875	226.25775	229.5955	217.76325	222.26325	226.76325	221.25875	4.998999999999995
237.49361991882324	239.19424986839294	244.0097999572754	257.90122985839844	high_cue	high_stim	4.0		4.0		1	1	1	0.0	0.0	244.04925	248.0635	253.065	256.80275	244.04925	248.54925	253.04925	248.0635	5.001499999999993
265.78749990463257	268.8052899837494	275.01074981689453	287.9957799911499	high_cue	high_stim	4.0		4.0		1	1	1	0.0	0.0	275.05075	279.01975	284.02125	287.77425	275.05075	279.55075	284.05075	279.01975	5.001500000000021
296.69902992248535	299.5000698566437	314.1112699508667	326.99365997314453	high_cue	low_stim	4.0		4.0		1	-1	1	0.0	0.0	314.15225	317.66775	322.66675	325.991	314.15225	318.65225	323.15225	317.66775	4.998999999999967
332.69578981399536	335.5968699455261	344.52248978614807	358.5054099559784	high_cue	low_stim	4.0		4.0		1	-1	1	0.0	0.0	344.55375	348.00875	353.00925	356.33225	344.55375	349.05375	353.55375	348.00875	5.000499999999988
365.29127979278564	367.1919798851013	378.8231499195099	394.5021698474884	low_cue	med_stim	4.0		4.0		-1	0	-2	0.0	0.0	378.85975	382.61925	387.6195	391.1575	378.85975	383.35975	387.85975	382.61925	5.000249999999994
