onset01_cue	onset02_ratingexpect	onset03_stim	onset04_ratingoutcome	pmod_cuetype	pmod_stimtype	pmod_expectRT	pmod_expectangle	pmod_outcomeRT	pmod_outcomeangle	cue_con	stim_lin	stim_quad	pmod_expectangle_demean	pmod_outcomeangle_demean	TTL1	TTL2	TTL3	TTL4	onset03_stim_earlyphase_0-4500ms	onset03_stim_latephase_4500-9000ms	onset03_stim_poststim_9000-135000ms	onset03_stim_ttlplateau	onset03_stim_ttlplateau_duration
4.692929983139038	7.110499858856201	15.74058985710144	27.101289987564087	high_cue	low_stim	1.25068688392639	70.5472129397813	2.15093350410461	70.2531633945739	1	-1	1	70.5472129397813	70.2531633945739	15.76925	19.6585	24.65875	28.07775	15.76925	20.26925	24.76925	19.6585	5.000250000000001
32.98681998252869	34.787489891052246	39.90606999397278	53.09431004524231	low_cue	low_stim	1.80090856552124	29.1441986773614	2.84045433998108	32.8597520397218	-1	-1	1	29.1441986773614	32.8597520397218	39.95025	43.706	48.70475	52.13925	39.95025	44.45025	48.95025	43.706	4.998749999999994
57.996140003204346	60.09693002700806	66.71631002426147	78.28703999519348	low_cue	med_stim	1.28777766227722	57.2091197584962	2.98475575447083	49.8713910315241	-1	0	-2	57.2091197584962	49.8713910315241	66.75175	70.79575	75.79625	79.51025	66.75175	71.25175	75.75175	70.79575	5.000500000000002
83.38894987106323	86.49009990692139	99.9214699268341	111.19931983947754	low_cue	high_stim	1.5673885345459	9.9546069435557	2.38555002212524	33.8182457898033	-1	1	1	9.9546069435557	33.8182457898033	99.94825	104.34725	109.34775	113.2155	99.94825	104.44825	108.94825	104.34725	5.000500000000002
115.7843599319458	118.20193004608154	123.61465001106262	134.90815997123718	high_cue	med_stim	1.76756310462952	65.8977654988389	2.63459229469299	54.4623222080256	1	0	-2	65.8977654988389	54.4623222080256	123.64925	127.64325	132.64375	136.38275	123.64925	128.14925	132.64925	127.64325	5.000500000000017
139.5932400226593	141.6940200328827	151.22055983543396	161.60144996643066	high_cue	high_stim	2.24068260192871	57.2647737278924	3.76835989952087	60.9677160320544	1	1	1	57.2647737278924	60.9677160320544	151.25025	155.525	160.52625	164.48425	151.25025	155.75025	160.25025	155.525	5.001249999999999
167.5870099067688	169.6877899169922	180.53356003761292	201.6997299194336	high_cue	low_stim	2.51771140098572	71.2001148413473	2.66850018501282	53.4089117326007	1	-1	1	71.2001148413473	53.4089117326007	180.56675	184.336	189.33625	192.83925	180.56675	185.06675	189.56675	184.336	5.000249999999994
213.38742995262146	215.48820996284485	224.631089925766	239.1970498561859	high_cue	high_stim	1.65081095695496	77.2466997454243	2.40432667732239	74.9059371749634	1	1	1	77.2466997454243	74.9059371749634	224.6635	229.0395	234.03825	237.94275	224.6635	229.1635	233.6635	229.0395	4.998750000000001
244.09888005256653	247.20003986358643	255.81396985054016	269.0915298461914	low_cue	low_stim	1.45139980316162	23.9386455387872	1.93421339988708	32.2245330172405	-1	-1	1	23.9386455387872	32.2245330172405	255.84525	259.6095	264.60975	268.12875	255.84525	260.34524999999996	264.84524999999996	259.6095	5.000249999999994
275.09377002716064	278.19492983818054	283.3142099380493	296.5017499923706	low_cue	med_stim	1.78982019424438	16.1677176546416	1.86757683753967	33.5627437810924	-1	0	-2	16.1677176546416	33.5627437810924	283.35175	287.39575	292.396	296.08525	283.35175	287.85175	292.35175	287.39575	5.000249999999994
317.59294986724854	319.9938499927521	329.6348099708557	341.3017899990082	low_cue	high_stim	2.80757665634155	18.434948822922	2.70113301277161	26.462186333354	-1	1	1	18.434948822922	26.462186333354	329.66375	334.068	339.06825	342.9665	329.66375	334.16375	338.66375	334.068	5.000249999999994
362.29294991493225	365.3941099643707	375.52672004699707	394.08815002441406	high_cue	med_stim	1.8073410987854	80.7644409068341	3.33473587036133	61.0576084082825	1	0	-2	80.7644409068341	61.0576084082825	375.56075	379.67	384.67175	388.3745	375.56075	380.06075	384.56075	379.67	5.001749999999959
