onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
10.59	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l009.png
35.7	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l046.png
61.29	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l033.png
91.29	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l027.png
120.0	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h051.png
153.9	0.98	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h045.png
194.2	0.98	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h041.png
219.19	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h014.png
251.39	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h043.png
285.8	0.98	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h013.png
326.18	1.0	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l040.png
366.4	0.98	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l051.png
12.31	1.48	expectrating	1	low_cue	n/a	16.9	Moderate	16.9	Moderate	0.73	0.75	l009.png
38.0	1.42	expectrating	2	low_cue	n/a	15.32	Moderate	15.32	Moderate	0.08	1.33	l046.png
64.2	1.78	expectrating	3	low_cue	n/a	3.69	Weak	3.69	Weak	0.05	1.73	l033.png
93.69	2.12	expectrating	4	low_cue	n/a	6.93	Weak	6.93	Weak	0.68	1.43	l027.png
122.9	1.34	expectrating	5	high_cue	n/a	72.95	Very Strong	72.95	Very Strong	0.05	1.29	h051.png
155.8	3.32	expectrating	6	high_cue	n/a	65.75	Very Strong	65.75	Very Strong	0.42	2.9	h045.png
197.0	2.27	expectrating	7	high_cue	n/a	40.28	Strong	40.28	Strong	0.48	1.78	h041.png
222.09	1.92	expectrating	8	high_cue	n/a	24.39	Moderate	24.39	Moderate	0.42	1.5	h014.png
253.81	3.8	expectrating	9	high_cue	n/a	48.25	Strong	48.25	Strong	0.57	3.24	h043.png
289.0	3.57	expectrating	10	high_cue	n/a	41.92	Strong	41.92	Strong	0.33	3.24	h013.png
328.1	2.38	expectrating	11	low_cue	n/a	3.92	Weak	3.92	Weak	0.67	1.72	l040.png
369.2	1.75	expectrating	12	low_cue	n/a	9.27	Weak	9.27	Weak	0.37	1.38	l051.png
23.09	7.01	stimulus	1	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aaunaff_L.mp4
45.78	7.01	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1aeaff_M.mp4
74.18	7.0	stimulus	3	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aaunaff_L.mp4
101.78	7.01	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t1aaaff_H.mp4
