4671.247847562	3691.66816793	-0.0211166	0.0474832	-0.105129	-0.00223542	-0.00147249	0.000545824	1
4555.766266445	3684.711450275	-0.0310445	0.0848387	-0.057283	-0.00187225	-0.00101934	0.000368906	1
4446.524594977	3676.311379122	-0.0120117	0.145731	-0.0996673	-0.00224625	-0.000830112	0.000670686	1
4396.466909437	3678.8570977	-0.015622	0.124175	-0.0831824	-0.00201503	-0.00114401	0.000512113	1
4364.383854576	3678.515186029	-0.0152743	0.0504149	-0.0740872	-0.00185208	-0.00105929	0.000609902	1
4332.14336022	3673.046138055	-0.0292255	0.0548906	-0.0788463	-0.00166285	-0.00140713	0.000684242	1
4315.399987129	3680.397700601	-0.0142637	0.0987311	-0.0564316	-0.00172389	-0.00102274	0.00103978	0
4308.028589242	3683.529377613	-0.0212469	0.129293	-0.0306353	-0.00229881	-0.00119584	0.00103978	0
4305.967458273	3679.77881278	-0.014666	0.179408	-0.0264782	-0.00208066	-0.00114379	0.00117548	0
4308.981876733	3677.866446334	-0.0259436	0.167771	-0.0668724	-0.00188861	-0.0013631	0.00103978	0
4282.904014032	3689.292020307	-0.00940486	0.164818	-0.0670083	-0.00156542	-0.00139833	0.00122629	0
4285.217740235	3682.109720965	-0.0265142	0.0777451	-0.128771	-0.00234166	-0.00172517	0.00103978	0
4271.842303591	3679.098990205	-0.0151305	0.0507674	-0.119801	-0.00161549	-0.00129765	0.00103978	0
4271.845763799	3676.281834999	-0.0153766	0.157334	-0.128298	-0.00307982	-0.00143054	0.00140055	0
4270.173329605	3681.813048732	-0.0107808	0.146568	-0.0666872	-0.00164128	-0.00120039	0.00128512	0
4256.190626338	3673.337886267	-0.0107621	0.252132	-0.110377	-0.00225685	-0.00100901	0.00142618	0
4281.177369902	3679.76927249	-0.0145191	0.170556	-0.116326	-0.00185759	-0.0010939	0.00112017	0
4274.807702427	3676.316303143	-0.0113569	0.166042	-0.201434	-0.00241984	-0.00132894	0.00103978	0
4270.72580959	3675.747271028	-0.0103657	0.124765	-0.144316	-0.00221758	-0.00125359	0.000844061	0
4265.602970643	3675.091145302	-0.00757991	0.109985	-0.15527	-0.00270276	-0.000926184	0.00103978	0
4280.850380182	3687.013122088	-0.014042	0.132335	-0.13433	-0.0024769	-0.00109394	0.000980037	0
4269.154298149	3679.479370785	-0.0145168	0.176536	-0.133126	-0.00241041	-0.0012633	0.00103978	0
4263.59604961	3675.873756804	-0.0325026	0.23077	-0.114014	-0.00206246	-0.00156139	0.00103978	0
4256.594894051	3670.429021181	-0.0313153	0.223047	-0.0944091	-0.00186383	-0.00144895	0.00103978	0
4266.083362948	3673.186164887	-0.0371289	0.164206	-0.171494	-0.00257431	-0.00141903	0.00103978	0
