rating,rt
14.304980039596558,1.93418622016907
45.299869775772095,1.90081238746643
53.70299983024597,1.98834705352783
75.19434976577759,2.05908799171448
85.79830980300903,1.81756830215454
100.40374994277954,2.03432106971741
119.29412984848022,1.92281198501587
145.60393977165222,2.8845534324646
152.70658993721008,2.91859006881714
179.59994983673096,2.4727234840393097
187.10274982452393,3.17668080329895
204.29248976707458,1.9675624370575
216.4970498085022,3.15331983566284
238.10509991645813,2.34221506118774
247.2918598651886,4.0
262.9977197647095,3.28481912612915
272.40122985839844,2.0699841976165803
298.59433007240295,2.49417328834534
306.2971999645233,2.6011292934417702
329.7892999649048,2.78894686698914
340.2932097911835,3.1423003673553502
363.9020199775696,2.95126223564148
378.890939950943,2.78472805023193
394.99694991111755,3.45636916160583
