3961.663018406	3075.55392188	0.0115127	0.235408	-0.0851619	-0.00334313	-0.000629481	0.00164575	1
3866.582739003	3066.383214959	0.00219247	0.196961	-0.0752709	-0.00297485	-0.000853596	0.00151273	1
3807.750806993	3063.945363022	0.0110181	0.174286	-0.043439	-0.0025653	-0.00076057	0.00134135	1
3742.079800923	3073.767284443	0.00856705	0.202886	-0.0635737	-0.00301813	-0.00104734	0.00127762	1
3733.045948784	3069.700195557	0.00673999	0.232475	-0.023642	-0.0023189	-0.000844179	0.00137312	1
3691.119287607	3069.193501338	0.0139781	0.255151	-0.0825874	-0.0036717	-0.000537727	0.00168175	1
3690.343355963	3065.23905968	0.0261329	0.319432	-0.0322466	-0.0031685	-0.000379044	0.00188927	0
3680.429417474	3068.866475082	0.0193146	0.317435	-0.0678316	-0.00362073	-0.000242374	0.00203897	0
3672.878410445	3069.602611621	0.018993	0.223886	-0.0574231	-0.00344188	-0.000590275	0.00181116	0
3658.970620022	3069.074086543	0.014422	0.14748	-0.0746055	-0.0028533	-0.000416343	0.00153876	0
3655.529331808	3069.326232956	0.0121545	0.159132	-0.0395195	-0.00257401	-0.000548327	0.00139318	0
3666.735792551	3066.257469216	0.0187623	0.165666	-0.0286644	-0.00219096	-0.000411009	0.00139972	0
3638.999687183	3069.191318252	0.00998668	0.210996	-0.0852602	-0.00358197	-0.000517056	0.00136498	0
3664.849713961	3064.75397801	0.0119687	0.298285	-0.0568135	-0.00306964	-0.000745701	0.00160778	0
3659.127479519	3065.050659373	0.021249	0.347727	-0.0553379	-0.00367519	-0.000167826	0.00191696	0
3645.361908373	3064.704858579	0.0249462	0.310166	-0.0754189	-0.0037124	-0.000248932	0.00188868	0
3651.610772433	3068.322013478	0.00802236	0.212178	-0.0827706	-0.00307761	-0.000248932	0.001526	0
3657.024725678	3070.616218368	0.00674184	0.198771	-0.031718	-0.00266218	-0.000612224	0.0012802	0
3652.106866735	3066.563319539	0.00980962	0.212771	-0.0207979	-0.00242457	-0.000368156	0.00132122	0
3643.111079167	3069.855631268	0.0101394	0.26077	-0.070051	-0.00392384	-0.000318017	0.00167449	0
3656.641570214	3068.373534303	0.00274387	0.288055	-0.0120857	-0.00308091	-0.000405178	0.0016495	0
3639.745083512	3067.077436251	0.006271	0.276633	-0.0732525	-0.00409259	-9.13169e-05	0.00157562	0
3636.984356369	3072.59300258	0.00714474	0.249963	-0.0582437	-0.00310569	-0.000306357	0.00149669	0
3650.152606551	3064.671893983	0.0129133	0.194895	-0.0493624	-0.00318867	-0.000225857	0.0012	0
3647.994638167	3070.977082454	0.014756	0.202417	-0.0214181	-0.00327473	-0.000626851	0.00111681	0
3662.728555273	3065.525917157	0.0048928	0.224698	-0.0133748	-0.00312102	-0.000603844	0.00124273	0
3638.421189359	3067.476067722	0.0196513	0.312451	-0.05805	-0.00479224	-0.000432714	0.00184209	0
3656.014550518	3066.236511592	0.0163815	0.331038	-0.0156114	-0.00389036	-0.000543744	0.002063	0
3637.445732435	3070.74829506	0.0252039	0.272553	-0.100665	-0.00456227	-0.000375177	0.00207858	0
3648.164046423	3073.674284987	0.0214884	0.207867	-0.0638819	-0.00323318	-0.000259511	0.00166597	0
3635.311188403	3066.78184643	0.0151122	0.198222	-0.073661	-0.00366876	-0.000308012	0.001283	0
3654.322977705	3077.175736337	0.00508266	0.208605	-0.0328969	-0.0027511	-0.000526611	0.00124889	0
3668.516461558	3065.485966686	0.014724	0.251163	-0.0521238	-0.00287125	-0.000397704	0.00128635	0
3647.603116863	3070.711182601	0.00228027	0.297026	-0.0523137	-0.00419225	-0.000619888	0.00158228	0
3658.107265352	3069.604358089	0.0044566	0.306184	-0.053377	-0.00345343	-0.000593207	0.00149331	0
3654.563913892	3069.880081829	0.0106895	0.231415	-0.126015	-0.00404881	-0.000326931	0.00139795	0
3662.413581403	3077.120722574	0.0102308	0.213881	-0.0655113	-0.00315736	-0.000670695	0.00108888	0
3669.208316512	3067.948705802	-0.00926114	0.216536	-0.0587272	-0.00294785	-0.000744838	0.000847561	0
3643.175496134	3078.490827236	-0.00994538	0.216371	-0.0705531	-0.00318448	-0.000691162	0.00084022	0
3660.330487286	3068.960566081	-0.0163043	0.282656	-0.0110666	-0.00340792	-0.000773808	0.00086069	0
3649.988217798	3069.957144758	-0.00493582	0.288764	-0.060513	-0.00423543	-0.000401555	0.000975544	0
3643.414759153	3063.584062318	-0.00471885	0.283203	-0.0550774	-0.0039306	-0.00043337	0.000982913	0
3634.606366397	3066.117751723	-0.000396914	0.218007	-0.0691532	-0.00369697	-0.000379924	0.00089225	0
3649.139921639	3065.803605673	0.000389976	0.222475	-0.045119	-0.00320091	-0.000537741	0.000862598	0
3653.728166493	3066.553277345	-0.0118787	0.184845	-0.0207845	-0.00298486	-0.000593222	0.000815048	0
3634.541112847	3065.425495209	-0.0147053	0.215166	-0.0861284	-0.00401292	-0.000788055	0.000765878	0
