onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
5.69	0.98	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png	n/a	n/a	n/a
34.99	0.99	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h034.png	n/a	n/a	n/a
62.68	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l050.png	n/a	n/a	n/a
96.09	0.98	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h003.png	n/a	n/a	n/a
131.59	0.98	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l055.png	n/a	n/a	n/a
163.39	0.99	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l013.png	n/a	n/a	n/a
193.38	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h022.png	n/a	n/a	n/a
234.38	1.0	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l030.png	n/a	n/a	n/a
259.09	0.99	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l046.png	n/a	n/a	n/a
307.79	0.98	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h040.png	n/a	n/a	n/a
340.69	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h046.png	n/a	n/a	n/a
371.48	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h008.png	n/a	n/a	n/a
8.99	2.53	expectrating	1	low_cue	n/a	28.72	Moderate	28.72	Moderate	0.07	2.47	l044.png	n/a	n/a	n/a
37.69	2.29	expectrating	2	high_cue	n/a	59.43	Strong	59.43	Strong	0.42	1.87	h034.png	n/a	n/a	n/a
65.88	2.88	expectrating	3	low_cue	n/a	6.86	Weak	6.86	Weak	0.4	2.48	l050.png	n/a	n/a	n/a
98.39	1.85	expectrating	4	high_cue	n/a	57.46	Strong	57.46	Strong	0.42	1.43	h003.png	n/a	n/a	n/a
134.29	2.42	expectrating	5	low_cue	n/a	7.42	Weak	7.42	Weak	0.05	2.37	l055.png	n/a	n/a	n/a
165.69	2.69	expectrating	6	low_cue	n/a	9.58	Weak	9.58	Weak	0.05	2.64	l013.png	n/a	n/a	n/a
195.0	1.78	expectrating	7	high_cue	n/a	53.92	Strong	53.92	Strong	0.53	1.25	h022.png	n/a	n/a	n/a
236.0	2.07	expectrating	8	low_cue	n/a	10.22	Moderate	10.22	Moderate	0.45	1.62	l030.png	n/a	n/a	n/a
260.99	1.71	expectrating	9	low_cue	n/a	15.82	Moderate	15.82	Moderate	0.45	1.26	l046.png	n/a	n/a	n/a
310.99	1.87	expectrating	10	high_cue	n/a	36.96	Strong	36.96	Strong	0.4	1.47	h040.png	n/a	n/a	n/a
342.59	1.82	expectrating	11	high_cue	n/a	43.86	Strong	43.86	Strong	0.15	1.67	h046.png	n/a	n/a	n/a
374.8	1.45	expectrating	12	high_cue	n/a	54.13	Strong	54.13	Strong	0.08	1.37	h008.png	n/a	n/a	n/a
19.4	6.99	stimulus	1	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	22_100.jpg	same	same	True
44.69	7.0	stimulus	2	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	24_50.jpg	same	diff	False
78.39	7.0	stimulus	3	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	24_150_R.jpg	diff	diff	True
106.6	6.99	stimulus	4	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	9_100_R.jpg	diff	same	False
142.99	7.0	stimulus	5	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	23_100_R.jpg	diff	diff	True
180.79	7.0	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	43_150_R.jpg	diff	diff	True
203.18	7.0	stimulus	7	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	10_150.jpg	same		False
243.88	7.0	stimulus	8	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	17_50.jpg	same	same	True
