onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
10.99	0.98	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l053.png	n/a	n/a	n/a
51.49	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l037.png	n/a	n/a	n/a
82.99	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h015.png	n/a	n/a	n/a
117.18	0.99	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h050.png	n/a	n/a	n/a
150.48	1.0	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h009.png	n/a	n/a	n/a
185.09	0.98	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l012.png	n/a	n/a	n/a
213.19	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l046.png	n/a	n/a	n/a
244.28	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h032.png	n/a	n/a	n/a
270.39	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h011.png	n/a	n/a	n/a
304.09	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l050.png	n/a	n/a	n/a
338.08	0.99	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l021.png	n/a	n/a	n/a
376.08	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h017.png	n/a	n/a	n/a
14.3	1.4	expectrating	1	low_cue	n/a	11.36	Moderate	11.36	Moderate	0.07	1.33	l053.png	n/a	n/a	n/a
53.69	1.74	expectrating	2	low_cue	n/a	31.29	Strong	31.29	Strong	0.43	1.3	l037.png	n/a	n/a	n/a
85.79	1.62	expectrating	3	high_cue	n/a	61.98	Strong	61.98	Strong	0.28	1.34	h015.png	n/a	n/a	n/a
119.28	1.68	expectrating	4	high_cue	n/a	43.67	Strong	43.67	Strong	0.18	1.5	h050.png	n/a	n/a	n/a
152.7	1.1	expectrating	5	high_cue	n/a	45.34	Strong	45.34	Strong	0.28	0.82	h009.png	n/a	n/a	n/a
187.09	1.65	expectrating	6	low_cue	n/a	13.62	Moderate	13.62	Moderate	0.05	1.6	l012.png	n/a	n/a	n/a
216.49	1.51	expectrating	7	low_cue	n/a	16.95	Moderate	16.95	Moderate	0.33	1.18	l046.png	n/a	n/a	n/a
247.3	1.88	expectrating	8	high_cue	n/a	54.87	Strong	54.87	Strong	0.35	1.53	h032.png	n/a	n/a	n/a
272.39	1.72	expectrating	9	high_cue	n/a	44.83	Strong	44.83	Strong	0.37	1.36	h011.png	n/a	n/a	n/a
306.29	1.98	expectrating	10	low_cue	n/a	6.24	Weak	6.24	Weak	0.4	1.58	l050.png	n/a	n/a	n/a
340.28	1.92	expectrating	11	low_cue	n/a	14.43	Moderate	14.43	Moderate	0.17	1.75	l021.png	n/a	n/a	n/a
378.9	2.17	expectrating	12	high_cue	n/a	56.63	Strong	56.63	Strong	0.05	2.12	h017.png	n/a	n/a	n/a
32.5	6.99	stimulus	1	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	43_100.jpg	same	diff	False
62.4	6.99	stimulus	2	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	18_150.jpg	same	same	True
92.49	7.0	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	35_50.jpg	same	same	True
132.79	7.0	stimulus	4	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	5_100.jpg	same	same	True
170.89	7.0	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	11_150_R.jpg	diff	diff	True
195.6	6.99	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	29_150_R.jpg	diff	diff	True
224.99	7.0	stimulus	7	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	44_50_R.jpg	diff	diff	True
253.98	7.0	stimulus	8	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	47_150_R.jpg	diff	diff	True
281.69	6.99	stimulus	9	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	44_50.jpg	same	same	True
313.59	7.0	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	44_100_R.jpg	diff	diff	True
352.19	7.0	stimulus	11	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	29_50_R.jpg	diff	diff	True
387.38	7.0	stimulus	12	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	42_100.jpg	same	same	True
45.29	2.52	outcomerating	1	low_cue	med_stim	43.54	Strong	43.54	Strong	0.6	1.92	task-cognitive_scale.png	n/a	n/a	n/a
75.18	2.52	outcomerating	2	low_cue	high_stim	16.97	Moderate	16.97	Moderate	0.48	2.03	task-cognitive_scale.png	n/a	n/a	n/a
100.39	2.7	outcomerating	3	high_cue	low_stim	7.43	Weak	7.43	Weak	0.62	2.09	task-cognitive_scale.png	n/a	n/a	n/a
145.59	1.97	outcomerating	4	high_cue	med_stim	28.32	Moderate	28.32	Moderate	0.63	1.34	task-cognitive_scale.png	n/a	n/a	n/a
179.59	1.16	outcomerating	5	high_cue	high_stim	46.3	Strong	46.3	Strong	0.37	0.79	task-cognitive_scale.png	n/a	n/a	n/a
204.28	3.1	outcomerating	6	low_cue	high_stim	37.57	Strong	37.57	Strong	0.33	2.77	task-cognitive_scale.png	n/a	n/a	n/a
238.1	2.32	outcomerating	7	low_cue	low_stim	25.13	Moderate	25.13	Moderate	0.78	1.53	task-cognitive_scale.png	n/a	n/a	n/a
262.99	3.24	outcomerating	8	high_cue	high_stim	15.28	Moderate	15.28	Moderate	1.12	2.13	task-cognitive_scale.png	n/a	n/a	n/a
298.58	1.95	outcomerating	9	high_cue	low_stim	18.28	Moderate	18.28	Moderate	0.35	1.6	task-cognitive_scale.png	n/a	n/a	n/a
329.8	2.67	outcomerating	10	low_cue	med_stim	10.47	Moderate	10.47	Moderate	0.5	2.17	task-cognitive_scale.png	n/a	n/a	n/a
363.89	1.54	outcomerating	11	low_cue	low_stim	33.88	Strong	33.88	Strong	0.2	1.34	task-cognitive_scale.png	n/a	n/a	n/a
394.99	2.33	outcomerating	12	high_cue	med_stim	51.34	Strong	51.34	Strong	0.37	1.96	task-cognitive_scale.png	n/a	n/a	n/a
