onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
10.08	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h049.png	n/a	n/a	n/a
36.29	0.98	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h007.png	n/a	n/a	n/a
68.38	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l037.png	n/a	n/a	n/a
103.08	0.99	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h030.png	n/a	n/a	n/a
139.59	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h044.png	n/a	n/a	n/a
175.69	0.98	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l036.png	n/a	n/a	n/a
203.08	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h027.png	n/a	n/a	n/a
235.78	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h047.png	n/a	n/a	n/a
262.79	0.98	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l018.png	n/a	n/a	n/a
294.58	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png	n/a	n/a	n/a
332.98	0.99	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l001.png	n/a	n/a	n/a
372.28	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l047.png	n/a	n/a	n/a
12.41		expectrating	1	high_cue	n/a			37.47	Strong	0.05	2.65	h049.png	n/a	n/a	n/a
39.19	2.67	expectrating	2	high_cue	n/a	37.15	Strong	37.15	Strong	0.3	2.37	h007.png	n/a	n/a	n/a
71.3	2.05	expectrating	3	low_cue	n/a	0.0		0.0		0.25	1.8	l037.png	n/a	n/a	n/a
105.98	3.54	expectrating	4	high_cue	n/a	41.25	Strong	41.25	Strong	0.37	3.18	h030.png	n/a	n/a	n/a
141.69	2.68	expectrating	5	high_cue	n/a	63.64	Strong	63.64	Strong	0.43	2.25	h044.png	n/a	n/a	n/a
178.49	1.9	expectrating	6	low_cue	n/a	0.92	No sensation	0.92	No sensation	0.07	1.83	l036.png	n/a	n/a	n/a
205.38	3.17	expectrating	7	high_cue	n/a	38.48	Strong	38.48	Strong	0.32	2.86	h027.png	n/a	n/a	n/a
237.78	2.85	expectrating	8	high_cue	n/a	62.0	Strong	62.0	Strong	1.33	1.52	h047.png	n/a	n/a	n/a
264.99	3.64	expectrating	9	low_cue	n/a	4.15	Weak	4.15	Weak	1.07	2.57	l018.png	n/a	n/a	n/a
297.49	2.59	expectrating	10	low_cue	n/a	4.13	Weak	4.13	Weak	0.27	2.32	l043.png	n/a	n/a	n/a
335.58	3.16	expectrating	11	low_cue	n/a	4.13	Weak	4.13	Weak	0.58	2.58	l001.png	n/a	n/a	n/a
374.28	1.85	expectrating	12	low_cue	n/a	32.03	Strong	32.03	Strong	0.65	1.2	l047.png	n/a	n/a	n/a
20.2	6.99	stimulus	1	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	29_100.jpg	same		False
47.48	7.0	stimulus	2	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	39_50_R.jpg	diff		False
80.49	7.0	stimulus	3	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	17_100_R.jpg	diff	diff	True
115.18	7.0	stimulus	4	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	27_150.jpg	same		False
159.78	7.0	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	8_150_R.jpg	diff	diff	True
187.68	7.0	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	12_150.jpg	same	diff	False
217.59	7.0	stimulus	7	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	6_100.jpg	same	diff	False
245.28	7.0	stimulus	8	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	29_50.jpg	same	same	True
272.79	6.99	stimulus	9	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	41_150.jpg	same		False
308.89	7.0	stimulus	10	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	6_50_R.jpg	diff	diff	True
353.69	7.0	stimulus	11	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	17_50_R.jpg	diff	same	False
381.38	7.0	stimulus	12	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	12_100.jpg	same	same	True
31.49	3.36	outcomerating	1	high_cue	med_stim	20.72	Moderate	20.72	Moderate	0.92	2.44	task-cognitive_scale.png	n/a	n/a	n/a
55.8	3.07	outcomerating	2	high_cue	low_stim	46.47	Strong	46.47	Strong	0.68	2.38	task-cognitive_scale.png	n/a	n/a	n/a
96.39	1.85	outcomerating	3	low_cue	med_stim	31.4	Strong	31.4	Strong	0.57	1.28	task-cognitive_scale.png	n/a	n/a	n/a
126.99		outcomerating	4	high_cue	high_stim			51.02	Strong	0.48	3.48	task-cognitive_scale.png	n/a	n/a	n/a
169.69		outcomerating	5	high_cue	high_stim			39.13	Strong	2.12	1.68	task-cognitive_scale.png	n/a	n/a	n/a
196.0	3.1	outcomerating	6	low_cue	high_stim	27.18	Moderate	27.18	Moderate	1.6	1.5	task-cognitive_scale.png	n/a	n/a	n/a
229.99	3.0	outcomerating	7	high_cue	med_stim	7.41	Weak	7.41	Weak	0.43	2.57	task-cognitive_scale.png	n/a	n/a	n/a
