"subj","rand_intercept","rand_cue","fix_intercept","fix_cue","task"
"56",-1.44373364015503,-0.0474114955670163,3.28736617637289,-0.022008099297006,"cognitive"
"69",-1.22979429928362,-0.0403858338873136,3.28736617637289,-0.022008099297006,"cognitive"
"90",-1.14856513555918,-0.0377183085012455,3.28736617637289,-0.022008099297006,"cognitive"
"43",-0.909033253042655,-0.0298522004670296,3.28736617637289,-0.022008099297006,"cognitive"
"47",-0.750970514478655,-0.0246614986503615,3.28736617637289,-0.022008099297006,"cognitive"
"46",-0.738712409516184,-0.024258948572616,3.28736617637289,-0.022008099297006,"cognitive"
"106",-0.714871156796065,-0.0234760136764459,3.28736617637289,-0.022008099297006,"cognitive"
"62",-0.674177860282123,-0.022139666033351,3.28736617637289,-0.022008099297006,"cognitive"
"17",-0.673200478541692,-0.0221075693025103,3.28736617637289,-0.022008099297006,"cognitive"
"39",-0.647574330542783,-0.0212660193320327,3.28736617637289,-0.022008099297006,"cognitive"
"55",-0.64511855710494,-0.0211853729522411,3.28736617637289,-0.022008099297006,"cognitive"
"83",-0.639220663309113,-0.0209916890497689,3.28736617637289,-0.022008099297006,"cognitive"
"18",-0.635892222025993,-0.0208823846914367,3.28736617637289,-0.022008099297006,"cognitive"
"79",-0.582559819034249,-0.0191309750700956,3.28736617637289,-0.022008099297006,"cognitive"
"11",-0.544040942366419,-0.0178660342946024,3.28736617637289,-0.022008099297006,"cognitive"
"53",-0.477944385897274,-0.0156954562136654,3.28736617637289,-0.022008099297006,"cognitive"
"19",-0.46495354593492,-0.0152688434825103,3.28736617637289,-0.022008099297006,"cognitive"
"58",-0.439053739293256,-0.0144183066981448,3.28736617637289,-0.022008099297006,"cognitive"
"65",-0.426258869615539,-0.0139981295337888,3.28736617637289,-0.022008099297006,"cognitive"
"51",-0.419710651302395,-0.0137830892972171,3.28736617637289,-0.022008099297006,"cognitive"
"16",-0.387218196837607,-0.0127160532332425,3.28736617637289,-0.022008099297006,"cognitive"
"29",-0.371222303702008,-0.0121907560486403,3.28736617637289,-0.022008099297006,"cognitive"
"30",-0.359892237488495,-0.0118186823024067,3.28736617637289,-0.022008099297006,"cognitive"
"37",-0.348770586978663,-0.0114534528243513,3.28736617637289,-0.022008099297006,"cognitive"
"20",-0.307733881694275,-0.0101058278078234,3.28736617637289,-0.022008099297006,"cognitive"
"70",-0.305337285757802,-0.0100271247877804,3.28736617637289,-0.022008099297006,"cognitive"
"36",-0.305304649515335,-0.0100260530297898,3.28736617637289,-0.022008099297006,"cognitive"
"33",-0.274070353307892,-0.00900033425799542,3.28736617637289,-0.022008099297006,"cognitive"
"84",-0.255420824994103,-0.00838789301233656,3.28736617637289,-0.022008099297006,"cognitive"
"14",-0.248313945811543,-0.00815450663032838,3.28736617637289,-0.022008099297006,"cognitive"
"40",-0.237618464745758,-0.00780327234511555,3.28736617637289,-0.022008099297006,"cognitive"
"76",-0.221948152736355,-0.00728866708296498,3.28736617637289,-0.022008099297006,"cognitive"
"57",-0.180324844660973,-0.00592177832217622,3.28736617637289,-0.022008099297006,"cognitive"
"89",-0.160377665705559,-0.00526672287405525,3.28736617637289,-0.022008099297006,"cognitive"
"21",-0.155923062943189,-0.005120435932166,3.28736617637289,-0.022008099297006,"cognitive"
"15",-0.142816858211657,-0.00469003467929866,3.28736617637289,-0.022008099297006,"cognitive"
"78",-0.128665395146452,-0.00422530766198631,3.28736617637289,-0.022008099297006,"cognitive"
"87",-0.116139519299038,-0.00381396412139465,3.28736617637289,-0.022008099297006,"cognitive"
"94",-0.11419444221033,-0.00375008875601985,3.28736617637289,-0.022008099297006,"cognitive"
"92",-0.100179720484887,-0.0032898522563789,3.28736617637289,-0.022008099297006,"cognitive"
"23",-0.0907378562391088,-0.00297978612480009,3.28736617637289,-0.022008099297006,"cognitive"
"88",-0.0414511012770786,-0.0013612335750763,3.28736617637289,-0.022008099297006,"cognitive"
"60",-0.041043051752019,-0.00134783343137223,3.28736617637289,-0.022008099297006,"cognitive"
"66",-0.0316577254884087,-0.00103962397904252,3.28736617637289,-0.022008099297006,"cognitive"
"52",-0.024284863298902,-0.000797502847213462,3.28736617637289,-0.022008099297006,"cognitive"
"64",0.0129956547574771,0.000426770846635143,3.28736617637289,-0.022008099297006,"cognitive"
"24",0.0244071349918785,0.000801518188872263,3.28736617637289,-0.022008099297006,"cognitive"
"95",0.0282829722372807,0.000928798758686465,3.28736617637289,-0.022008099297006,"cognitive"
"82",0.071593349135812,0.00235109002157484,3.28736617637289,-0.022008099297006,"cognitive"
"50",0.0831893068867407,0.00273189551381538,3.28736617637289,-0.022008099297006,"cognitive"
"77",0.0948986470386747,0.00311642442778215,3.28736617637289,-0.022008099297006,"cognitive"
"35",0.112047293684918,0.00367957746504282,3.28736617637289,-0.022008099297006,"cognitive"
"101",0.114722072461671,0.00376741587137318,3.28736617637289,-0.022008099297006,"cognitive"
"59",0.121032485648551,0.00397464670572825,3.28736617637289,-0.022008099297006,"cognitive"
"44",0.131078987933029,0.00430456885014362,3.28736617637289,-0.022008099297006,"cognitive"
"102",0.131320854162132,0.00431251161696014,3.28736617637289,-0.022008099297006,"cognitive"
"104",0.140665681471406,0.00461939110374734,3.28736617637289,-0.022008099297006,"cognitive"
"31",0.144446359604972,0.00474354669559921,3.28736617637289,-0.022008099297006,"cognitive"
"100",0.155611315063451,0.00511019828665637,3.28736617637289,-0.022008099297006,"cognitive"
"73",0.168212595765721,0.0055240180852241,3.28736617637289,-0.022008099297006,"cognitive"
"81",0.210546648405901,0.00691424734445795,3.28736617637289,-0.022008099297006,"cognitive"
"86",0.213714632955778,0.00701828238337742,3.28736617637289,-0.022008099297006,"cognitive"
"41",0.217408629621905,0.00713959139889765,3.28736617637289,-0.022008099297006,"cognitive"
"74",0.231898182346349,0.00761542111267314,3.28736617637289,-0.022008099297006,"cognitive"
"103",0.234560673001809,0.00770285598320441,3.28736617637289,-0.022008099297006,"cognitive"
"85",0.253621326723781,0.00832879838304119,3.28736617637289,-0.022008099297006,"cognitive"
"68",0.277135542480882,0.00910099354780158,3.28736617637289,-0.022008099297006,"cognitive"
"13",0.281162864304653,0.00923324879591936,3.28736617637289,-0.022008099297006,"cognitive"
"93",0.282032491328437,0.00926180691539261,3.28736617637289,-0.022008099297006,"cognitive"
"32",0.284554247753097,0.00934462014369421,3.28736617637289,-0.022008099297006,"cognitive"
"34",0.298218916097625,0.00979336106419514,3.28736617637289,-0.022008099297006,"cognitive"
"97",0.310515722127298,0.0101971820657628,3.28736617637289,-0.022008099297006,"cognitive"
"91",0.351253675567545,0.0115349962201342,3.28736617637289,-0.022008099297006,"cognitive"
"61",0.352959246270901,0.011591006314789,3.28736617637289,-0.022008099297006,"cognitive"
"26",0.365034463590822,0.0119875504532027,3.28736617637289,-0.022008099297006,"cognitive"
"80",0.36505662849209,0.01198827833755,3.28736617637289,-0.022008099297006,"cognitive"
"75",0.405849405645865,0.0133278928754399,3.28736617637289,-0.022008099297006,"cognitive"
"28",0.418019422081389,0.0137275501697185,3.28736617637289,-0.022008099297006,"cognitive"
"98",0.426903126737964,0.0140192866176541,3.28736617637289,-0.022008099297006,"cognitive"
"105",0.430723857043448,0.0141447575029358,3.28736617637289,-0.022008099297006,"cognitive"
"71",0.486912470325896,0.0159899636513992,3.28736617637289,-0.022008099297006,"cognitive"
"99",0.486927107424654,0.0159904443264514,3.28736617637289,-0.022008099297006,"cognitive"
"38",0.509965927963887,0.01674702774841,3.28736617637289,-0.022008099297006,"cognitive"
"10",1.64840269712947,0.0541327257285629,3.28736617637289,-0.022008099297006,"cognitive"
"8",1.65271333321268,0.0542742848762241,3.28736617637289,-0.022008099297006,"cognitive"
"6",1.65282401449031,0.0542779195944002,3.28736617637289,-0.022008099297006,"cognitive"
"7",1.65291506139833,0.054280909529632,3.28736617637289,-0.022008099297006,"cognitive"
"9",1.65911802034851,0.0544846116202319,3.28736617637289,-0.022008099297006,"cognitive"
"2",1.66058041866775,0.0545326360545884,3.28736617637289,-0.022008099297006,"cognitive"
