src_subject_id,session_id,param_task_name,param_run_num,param_counterbalance_ver,param_counterbalance_block_num,param_cue_type,param_stimulus_type,param_cond_type,param_trigger_onset,param_start_biopac,ITI_onset,ITI_biopac,ITI_duration,event01_cue_onset,event01_cue_biopac,event01_cue_type,event01_cue_filename,ISI01_onset,ISI01_biopac,ISI01_duration,event02_expect_displayonset,event02_expect_biopac,event02_expect_responseonset,event02_expect_RT,event02_expect_angle,event02_expect_angle_label,ISI02_onset,ISI02_biopac,ISI02_duration,event03_stimulus_type,event03_stimulus_displayonset,event03_stimulus_biopac,event03_stimulus_C_stim_match,event03_stimulusC_response,event03_stimulusC_responsekeyname,event03_stimulusC_reseponseonset,event03_stimulusC_RT,ISI03_onset,ISI03_biopac,ISI03_duration,event04_actual_displayonset,event04_actual_biopac,event04_actual_responseonset,event04_actual_RT,event04_actual_angle,event04_actual_angle_label,param_end_instruct_onset,param_end_biopac,param_experiment_duration,event03_stimulus_P_trigger,event03_stimulus_P_delay_between_medoc,event03_stimulus_V_patientid,event03_stimulus_V_filename,event03_stimulus_C_stim_num,event03_stimulus_C_stim_filename
100,3,vicarious,1,2,1,high_cue,low_stim,4,1642601001.52505,1642601001.53297,1642601004.32561,1642601004.33169,1.88182783126831,1642601006.22632,1642601006.23071,high_cue,h026.png,1642601007.20875,1642601007.21023,1.39869403839111,1642601008.66056,1642601008.66184,1642601011.49533,2.83476662635803,23.5899901707433,FIX,1642601012.67873,1642601012.67975,8.72871232032776,low_stim,1642601023.4121,1642601023.40917,,0,,0,0,1642601030.41867,1642601030.42876,2.38876342773438,1642601032.83624,1642601032.83733,1642601035.12735,2.29110741615295,11.0848912922423,FIX,1642601399.65637,1642601399.65804,398.131317138672,,0,042-ll042,ll042t1aaunaff_L.mp4,0,
100,3,vicarious,1,2,1,low_cue,low_stim,1,1642601001.52505,1642601001.53297,1642601036.95444,1642601036.96251,1.75299429893494,1642601038.72177,1642601038.72878,low_cue,l036.png,1642601039.70857,1642601039.70986,0.798866987228394,1642601040.52244,1642601040.52769,1642601042.62721,2.10476541519165,29.9816393688493,FIX,1642601044.54061,1642601044.54528,1.06683087348938,low_stim,1642601047.61244,1642601047.60953,,0,,0,0,1642601054.6277,1642601054.62958,4.17986869812012,1642601058.82927,1642601058.83003,1642601061.61382,2.78455495834351,11.3560272183098,FIX,1642601399.65637,1642601399.65804,398.131317138672,,0,121-vw121,vw121t1aeaff_L.mp4,0,
100,3,vicarious,1,2,1,low_cue,med_stim,2,1642601001.52505,1642601001.53297,1642601062.88078,1642601062.88257,0.82665753364563,1642601063.71442,1642601063.72858,low_cue,l024.png,1642601064.70864,1642601064.71008,1.09879779815674,1642601065.83188,1642601065.84526,1642601068.58329,2.75141096115112,22.7441121066263,FIX,1642601069.85005,1642601069.85205,6.75739288330078,med_stim,1642601078.61113,1642601078.60897,,0,,0,0,1642601085.62259,1642601085.62885,2.58484411239624,1642601088.22356,1642601088.22787,1642601090.96123,2.73766207695007,0.462052721430765,FIX,1642601399.65637,1642601399.65804,398.131317138672,,0,121-vw121,vw121t1aiaff_M.mp4,0,
100,3,vicarious,1,2,1,low_cue,high_stim,3,1642601001.52505,1642601001.53297,1642601092.27508,1642601092.27691,1.03236365318298,1642601093.32547,1642601093.32856,low_cue,l023.png,1642601094.30878,1642601094.31039,2.09865808486938,1642601096.42662,1642601096.42764,1642601098.46091,2.03428721427917,8.65755147716588,FIX,1642601100.44479,1642601100.44669,5.16268348693848,high_stim,1642601107.61126,1642601107.60897,,0,,0,0,1642601114.61674,1642601114.63125,2.29069900512695,1642601116.93427,1642601116.93508,1642601119.59385,2.65957498550415,55.9854977789675,FIX,1642601399.65637,1642601399.65804,398.131317138672,,0,108-th108,th108t1aeaff_H.mp4,0,
100,3,vicarious,1,2,1,high_cue,med_stim,5,1642601001.52505,1642601001.53297,1642601120.96911,1642601120.97158,0.63832950592041,1642601121.61935,1642601121.62991,high_cue,h041.png,1642601122.60948,1642601122.61241,1.3979549407959,1642601124.02025,1642601124.02779,1642601125.43765,1.41740584373474,8.16297428371801,FIX,1642601128.03841,1642601128.04664,5.56902813911438,med_stim,1642601135.61444,1642601135.60974,,0,,0,0,1642601142.62719,1642601142.63017,3.58025169372559,1642601146.22853,1642601146.22932,1642601148.47957,2.25104475021362,18.0700124871914,FIX,1642601399.65637,1642601399.65804,398.131317138672,,0,042-ll042,ll042t1afunaff_M.mp4,0,
100,3,vicarious,1,2,1,high_cue,high_stim,6,1642601001.52505,1642601001.53297,1642601150.28004,1642601150.28158,0.527398347854614,1642601150.81357,1642601150.82851,high_cue,h022.png,1642601151.80837,1642601151.80971,1.09907197952271,1642601152.93103,1642601152.93192,1642601154.39844,1.46740961074829,18.5811112087015,FIX,1642601156.94919,1642601156.9506,5.45824432373047,high_stim,1642601164.41013,1642601164.40865,,0,,0,0,1642601171.42126,1642601171.42866,2.68618035316467,1642601174.12226,1642601174.12753,1642601176.2438,2.12153768539429,61.260204708312,FIX,1642601399.65637,1642601399.65804,398.131317138672,,0,121-vw121,vw121t1aaaff_H.mp4,0,
100,3,vicarious,1,2,1,high_cue,low_stim,4,1642601001.52505,1642601001.53297,1642601178.14043,1642601178.14497,1.96700859069824,1642601180.1245,1642601180.12824,high_cue,h005.png,1642601181.10833,1642601181.10959,1.09910988807678,1642601182.22529,1642601182.22775,1642601184.51046,2.2851734161377,22.4054088833653,FIX,1642601186.24345,1642601186.24509,2.56398725509644,low_stim,1642601190.8106,1642601190.80867,,0,,0,0,1642601197.81443,1642601197.82874,10.8930048942566,1642601208.73517,1642601208.73605,1642601210.77719,2.04201889038086,4.15128526642169,FIX,1642601399.65637,1642601399.65804,398.131317138672,,0,124-dn124,dn124t1aaunaff_L.mp4,0,
100,3,vicarious,1,2,1,high_cue,high_stim,6,1642601001.52505,1642601001.53297,1642601212.77001,1642601212.77181,7.73742747306824,1642601220.5229,1642601220.52864,high_cue,h037.png,1642601221.50835,1642601221.50969,1.09908413887024,1642601222.62368,1642601222.62772,1642601224.37714,1.75345063209534,3.46125387795416,FIX,1642601226.64185,1642601226.64528,0.865589141845703,high_stim,1642601229.51087,1642601229.50876,,0,,0,0,1642601236.5122,1642601236.52834,5.59524202346802,1642601242.13096,1642601242.13169,1642601244.23261,2.10164666175842,3.2180612837942,FIX,1642601399.65637,1642601399.65804,398.131317138672,,0,124-dn124,dn124t1aiaff_H.mp4,0,
100,3,vicarious,1,2,1,low_cue,low_stim,1,1642601001.52505,1642601001.53297,1642601246.14912,1642601246.16195,0.85831356048584,1642601247.01611,1642601247.02891,low_cue,l031.png,1642601248.00841,1642601248.00998,2.0990309715271,1642601250.11727,1642601250.13189,1642601252.18504,2.06777334213257,16.4549613829199,FIX,1642601254.13544,1642601254.13689,4.57200169563293,low_stim,1642601260.71038,1642601260.70863,,0,,0,0,1642601267.72384,1642601267.72896,4.28360223770142,1642601272.02544,1642601272.02916,1642601274.41063,2.38518452644348,1.15036306132966,FIX,1642601399.65637,1642601399.65804,398.131317138672,,0,052-dr052,dr052t1aeunaff_L.mp4,0,
100,3,vicarious,1,2,1,low_cue,med_stim,2,1642601001.52505,1642601001.53297,1642601276.04361,1642601276.06181,1.86383247375488,1642601277.92764,1642601277.92899,low_cue,l027.png,1642601278.9082,1642601278.90925,2.09923505783081,1642601281.0288,1642601281.03506,1642601282.64618,1.61737871170044,8.51942215741111,FIX,1642601285.04696,1642601285.04853,5.26047515869141,med_stim,1642601292.31082,1642601292.30885,,0,,0,0,1642601299.31895,1642601299.32862,4.18848490715027,1642601303.52052,1642601303.52769,1642601305.5439,2.02337956428528,21.8439769224375,FIX,1642601399.65637,1642601399.65804,398.131317138672,,0,097-gf097,gf097t1aiaff_M.mp4,0,
