onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
14.19	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l047.png	n/a	n/a	n/a
40.6	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l031.png	n/a	n/a	n/a
72.19	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h026.png	n/a	n/a	n/a
108.99	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l040.png	n/a	n/a	n/a
145.09	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h004.png	n/a	n/a	n/a
171.4	0.98	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l055.png	n/a	n/a	n/a
199.79	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l054.png	n/a	n/a	n/a
236.79	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h044.png	n/a	n/a	n/a
264.18	1.0	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h022.png	n/a	n/a	n/a
298.4	0.98	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h012.png	n/a	n/a	n/a
335.99	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h048.png	n/a	n/a	n/a
366.99	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l033.png	n/a	n/a	n/a
16.01		expectrating	1	low_cue	n/a							l047.png	n/a	n/a	n/a
43.6		expectrating	2	low_cue	n/a							l031.png	n/a	n/a	n/a
75.2		expectrating	3	high_cue	n/a							h026.png	n/a	n/a	n/a
110.89		expectrating	4	low_cue	n/a							l040.png	n/a	n/a	n/a
146.79		expectrating	5	high_cue	n/a							h004.png	n/a	n/a	n/a
174.5		expectrating	6	low_cue	n/a					3.57	3.98	l055.png	n/a	n/a	n/a
202.79		expectrating	7	low_cue	n/a							l054.png	n/a	n/a	n/a
238.49		expectrating	8	high_cue	n/a							h044.png	n/a	n/a	n/a
267.2		expectrating	9	high_cue	n/a							h022.png	n/a	n/a	n/a
301.2		expectrating	10	high_cue	n/a							h012.png	n/a	n/a	n/a
338.89		expectrating	11	high_cue	n/a							h048.png	n/a	n/a	n/a
368.89		expectrating	12	low_cue	n/a							l033.png	n/a	n/a	n/a
22.61	6.99	stimulus	1	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	47_50.jpg	same		False
50.19	7.0	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	27_100.jpg	same	same	True
86.1	6.99	stimulus	3	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	47_100_R.jpg	diff	diff	True
120.3	7.0	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	10_150.jpg	same	same	True
155.29	7.0	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	38_100.jpg	same	same	True
182.69	7.0	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	11_150.jpg	same	same	True
218.2	6.99	stimulus	7	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	11_50.jpg	same	same	True
245.29	7.0	stimulus	8	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	5_150.jpg	same	same	True
279.49	7.0	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	38_150.jpg	same	same	True
321.89	7.0	stimulus	10	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	47_50_R.jpg	diff	diff	True
345.7	7.0	stimulus	11	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	38_50.jpg	same	same	True
382.49	7.0	stimulus	12	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	10_100.jpg	same	same	True
35.3		outcomerating	1	low_cue	low_stim							task-cognitive_scale.png	n/a	n/a	n/a
63.69		outcomerating	2	low_cue	med_stim							task-cognitive_scale.png	n/a	n/a	n/a
95.9		outcomerating	3	high_cue	med_stim			4.36	Weak	0.53	1.27	task-cognitive_scale.png	n/a	n/a	n/a
130.5		outcomerating	4	low_cue	high_stim			1.16	Barely detectable	0.8	0.77	task-cognitive_scale.png	n/a	n/a	n/a
166.5		outcomerating	5	high_cue	med_stim			0.0		0.55	1.23	task-cognitive_scale.png	n/a	n/a	n/a
194.49		outcomerating	6	low_cue	high_stim			0.46	No sensation	0.98	1.65	task-cognitive_scale.png	n/a	n/a	n/a
231.1		outcomerating	7	low_cue	low_stim			0.0		2.68	0.72	task-cognitive_scale.png	n/a	n/a	n/a
255.5		outcomerating	8	high_cue	high_stim			0.0		0.68	1.3	task-cognitive_scale.png	n/a	n/a	n/a
290.49		outcomerating	9	high_cue	high_stim			0.0		0.67	1.27	task-cognitive_scale.png	n/a	n/a	n/a
331.09		outcomerating	10	high_cue	low_stim			1.38	Barely detectable	0.83	1.32	task-cognitive_scale.png	n/a	n/a	n/a
359.4		outcomerating	11	high_cue	low_stim			0.92	No sensation	0.72	1.27	task-cognitive_scale.png	n/a	n/a	n/a
394.5		outcomerating	12	low_cue	med_stim			1.85	Barely detectable	0.47	0.87	task-cognitive_scale.png	n/a	n/a	n/a
