onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
9.79	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h031.png
34.8	0.98	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h021.png
60.7	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l048.png
90.09	0.99	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h008.png
118.6	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h047.png
157.6	0.98	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l012.png
184.89	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l018.png
225.09	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l015.png
256.0	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h028.png
291.6	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l019.png
336.6	0.98	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h026.png
367.99	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l026.png
12.55	2.59	expectrating	1	high_cue	n/a	59.61	Strong	59.61	Strong	0.62	1.98	h031.png
36.3	2.0	expectrating	2	high_cue	n/a	37.06	Strong	37.06	Strong	0.62	1.38	h021.png
62.81	1.39	expectrating	3	low_cue	n/a	1.16	Barely detectable	1.16	Barely detectable	0.43	0.96	l048.png
93.99	1.95	expectrating	4	high_cue	n/a	48.25	Strong	48.25	Strong	0.48	1.47	h008.png
122.52	1.2	expectrating	5	high_cue	n/a	45.98	Strong	45.98	Strong	0.12	1.08	h047.png
161.5	1.85	expectrating	6	low_cue	n/a	8.44	Weak	8.44	Weak	0.53	1.32	l012.png
186.39	2.35	expectrating	7	low_cue	n/a	2.86	Barely detectable	2.86	Barely detectable	0.38	1.97	l018.png
227.19	3.37	expectrating	8	low_cue	n/a	4.82	Weak	4.82	Weak	1.12	2.25	l015.png
258.7	3.13	expectrating	9	high_cue	n/a	37.94	Strong	37.94	Strong	2.02	1.12	h028.png
293.8	2.29	expectrating	10	low_cue	n/a	6.52	Weak	6.52	Weak	0.57	1.72	l019.png
338.3	2.45	expectrating	11	high_cue	n/a	45.33	Strong	45.33	Strong	1.7	0.75	h026.png
369.8	3.46	expectrating	12	low_cue	n/a	7.41	Weak	7.41	Weak	1.3	2.16	l026.png
20.59	7.01	stimulus	1	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ll042t1afunaff_M.mp4
44.39	7.01	stimulus	2	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ak064t1aaaff_H.mp4
70.99	7.01	stimulus	3	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jy115t2aaaff_H.mp4
104.19	7.01	stimulus	4	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jy115t1aaunaff_L.mp4
133.59	7.0	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	dn124t1aeunaff_M.mp4
168.39	7.0	stimulus	6	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	kz120t2aaunaff_L.mp4
200.29	7.01	stimulus	7	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	aa048t2afunaff_M.mp4
240.09	7.01	stimulus	8	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jy115t1aeaff_M.mp4
271.59	7.01	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	kz120t2aaaff_H.mp4
304.89	7.0	stimulus	10	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ll042t1aaunaff_L.mp4
350.39	7.0	stimulus	11	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ak064t1afunaff_L.mp4
380.29	7.01	stimulus	12	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	aa048t2aeaff_H.mp4
29.42	1.37	outcomerating	1	high_cue	med_stim	16.58	Moderate	16.58	Moderate	0.4	0.97	task-vicarious_scale.png
52.83	1.88	outcomerating	2	high_cue	high_stim	69.47	Very Strong	69.47	Very Strong	0.42	1.47	task-vicarious_scale.png
80.82	2.49	outcomerating	3	low_cue	high_stim	24.1	Moderate	24.1	Moderate	0.37	2.12	task-vicarious_scale.png
112.62	2.69	outcomerating	4	high_cue	low_stim	5.8	Weak	5.8	Weak	0.07	2.62	task-vicarious_scale.png
143.43	1.98	outcomerating	5	high_cue	med_stim	44.02	Strong	44.02	Strong	0.07	1.92	task-vicarious_scale.png
178.32	2.08	outcomerating	6	low_cue	low_stim	40.2	Strong	40.2	Strong	0.58	1.5	task-vicarious_scale.png
219.12	2.58	outcomerating	7	low_cue	med_stim	24.71	Moderate	24.71	Moderate	0.55	2.03	task-vicarious_scale.png
250.0	3.17	outcomerating	8	low_cue	med_stim	73.83	Very Strong	73.83	Very Strong	0.68	2.49	task-vicarious_scale.png
283.21	2.19	outcomerating	9	high_cue	high_stim	5.3	Weak	5.3	Weak	0.38	1.81	task-vicarious_scale.png
319.91	1.58	outcomerating	10	low_cue	low_stim	6.49	Weak	6.49	Weak	0.58	1.0	task-vicarious_scale.png
363.51	2.7	outcomerating	11	high_cue	low_stim	14.99	Moderate	14.99	Moderate	1.8	0.9	task-vicarious_scale.png
394.8	1.42	outcomerating	12	low_cue	high_stim	12.5	Moderate	12.5	Moderate	0.82	0.6	task-vicarious_scale.png
