onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
4.7	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h003.png
32.99	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l016.png
57.99	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l053.png
83.4	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l009.png
115.79	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h050.png
139.6	0.98	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h010.png
167.59	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h042.png
213.4	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h046.png
244.09	0.99	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l046.png
275.1	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l026.png
317.6	0.98	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l005.png
362.3	0.98	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h029.png
7.1	3.37	expectrating	1	high_cue	n/a	39.0	Strong	39.0	Strong	0.05	3.32	h003.png
34.8	1.79	expectrating	2	low_cue	n/a	12.11	Moderate	12.11	Moderate	0.08	1.71	l016.png
60.1	2.53	expectrating	3	low_cue	n/a	0.0		0.0		1.78	0.75	l053.png
86.5	3.01	expectrating	4	low_cue	n/a	26.57	Moderate	26.57	Moderate	1.07	1.94	l009.png
118.19		expectrating	5	high_cue	n/a			24.42	Moderate	1.08	3.67	h050.png
141.7		expectrating	6	high_cue	n/a			56.31	Strong	0.75	2.6	h010.png
169.7	2.69	expectrating	7	high_cue	n/a	32.54	Strong	32.54	Strong	0.77	1.92	h042.png
215.5	2.57	expectrating	8	high_cue	n/a	54.26	Strong	54.26	Strong	0.43	2.14	h046.png
247.19	2.4	expectrating	9	low_cue	n/a	18.91	Moderate	18.91	Moderate	0.53	1.87	l046.png
278.2	2.38	expectrating	10	low_cue	n/a	5.73	Weak	5.73	Weak	1.15	1.23	l026.png
320.0	2.57	expectrating	11	low_cue	n/a	25.2	Moderate	25.2	Moderate	0.45	2.12	l005.png
365.4	1.99	expectrating	12	high_cue	n/a	32.6	Strong	32.6	Strong	0.07	1.92	h029.png
17.68	7.01	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t1afaff_L.mp4
41.89	7.01	stimulus	2	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1afunaff_L.mp4
68.68	7.01	stimulus	3	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t2aeaff_M.mp4
101.88	7.0	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t2aeunaff_H.mp4
125.59	7.01	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	dn124t1aeunaff_M.mp4
153.18	7.01	stimulus	6	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1afaff_H.mp4
182.48	7.0	stimulus	7	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	gf097t2aiunaff_L.mp4
226.58	7.0	stimulus	8	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ll042t1aiaff_H.mp4
257.78	7.01	stimulus	9	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	th108t1aaunaff_L.mp4
285.28	7.01	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	th108t2aaunaff_M.mp4
331.58	7.01	stimulus	11	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	dr052t1aiaff_H.mp4
377.48	7.01	stimulus	12	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	dr052t2aaaff_M.mp4
27.11	3.73	outcomerating	1	high_cue	low_stim	6.85	Weak	6.85	Weak	0.87	2.87	task-vicarious_scale.png
53.1	3.62	outcomerating	2	low_cue	low_stim	7.7	Weak	7.7	Weak	0.9	2.72	task-vicarious_scale.png
78.31	3.5	outcomerating	3	low_cue	med_stim	8.62	Weak	8.62	Weak	0.87	2.63	task-vicarious_scale.png
111.21		outcomerating	4	low_cue	high_stim			36.21	Strong	1.85	1.7	task-vicarious_scale.png
134.9	2.97	outcomerating	5	high_cue	med_stim	33.53	Strong	33.53	Strong	0.33	2.64	task-vicarious_scale.png
161.61	3.42	outcomerating	6	high_cue	high_stim	34.9	Strong	34.9	Strong	0.78	2.63	task-vicarious_scale.png
201.71		outcomerating	7	high_cue	low_stim			82.5	Very Strong	0.68	2.73	task-vicarious_scale.png
239.2	2.98	outcomerating	8	high_cue	high_stim	86.28	Very Strong	86.28	Very Strong	0.58	2.4	task-vicarious_scale.png
269.1	3.25	outcomerating	9	low_cue	low_stim	16.52	Moderate	16.52	Moderate	0.85	2.4	task-vicarious_scale.png
296.51	2.82	outcomerating	10	low_cue	med_stim	13.2	Moderate	13.2	Moderate	1.12	1.7	task-vicarious_scale.png
341.31	3.25	outcomerating	11	low_cue	high_stim	34.26	Strong	34.26	Strong	1.88	1.37	task-vicarious_scale.png
