onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
10.6	0.98	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l009.png
35.7	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l046.png
61.29	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l033.png
91.3	0.98	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l027.png
119.99	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h051.png
153.89	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h045.png
194.19	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h041.png
219.2	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h014.png
251.39	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h043.png
285.79	0.99	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h013.png
326.19	1.0	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l040.png
366.4	0.98	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l051.png
12.3	1.7	expectrating	1	low_cue	n/a	25.53	Moderate	25.53	Moderate	0.28	1.42	l009.png
38.0	1.76	expectrating	2	low_cue	n/a	29.74	Strong	29.74	Strong	0.33	1.43	l046.png
64.21	2.1	expectrating	3	low_cue	n/a	9.95	Weak	9.95	Weak	0.47	1.63	l033.png
93.7	2.25	expectrating	4	low_cue	n/a	12.8	Moderate	12.8	Moderate	0.72	1.54	l027.png
122.9	2.46	expectrating	5	high_cue	n/a	89.27	Very Strong	89.27	Very Strong	0.18	2.28	h051.png
155.79	1.72	expectrating	6	high_cue	n/a	101.58	Strongest sensation of any kind	101.58	Strongest sensation of any kind	0.37	1.35	h045.png
197.01	1.7	expectrating	7	high_cue	n/a	38.48	Strong	38.48	Strong	0.18	1.52	h041.png
222.1	1.54	expectrating	8	high_cue	n/a	101.81	Strongest sensation of any kind	101.81	Strongest sensation of any kind	0.43	1.11	h014.png
253.79	1.1	expectrating	9	high_cue	n/a	51.7	Strong	51.7	Strong	0.05	1.05	h043.png
289.01	1.55	expectrating	10	high_cue	n/a	66.11	Very Strong	66.11	Very Strong	0.43	1.12	h013.png
328.11		expectrating	11	low_cue	n/a							l040.png
369.2	1.53	expectrating	12	low_cue	n/a	12.98	Moderate	12.98	Moderate	0.05	1.48	l051.png
23.09	7.01	stimulus	1	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aaunaff_L.mp4
45.79	7.02	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1aeaff_M.mp4
74.19	7.01	stimulus	3	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aaunaff_L.mp4
101.79	7.0	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t1aaaff_H.mp4
133.79	7.01	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1afaff_M.mp4
169.79	7.01	stimulus	6	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aeaff_H.mp4
206.19	7.01	stimulus	7	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aiaff_M.mp4
234.49	7.0	stimulus	8	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t2afunaff_L.mp4
266.69	7.02	stimulus	9	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1afunaff_L.mp4
297.99	7.01	stimulus	10	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1afaff_H.mp4
342.39	7.01	stimulus	11	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t2aaunaff_M.mp4
375.79	7.01	stimulus	12	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1aiaff_H.mp4
31.11	2.93	outcomerating	1	low_cue	low_stim	26.35	Moderate	26.35	Moderate	0.05	2.88	task-vicarious_scale.png
56.3	2.62	outcomerating	2	low_cue	med_stim	29.57	Strong	29.57	Strong	0.05	2.57	task-vicarious_scale.png
86.3	2.92	outcomerating	3	low_cue	low_stim	8.3	Weak	8.3	Weak	0.1	2.82	task-vicarious_scale.png
112.31	3.05	outcomerating	4	low_cue	high_stim	17.96	Moderate	17.96	Moderate	0.68	2.37	task-vicarious_scale.png
142.8	3.32	outcomerating	5	high_cue	med_stim	21.97	Moderate	21.97	Moderate	1.32	2.0	task-vicarious_scale.png
184.2	2.77	outcomerating	6	high_cue	high_stim	68.88	Very Strong	68.88	Very Strong	0.52	2.25	task-vicarious_scale.png
214.21		outcomerating	7	high_cue	med_stim			14.6	Moderate	3.62	0.1	task-vicarious_scale.png
242.71	2.32	outcomerating	8	high_cue	low_stim	9.22	Weak	9.22	Weak	0.05	2.27	task-vicarious_scale.png
280.8		outcomerating	9	high_cue	low_stim			43.6	Strong	2.72	1.03	task-vicarious_scale.png
311.3		outcomerating	10	high_cue	high_stim			36.6	Strong	3.28	0.67	task-vicarious_scale.png
353.31		outcomerating	11	low_cue	med_stim			29.69	Strong	0.75	3.2	task-vicarious_scale.png
394.81		outcomerating	12	low_cue	high_stim							task-vicarious_scale.png
