,Unnamed: 0,administer,cue_type,cue_image,random_order,trial_type,condition_name,condition_num_filled_in_during_exper,block_num,cB_version,ptb_coord_x,ptb_coord_y,p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
10,10,49,low,h024_M097_STD033.png,19,3,pain,99,1,1,476.64453125,553.80859375,10087.032167644,4.01841774599961,0,0,0,0,0,0,0,0,0,10104.152319801,10105.815064605,1.6168298169996003
11,11,50,high,h017_M120_STD055.png,32,6,pain,99,1,1,469.28125,579.66796875,10108.198989213,4.01646099400023,0,0,0,0,0,0,0,0,0,10125.301715894,10126.898269677,1.56723442200018
12,12,49,high,h036_M082_STD044.png,22,4,pain,99,1,1,465.18359375,587.20703125,10129.331515635,4.01746051800001,0,0,0,0,0,0,0,0,0,10146.473218378,10148.713986535,2.21271830600017
13,13,50,low,h007_M103_STD046.png,35,5,pain,99,1,1,487.15234375,517.859375,10150.514604506,4.01687598600074,0,0,0,0,0,0,0,0,0,10167.634570985,10169.531054201,1.8649650320003301
14,14,49,high,h026_M073_STD040.png,14,4,pain,99,1,1,475.2734375,551.39453125,10171.681027453,4.0166601639994,0,0,0,0,0,0,0,0,0,10188.796421881,10191.030788904,2.18450209500043
15,15,49,high,h043_M104_STD040.png,16,4,pain,99,1,1,470.03515625,562.8125,10192.847360913,4.01758335200066,0,0,0,0,0,0,0,0,0,10209.969072499,10212.213546325,2.2091603209992203
16,16,50,low,h026_M095_STD038.png,27,5,pain,99,1,1,490.41015625,518.0625,10214.013635627,4.01758162500118,0,0,0,0,0,0,0,0,0,10231.163676383001,10232.930138652,1.73364289999881
17,17,50,high,h048_M115_STD046.png,26,6,pain,99,1,1,509.42578125,481.42578125,10235.212921762,4.0182898729999605,0,0,0,0,0,0,0,0,0,10252.330424221,10254.112958261,1.74901307400069
18,18,48,low,h005_M109_STD060.png,5,1,pain,99,1,1,468.734375,576.4921875,10256.379109454001,4.01763424900128,0,0,0,0,0,0,0,0,0,10273.489421061999,10276.145970343001,2.61417854200045
19,19,48,low,h020_M086_STD047.png,11,1,pain,99,1,1,461.06640625,607.22265625,10277.546244364,4.0174598489993505,0,0,0,0,0,0,0,0,0,10294.664106840999,10296.995600706,2.29979671599904
20,20,49,high,h033_M104_STD048.png,12,4,pain,99,1,1,474.35546875,555.1640625,10298.7124872,4.01751193199925,0,0,0,0,0,0,0,0,0,10315.826757914001,10318.87946174,3.0173017500001205
21,21,50,low,h056_M065_STD037.png,29,5,pain,99,1,1,476.58203125,548.01171875,10319.878786051999,4.01742367999941,0,0,0,0,0,0,0,0,0,10337.01583647,10340.04449575,2.99730063300012
22,22,48,low,h055_M120_STD026.png,7,1,pain,99,1,1,468.97265625,577.41796875,10341.06199644,4.0174978380000494,0,0,0,0,0,0,0,0,0,10358.179126301999,10362.010614836,3.7990773950005
23,23,50,low,h031_M101_STD059.png,31,5,pain,99,1,1,474.6875,547.39453125,10362.227803409,4.01799877899975,0,0,0,0,0,0,0,0,0,10379.341522261,10381.84373458,2.46505415399952
24,24,50,high,h044_M094_STD038.png,34,6,pain,99,1,1,466.765625,586.1875,10383.394656199,4.0175137580008595,0,0,0,0,0,0,0,0,0,10400.509932858,10402.660991226,2.1164180369996797
25,25,48,high,h022_M098_STD056.png,6,2,pain,99,1,1,465.13671875,603.47265625,10404.560887653,4.0176621169994196,0,0,0,0,0,0,0,0,0,10421.665490904,,
26,26,48,high,h019_M079_STD044.png,0,2,pain,99,1,1,465.41015625,588.59765625,10425.710502116,4.01798772099937,0,0,0,0,0,0,0,0,0,10442.82653113,10446.593640562,3.7339065140004104
27,27,48,low,h028_M099_STD051.png,3,1,pain,99,1,1,466.359375,596.2734375,10446.877121206,4.01758453900038,0,0,0,0,0,0,0,0,0,10463.976923606999,10466.7598787,2.7488352520013
28,28,49,low,h021_M087_STD042.png,23,3,pain,99,1,1,468.56640625,575.90625,10468.027049791,4.017421096999899,0,0,0,0,0,0,0,0,0,10485.124001344,10487.226432071999,2.06607587200051
29,29,48,high,h052_M082_STD052.png,8,2,pain,99,1,1,467.59375,584.11328125,10489.176762641,4.01770381999995,0,0,0,0,0,0,0,0,0,10506.344780907,10509.009541831,2.63093755900081
30,30,48,high,h015_M098_STD036.png,4,2,pain,99,1,1,463.8984375,605.9921875,10510.392965871999,4.01757168899894,0,0,0,0,0,0,0,0,0,10527.508027271999,10529.559115329,2.01595005200033
31,31,48,low,h035_M094_STD035.png,1,1,pain,99,1,1,466.359375,589.08203125,10531.559485962,4.01737987200067,0,0,0,0,0,0,0,0,0,10548.670808719,10550.791500170999,2.0789628069997
32,32,48,low,h054_M096_STD047.png,9,1,pain,99,1,1,468.2734375,590.80078125,10552.72584967,4.017293975999561,0,0,0,0,0,0,0,0,0,10569.84268851,10572.858695049,2.98193786800039
33,33,49,low,h032_M082_STD040.png,13,3,pain,99,1,1,463.80859375,596.3515625,10573.892104165,4.01740803200119,0,0,0,0,0,0,0,0,0,10591.00665302,10593.141838303001,2.0978478340002797
34,34,49,high,h035_M096_STD046.png,18,4,pain,99,1,1,466.94921875,585.9296875,10595.05853894,4.01662264100014,0,0,0,0,0,0,0,0,0,10612.173325576,10614.524690643,2.3167733569989704
35,35,49,low,h017_M108_STD043.png,15,3,pain,99,1,1,484.24609375,526.15625,10616.208251552,4.01750789000107,0,0,0,0,0,0,0,0,0,10633.34810602,10635.907844509,2.53138297800069
