,Unnamed: 0,video_subject,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,image_glob,video_filename,cB_version,ptb_coord_x,ptb_coord_y,p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
10,10,047-jl047,med,low,h008_M117_STD022.png,15,3,vicarious,99,jl047*M.mp4,jl047t1aiunaff_M.mp4,1,480.0546875,519.52734375,60995.283144636,4.01858543200069,0,0,0,0,0,0,0,0,0,61003.341543659,61005.683058983,2.31751385499956
11,11,048-aa048,med,low,h041_M087_STD043.png,21,3,vicarious,99,aa048*M.mp4,aa048t2afunaff_M.mp4,1,478.85546875,555.2109375,61007.366170160996,4.01763038999343,0,0,0,0,0,0,0,0,0,61015.4254021,61016.865947868,1.41747464799846
12,12,096-bg096,med,low,h007_M093_STD031.png,13,3,vicarious,99,bg096*M.mp4,bg096t2aaaff_M.mp4,1,770.9765625,359.78125,61019.449428367,4.016766270004149,0,0,0,0,0,0,0,0,0,61027.509043636,61028.999144494,1.46662777799793
13,13,121-vw121,high,low,h029_M090_STD041.png,31,5,vicarious,99,vw121*H.mp4,vw121t1aaaff_H.mp4,1,777.66796875,355.91015625,61031.53380793401,4.01542712700029,0,0,0,0,0,0,0,0,0,61039.58995748,61040.665703176,1.04995947700081
14,14,103-jk103,med,low,h015_M087_STD055.png,23,3,vicarious,99,jk103*M.mp4,jk103t2aaunaff_M.mp4,1,471.29296875,563.2890625,61043.632480918,4.01704433200211,0,0,0,0,0,0,0,0,0,61051.692204966,61053.598845223,1.8832984340042498
15,15,101-mg101,high,high,h038_M097_STD061.png,28,6,vicarious,99,mg101*H.mp4,mg101t2aeaff_H.mp4,1,668.89453125,370.58984375,61055.716691357,4.01625594199868,0,0,0,0,0,0,0,0,0,61063.773848968,61067.681819492995,3.88383555000473
16,16,096-bg096,high,low,h048_M096_STD037.png,29,5,vicarious,99,bg096*H.mp4,bg096t1aeaff_H.mp4,1,775.35546875,375.23046875,61067.798771904,4.01723029899586,0,0,0,0,0,0,0,0,0,61075.858141083,61077.581896656,1.70030339399818
17,17,106-nm106,low,high,h025_M089_STD035.png,0,2,vicarious,99,nm106*L.mp4,nm106t1aaunaff_L.mp4,1,486.05078125,523.55859375,61079.899755736,4.016457939003891,0,0,0,0,0,0,0,0,0,61087.958669538,61089.747424829,1.76606254599756
18,18,106-nm106,med,high,h011_M118_STD047.png,12,4,vicarious,99,nm106*M.mp4,nm106t2aaunaff_M.mp4,1,493.8359375,502.609375,61091.981627156,4.01741301600123,0,0,0,0,0,0,0,0,0,61100.041339300995,,
19,19,080-bn080,low,high,h004_M095_STD031.png,6,2,vicarious,99,bn080*L.mp4,bn080t1afunaff_L.mp4,1,474.3984375,547.89453125,61104.065177484,4.01740750599856,0,0,0,0,0,0,0,0,0,61112.125295344005,61113.814434555,1.6669303399976299
20,20,096-bg096,low,low,h014_M100_STD028.png,7,1,vicarious,99,bg096*L.mp4,bg096t2afunaff_L.mp4,1,564.078125,419.34375,61116.148395022996,4.01641490399925,0,0,0,0,0,0,0,0,0,61124.206956487,61127.764582735,3.5338218929973704
21,21,115-jy115,med,high,h031_M111_STD042.png,14,4,vicarious,99,jy115*M.mp4,jy115t1aeaff_M.mp4,1,620.453125,384.80078125,61128.231603422,4.01836118099891,0,0,0,0,0,0,0,0,0,61136.289970558,61138.264310334,1.9505326139988
22,22,103-jk103,low,low,h024_M085_STD040.png,9,1,vicarious,99,jk103*L.mp4,jk103t1aaunaff_L.mp4,1,470.44921875,576.21875,61140.314544845,4.0169293910003,0,0,0,0,0,0,0,0,0,61148.373151365,61151.014331025995,2.6175553209977798
23,23,064-ak064,med,high,h013_M111_STD044.png,20,4,vicarious,99,ak064*M.mp4,ak064t1aiaff_M.mp4,1,508.48046875,489.828125,61152.397909315994,4.01701219099778,0,0,0,0,0,0,0,0,0,61160.45621246,61162.44853278901,1.9675675690013998
24,24,092-ch092,low,low,h055_M112_STD025.png,1,1,vicarious,99,ch092*L.mp4,ch092t2aeaff_L.mp4,1,474.421875,560.82421875,61164.497964867005,4.01733726200473,0,0,0,0,0,0,0,0,0,61172.556189064,61174.163831022,1.58314696900197
25,25,095-tv095,med,high,h041_M089_STD031.png,22,4,vicarious,99,tv095*M.mp4,tv095t2afaff_M.mp4,1,711.5234375,368.77734375,61176.59756159,4.0168486149996205,0,0,0,0,0,0,0,0,0,61184.63985183401,61187.36330662599,2.6998776679975
26,26,092-ch092,high,high,h047_M096_STD043.png,24,6,vicarious,99,ch092*H.mp4,ch092t2aiaff_H.mp4,1,722.98046875,361.91796875,61188.66389373,4.0185565110005,0,0,0,0,0,0,0,0,0,61196.722542061,61198.730330869,1.9842879100033302
27,27,115-jy115,low,low,h028_M061_STD034.png,3,1,vicarious,99,jy115*L.mp4,jy115t1aaunaff_L.mp4,1,461.2265625,588.8515625,61200.747017206,4.017339044999971,0,0,0,0,0,0,0,0,0,61208.80674952,61210.498144784004,1.6691439990027
28,28,080-bn080,high,low,h009_M098_STD039.png,35,5,vicarious,99,bn080*H.mp4,bn080t1afaff_H.mp4,1,743.80078125,363.40625,61212.830266965,4.01762017599685,0,0,0,0,0,0,0,0,0,61220.889861917996,61223.030109162,2.1167613110010297
29,29,101-mg101,low,low,h043_M093_STD041.png,5,1,vicarious,99,mg101*L.mp4,mg101t2afunaff_L.mp4,1,474.9375,539.95703125,61224.93117851,4.01564966399746,0,0,0,0,0,0,0,0,0,61232.989642275,61234.646452654,1.63420939099888
30,30,092-ch092,med,low,h037_M117_STD041.png,19,3,vicarious,99,ch092*M.mp4,ch092t2aaaff_M.mp4,1,466.43359375,588.859375,61237.013450123,4.016964030000961,0,0,0,0,0,0,0,0,0,61245.073216806,61248.113055779,3.01736450399767
31,31,047-jl047,high,low,h022_M074_STD030.png,25,5,vicarious,99,jl047*H.mp4,jl047t1aiaff_H.mp4,1,637.828125,378.984375,61249.096620812,4.01726050800062,0,0,0,0,0,0,0,0,0,61257.155276784004,61259.095322713,1.91586011600157
32,32,095-tv095,low,high,h029_M095_STD060.png,10,2,vicarious,99,tv095*L.mp4,tv095t2aeunaff_L.mp4,1,463.40625,596.28125,61261.196082415,4.01835701699747,0,0,0,0,0,0,0,0,0,61269.254687392,61271.945705107995,2.6672901620040603
33,33,101-mg101,med,high,h035_M095_STD058.png,16,4,vicarious,99,mg101*M.mp4,mg101t2aeunaff_M.mp4,1,470.76953125,573.90234375,61273.279622912,4.01632227699884,0,0,0,0,0,0,0,0,0,61281.340547869004,61283.845111499,2.48363021700061
34,34,103-jk103,high,low,h032_M065_STD050.png,33,5,vicarious,99,jk103*H.mp4,jk103t1aaaff_H.mp4,1,615.359375,393.05078125,61285.362479097,4.01859360199887,0,0,0,0,0,0,0,0,0,61293.422164662996,61294.862026768,1.4176213789978602
35,35,121-vw121,med,low,h003_M090_STD048.png,17,3,vicarious,99,vw121*M.mp4,vw121t1aiaff_M.mp4,1,473.36328125,555.03515625,61297.445227889,4.01756618299987,0,0,0,0,0,0,0,0,0,61305.506330184005,61307.995318515,2.4674208939977698
