,Unnamed: 0,video_subject,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,image_glob,video_filename,cB_version,ptb_coord_x,ptb_coord_y,p1_fixationPresent,p1_jitter,p2_cue,p3_ratingPresent,p3_ratingDecideOnset,p3_decisionRT,p4_fixationPresent,p4_jitter,p5_responseOnset,p5_responseKey,p5_RT,p6_ratingPresent,p6_ratingDecideOnset,p6_decisionRT
0,0,080-bn080,med,high,h055_M099_STD054.png,18,4,vicarious,99,bn080*M.mp4,bn080t1aeaff_M.mp4,1,651.97265625,374.234375,60874.314608361,4.02049181600159,0,0,0,0,0,0,0,0,0,60882.37580281,60883.76734651,1.2664530749971201
1,1,095-tv095,high,high,h053_M111_STD044.png,30,6,vicarious,99,tv095*H.mp4,tv095t1afaff_H.mp4,1,664.44140625,376.078125,60886.51849645,4.01693062500271,0,0,0,0,0,0,0,0,0,60894.577139817,60895.967445755,1.3669248509977499
2,2,064-ak064,high,high,h034_M100_STD047.png,26,6,vicarious,99,ak064*H.mp4,ak064t1aaaff_H.mp4,1,684.0546875,366.5703125,60898.601248262,4.01766092899925,0,0,0,0,0,0,0,0,0,60906.659866512004,60908.051537486,1.36750268899777
3,3,064-ak064,low,high,h012_M101_STD058.png,4,2,vicarious,99,ak064*L.mp4,ak064t1afunaff_L.mp4,1,460.9921875,574.8828125,60910.684959082995,4.016145794994371,0,0,0,0,0,0,0,0,0,60918.74413122,60920.483925164,1.7175625189993302
4,4,106-nm106,high,low,h031_M086_STD041.png,27,5,vicarious,99,nm106*H.mp4,nm106t1afaff_H.mp4,1,753.98046875,361.30859375,60922.77247418599,4.01335970000218,0,0,0,0,0,0,0,0,0,60930.826226705,60932.333628164,1.48392909700488
5,5,047-jl047,low,low,h040_M105_STD051.png,11,1,vicarious,99,jl047*L.mp4,jl047t1aaunaff_L.mp4,1,462.8125,592.00390625,60934.851911517995,4.01632171499659,0,0,0,0,0,0,0,0,0,60942.909188592,60945.05029364,2.11683481100044
6,6,121-vw121,low,high,h048_M109_STD065.png,8,2,vicarious,99,vw121*L.mp4,vw121t1aeaff_L.mp4,1,467.9609375,577.5390625,60946.933775449004,4.0174541850065,0,0,0,0,0,0,0,0,0,60954.994192939004,60957.366210702996,2.3503850920023996
7,7,048-aa048,low,high,h054_M082_STD040.png,2,2,vicarious,99,aa048*L.mp4,aa048t2aaunaff_L.mp4,1,466.8671875,589.8203125,60959.017247327,4.01731371400092,0,0,0,0,0,0,0,0,0,60967.076951493,60968.715186879,1.6149287170046598
8,8,115-jy115,high,high,h036_M095_STD021.png,34,6,vicarious,99,jy115*H.mp4,jy115t2aaaff_H.mp4,1,621.85546875,377.015625,60971.11682552,4.0170259349979505,0,0,0,0,0,0,0,0,0,60979.176096316,60980.43270306,1.23389288500039
9,9,048-aa048,high,high,h052_M114_STD048.png,32,6,vicarious,99,aa048*H.mp4,aa048t2aeaff_H.mp4,1,541.04296875,448.71875,60983.200114119005,4.01707815100235,0,0,0,0,0,0,0,0,0,60991.259827374,60993.16643808901,1.8843384869978796
