src_subject_id,session_id,param_run_num,param_counterbalance_ver,param_counterbalance_block_num,param_cue_type,param_administer_type,param_video_subject,param_video_filename,param_cond_type,param_trigger_onset,param_start_biopac,event01_fixation_onset,event01_fixation_biopac,event01_fixation_duration,event02_cue_onset,event02_cue_biopac,event02_cue_type,event02_cue_filename,event03_expect_displayonset,event03_expect_biopac,event03_expect_responseonset,event03_expect_RT,event04_fixation_onset,event04_fixation_biopac,event04_fixation_duration,event05_administer_type,event05_administer_filename,event05_administer_displayonset,event05_administer_biopac,event06_actual_displayonset,event06_actual_biopac,event06_actual_responseonset,event06_actual_RT,param_end_instruct_onset,param_end_biopac,param_experiment_duration
1,4,3,3,2,low,high,121-vw121,vw121t1aaaff_H.mp4,5,1607458195.83814,1607458195.84042,1607458198.61734,1607458198.62106,1.30110716819763,1607458199.9345,1607458199.9369,low,l032.png,1607458200.93487,1607458200.93583,1607458204.20292,3.26804876327515,1607458204.95304,1607458204.95503,0.701146364212036,high,vw121t1aaaff_H.mp4,1607458206.90744,1607458206.90523,1607458212.1724,1607458212.17294,NaN,NaN,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,low,high,096-bg096,bg096t1aeaff_H.mp4,5,1607458195.83814,1607458195.84042,1607458216.19056,1607458216.20337,1.40117311477661,1607458217.60776,1607458217.60908,low,l025.png,1607458218.60813,1607458218.60913,NaN,NaN,1607458222.6263,1607458222.62843,0.801114797592163,high,bg096t1aeaff_H.mp4,1607458224.68088,1607458224.67856,1607458229.94569,1607458229.95245,1607458232.38498,2.43929100036621,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,high,med,107-hs107,hs107t2aaaff_M.mp4,4,1607458195.83814,1607458195.84042,1607458233.96386,1607458233.96998,1.3011360168457,1607458235.28102,1607458235.288,high,h046.png,1607458236.28139,1607458236.28604,NaN,NaN,1607458240.29956,1607458240.30252,0.701112985610962,med,hs107t2aaaff_M.mp4,1607458242.25437,1607458242.25198,1607458247.51891,1607458247.51995,1607458249.50315,1.98424124717712,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,high,low,123-jh123,jh123t1aaunaff_L.mp4,2,1607458195.83814,1607458195.84042,1607458251.53708,1607458251.53854,1.60125207901001,1607458253.15435,1607458253.15642,high,h002.png,1607458254.15472,1607458254.15583,1607458257.00608,2.85136103630066,1607458258.17289,1607458258.17413,2.60122179985046,low,jh123t1aaunaff_L.mp4,1607458262.02802,1607458262.02527,1607458267.29295,1607458267.30247,1607458270.41837,3.12541723251343,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,high,med,080-bn080,bn080t1aeaff_M.mp4,4,1607458195.83814,1607458195.84042,1607458271.31112,1607458271.32146,1.20190215110779,1607458272.52824,1607458272.53817,high,h056.png,1607458273.52861,1607458273.53581,1607458277.01825,3.48963594436646,1607458277.56345,1607458277.57018,0.701998710632324,med,bn080t1aeaff_M.mp4,1607458279.52165,1607458279.5172,1607458284.78281,1607458284.78583,1607458288.36832,3.58550810813904,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,low,low,124-dn124,dn124t1aaunaff_L.mp4,1,1607458195.83814,1607458195.84042,1607458288.91769,1607458288.91922,1.80096983909607,1607458290.73503,1607458290.73662,low,l011.png,1607458291.7354,1607458291.73651,1607458293.96976,2.23435950279236,1607458295.75357,1607458295.75542,0.70098614692688,low,dn124t1aaunaff_L.mp4,1607458297.70757,1607458297.70558,1607458302.97293,1607458302.97364,1607458306.34122,3.36829495429993,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,high,low,080-bn080,bn080t1afunaff_L.mp4,2,1607458195.83814,1607458195.84042,1607458306.99109,1607458307.0032,2.90107798576355,1607458309.90885,1607458309.91102,high,h049.png,1607458310.90922,1607458310.91005,1607458312.22658,1.31735849380493,1607458314.92739,1607458314.92924,2.40091681480408,low,bn080t1afunaff_L.mp4,1607458318.58131,1607458318.57932,1607458323.84738,1607458323.85255,NaN,NaN,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,low,med,106-nm106,nm106t2aaunaff_M.mp4,3,1607458195.83814,1607458195.84042,1607458327.86554,1607458327.86969,3.40097165107727,1607458331.28349,1607458331.28605,low,l037.png,1607458332.28386,1607458332.28605,1607458334.83498,2.55111956596375,1607458336.30202,1607458336.30368,0.80107307434082,med,nm106t2aaunaff_M.mp4,1607458338.35605,1607458338.35405,1607458343.62142,1607458343.62247,1607458346.33936,2.71794509887695,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,high,med,115-jy115,jy115t1aeaff_M.mp4,4,1607458195.83814,1607458195.84042,1607458347.63958,1607458347.64111,1.80098915100098,1607458349.45693,1607458349.46014,high,h045.png,1607458350.4573,1607458350.45815,1607458353.25842,2.80112075805664,1607458354.47547,1607458354.47745,0.701010942459106,med,jy115t1aeaff_M.mp4,1607458356.4299,1607458356.42742,1607458361.69483,1607458361.70253,1607458364.28502,2.59019136428833,1607458868.56718,1607458868.5702,672.729038953781
1,4,3,3,2,high,high,115-jy115,jy115t2aaaff_H.mp4,6,1607458195.83814,1607458195.84042,1607458365.71299,1607458365.71972,2.70109248161316,1607458368.43067,1607458368.43253,high,h040.png,1607458369.43104,1607458369.43603,1607458371.2016,1.77055716514587,1607458373.44921,1607458373.4532,0.500979423522949,high,jy115t2aaaff_H.mp4,1607458375.20307,1607458375.20113,1607458380.46849,1607458380.46951,1607458383.53649,3.06799912452698,1607458868.56718,1607458868.5702,672.729038953781
