src_subject_id,session_id,param_run_num,param_counterbalance_ver,param_counterbalance_block_num,param_cue_type,param_administer_type,param_cond_type,param_trigger_onset,param_start_biopac,event01_fixation_onset,event01_fixation_biopac,event01_fixation_duration,event02_cue_onset,event02_cue_biopac,event02_cue_type,event02_cue_filename,event03_expect_displayonset,event03_expect_biopac,event03_expect_responseonset,event03_expect_RT,event04_fixation_onset,event04_fixation_biopac,event04_fixation_duration,param_cog_stim_num,param_cog_stim_match,param_cog_stim_filename,event05_administer_type,event05_administer_displayonset,event05_administer_biopac,event05_administer_response,event05_administer_reseponseonset,event05_administer_RT,event06_actual_onset,event06_actual_biopac,event06_actual_responseonset,event06_actual_RT,param_end_instruct_onset,param_end_biopac,param_experiment_duration,event06_actual_displayonset
1,4,2,3,2,high,,6,1607457493.54471,1607457493.54954,1607457685.35927,1607457685.36966,1.40101218223572,1607457686.77647,1607457686.77846,high,h015.png,1607457687.77684,1607457687.77785,1607457690.26824,2.49140381813049,1607457691.795,1607457691.79691,0.801027059555054,12,different,12_150_R.jpg,150,1607457692.61198,1607457692.61994,1,1607457699.1151,4.39603519439697,0,1607457699.13569,1607457702.46819,3.33711695671082,1607458166.62208,1607458166.62404,673.077365875244,1607457699.13108
1,4,2,3,2,low,,3,1607457493.54471,1607457493.54954,1607457703.14924,1607457703.15297,3.40084862709045,1607457706.56718,1607457706.5699,low,l037.png,1607457707.56755,1607457707.569,1607457710.06867,2.50111770629883,1607457711.58572,1607457711.58692,0.901001453399658,18,different,18_100_R.jpg,100,1607457712.50273,1607457712.50426,2,1607457719.00491,3.0833945274353,0,1607457719.02281,1607457722.69007,3.66824316978455,1607458166.62208,1607458166.62404,673.077365875244,1607457719.02183
1,4,2,3,2,high,,6,1607457493.54471,1607457493.54954,1607457723.25674,1607457723.25829,3.8009660243988,1607457727.07483,1607457727.07656,high,h018.png,1607457728.0752,1607457728.07611,1607457730.40961,2.33440232276917,1607457732.09337,1607457732.0944,0.700923919677734,33,same,33_150.jpg,150,1607457732.8103,1607457732.81145,2,1607457739.31252,2.71564984321594,0,1607457739.3367,1607457741.68502,2.3556182384491,1607458166.62208,1607458166.62404,673.077365875244,1607457739.3294
1,4,2,3,2,low,,3,1607457493.54471,1607457493.54954,1607457743.34756,1607457743.35292,1.10067224502563,1607457744.46465,1607457744.46915,low,l021.png,1607457745.46502,1607457745.46873,1607457747.16826,1.70323538780212,1607457749.48318,1607457749.48601,0.50098443031311,15,different,15_100_R.jpg,100,1607457750.00005,1607457750.0026,2,1607457756.50237,2.39439487457275,0,1607457756.51986,1607457758.87016,2.35101747512817,1607458166.62208,1607458166.62404,673.077365875244,1607457756.51914
1,4,2,3,2,high,,6,1607457493.54471,1607457493.54954,1607457760.53731,1607457760.53876,1.30087208747864,1607457761.85447,1607457761.8564,high,h054.png,1607457762.85484,1607457762.8554,1607457765.03912,2.18428349494934,1607457766.873,1607457766.87495,0.701010704040527,42,different,42_150_R.jpg,150,1607457767.58994,1607457767.59157,2,1607457774.09227,4.30946016311646,0,1607457774.11045,NaN,NaN,1607458166.62208,1607458166.62404,673.077365875244,1607457774.10904
1,4,2,3,2,high,,2,1607457493.54471,1607457493.54954,1607457778.14387,1607457778.14544,1.60104727745056,1607457779.76114,1607457779.76337,high,h056.png,1607457780.76152,1607457780.76294,1607457782.46829,1.70677828788757,1607457784.77968,1607457784.782,1.20091891288757,6,different,6_50_R.jpg,50,1607457785.9968,1607457786.00358,2,1607457792.49922,2.36816191673279,0,1607457792.51888,1607457795.48496,2.96906089782715,1607458166.62208,1607458166.62404,673.077365875244,1607457792.5159
1,4,2,3,2,high,,6,1607457493.54471,1607457493.54954,1607457796.53407,1607457796.53649,1.20090699195862,1607457797.75119,1607457797.7534,high,h039.png,1607457798.75156,1607457798.75252,1607457801.7028,2.95124411582947,1607457802.76972,1607457802.77171,1.20088052749634,25,same,25_150.jpg,150,1607457803.98684,1607457803.98869,2,1607457810.48925,2.85372185707092,0,1607457810.50698,1607457813.29039,2.78445100784302,1607458166.62208,1607458166.62404,673.077365875244,1607457810.50594
1,4,2,3,2,low,,5,1607457493.54471,1607457493.54954,1607457814.52411,1607457814.53645,2.10085105895996,1607457816.64156,1607457816.64314,low,l005.png,1607457817.64194,1607457817.64292,1607457819.85157,2.20963740348816,1607457821.6601,1607457821.66201,0.700880765914917,18,same,18_150.jpg,150,1607457822.37704,1607457822.38658,2,1607457828.87952,3.0357985496521,0,1607457828.90252,1607457832.40161,3.50547623634338,1607458166.62208,1607458166.62404,673.077365875244,1607457828.89613
1,4,2,3,2,high,,4,1607457493.54471,1607457493.54954,1607457832.96432,1607457832.96658,1.40094947814941,1607457834.38151,1607457834.38689,high,h036.png,1607457835.38189,1607457835.38567,1607457837.65165,2.26976156234741,1607457839.40005,1607457839.40309,0.500907182693481,6,different,6_100_R.jpg,100,1607457839.91691,1607457839.91988,2,1607457846.41929,2.03964710235596,0,1607457846.43708,1607457848.40356,1.96755337715149,1607458166.62208,1607458166.62404,673.077365875244,1607457846.43601
1,4,2,3,2,high,,2,1607457493.54471,1607457493.54954,1607457850.45417,1607457850.45567,1.60096311569214,1607457852.07144,1607457852.07352,high,h006.png,1607457853.07182,1607457853.07293,1607457856.22331,3.15149593353271,1607457857.08998,1607457857.09173,0.901061773300171,22,same,22_50.jpg,50,1607457858.00699,1607457858.00901,2,1607457864.50943,2.86047744750977,0,1607457864.52717,1607457866.42712,1.90103006362915,1607458166.62208,1607458166.62404,673.077365875244,1607457864.52609
1,4,2,3,2,high,,4,1607457493.54471,1607457493.54954,1607457868.54425,1607457868.553,3.40086793899536,1607457871.96219,1607457871.96404,high,h016.png,1607457872.96257,1607457872.9692,1607457874.735,1.77243185043335,1607457876.98073,1607457876.98685,0.700889825820923,12,different,12_100_R.jpg,100,1607457877.69767,1607457877.70352,2,1607457884.2002,2.65888118743896,0,1607457884.21917,1607457886.20162,1.98485231399536,1607458166.62208,1607458166.62404,673.077365875244,1607457884.21676
1,4,2,3,2,high,,4,1607457493.54471,1607457493.54954,1607457888.23493,1607457888.23649,1.20092606544495,1607457889.45205,1607457889.45362,high,h003.png,1607457890.45242,1607457890.45313,1607457891.90318,1.45075392723083,1607457894.47059,1607457894.47248,0.70094633102417,36,same,36_100.jpg,100,1607457895.18752,1607457895.1893,2,1607457901.68975,4.62264537811279,0,1607457901.70776,NaN,NaN,1607458166.62208,1607458166.62404,673.077365875244,1607457901.70662
1,4,2,3,2,high,,4,1607457493.54471,1607457493.54954,1607457905.72478,1607457905.73648,1.20096945762634,1607457906.9419,1607457906.94342,high,h014.png,1607457907.94228,1607457907.95239,1607457910.66823,2.7259566783905,1607457911.96044,1607457911.96228,0.801007986068726,4,same,4_100.jpg,100,1607457912.77742,1607457912.78587,2,1607457919.27956,4.20769596099854,0,1607457919.30251,1607457921.63508,2.3385694026947,1607458166.62208,1607458166.62404,673.077365875244,1607457919.29651
1,4,2,3,2,low,,5,1607457493.54471,1607457493.54954,1607457923.31468,1607457923.3199,3.40094423294067,1607457926.73262,1607457926.73644,low,l003.png,1607457927.73299,1607457927.73588,1607457931.43498,3.7019898891449,1607457931.98458,1607457931.98577,0.800909042358398,15,different,15_150_R.jpg,150,1607457932.80155,1607457932.8032,2,1607457939.30392,2.27844715118408,0,1607457939.32162,1607457942.95548,3.63483810424805,1607458166.62208,1607458166.62404,673.077365875244,1607457939.32065
1,4,2,3,2,low,,5,1607457493.54471,1607457493.54954,1607457943.50554,1607457943.51984,1.20097637176514,1607457944.72266,1607457944.72382,low,l036.png,1607457945.72303,1607457945.72412,1607457947.64062,1.91758513450623,1607457949.7412,1607457949.7433,0.800849199295044,6,same,6_150.jpg,150,1607457950.55817,1607457950.55959,2,1607457957.0604,3.216148853302,0,1607457957.0854,NaN,NaN,1607458166.62208,1607458166.62404,673.077365875244,1607457957.07727
1,4,2,3,2,low,,3,1607457493.54471,1607457493.54954,1607457961.11211,1607457961.11929,1.20086431503296,1607457962.32923,1607457962.33096,low,l049.png,1607457963.3296,1607457963.33601,1607457965.3516,2.02199816703796,1607457967.34776,1607457967.35332,0.700952291488647,25,same,25_100.jpg,100,1607457968.0647,1607457968.07001,2,1607457974.56701,4.4517662525177,0,1607457974.58548,1607457978.00194,3.41814827919006,1607458166.62208,1607458166.62404,673.077365875244,1607457974.5838
1,4,2,3,2,high,,2,1607457493.54471,1607457493.54954,1607457978.60196,1607457978.60348,1.3009090423584,1607457979.91912,1607457979.92099,high,h024.png,1607457980.91949,1607457980.92061,1607457982.80369,1.884202003479,1607457984.93766,1607457984.93967,0.500914573669434,42,same,42_50.jpg,50,1607457985.45452,1607457985.45642,2,1607457991.95682,3.4476375579834,0,1607457991.97435,1607457995.19167,3.21805596351624,1607458166.62208,1607458166.62404,673.077365875244,1607457991.97361
1,4,2,3,2,low,,1,1607457493.54471,1607457493.54954,1607457995.99178,1607457996.00298,2.90087866783142,1607457998.90953,1607457998.91159,low,l032.png,1607457999.90991,1607457999.91111,1607458002.55166,2.64175009727478,1607458003.92807,1607458003.92929,0.800959825515747,4,different,4_50_R.jpg,50,1607458004.74504,1607458004.75327,2,1607458011.24744,5.37316131591797,0,1607458011.26897,1607458015.03499,3.77084565162659,1607458166.62208,1607458166.62404,673.077365875244,1607458011.26414
1,4,2,3,2,low,,5,1607457493.54471,1607457493.54954,1607458015.59909,1607458015.60066,1.60096216201782,1607458017.21636,1607458017.22,low,l004.png,1607458018.21674,1607458018.21925,1607458020.13505,1.91831088066101,1607458022.2349,1607458022.23675,0.701042413711548,4,different,4_150_R.jpg,150,1607458022.95183,1607458022.95324,2,1607458029.45394,2.58260560035706,0,1607458029.47171,1607458032.42217,2.95123481750488,1607458166.62208,1607458166.62404,673.077365875244,1607458029.47093
1,4,2,3,2,low,,1,1607457493.54471,1607457493.54954,1607458033.4891,1607458033.50292,1.20087838172913,1607458034.70622,1607458034.70798,low,l050.png,1607458035.70659,1607458035.70759,1607458038.14106,2.43447041511536,1607458039.72476,1607458039.72673,0.700913667678833,33,same,33_50.jpg,50,1607458040.44169,1607458040.44397,2,1607458046.94357,3.29824304580688,0,1607458046.9617,1607458049.29519,2.33440589904785,1607458166.62208,1607458166.62404,673.077365875244,1607458046.96079
1,4,2,3,2,high,,6,1607457493.54471,1607457493.54954,1607458050.97895,1607458050.98667,1.90095591545105,1607458052.89633,1607458052.89822,high,h044.png,1607458053.89671,1607458053.90213,1607458055.41841,1.52170276641846,1607458057.91487,1607458057.91929,3.00101184844971,20,same,20_150.jpg,150,1607458060.93267,1607458060.93667,2,1607458067.4351,2.36085772514343,0,1607458067.4524,1607458070.30293,2.85116767883301,1607458166.62208,1607458166.62404,673.077365875244,1607458067.45176
1,4,2,3,2,low,,1,1607457493.54471,1607457493.54954,1607458071.46993,1607458071.47154,1.10094332695007,1607458072.58701,1607458072.58925,low,l047.png,1607458073.58738,1607458073.58855,1607458075.80505,2.21766805648804,1607458077.60555,1607458077.60746,2.30093932151794,18,different,18_50_R.jpg,50,1607458079.92308,1607458079.92488,2,1607458086.42544,1.93090295791626,0,1607458086.44349,1607458089.27676,2.83457922935486,1607458166.62208,1607458166.62404,673.077365875244,1607458086.44218
1,4,2,3,2,high,,2,1607457493.54471,1607457493.54954,1607458090.46034,1607458090.47,1.80104613304138,1607458092.27769,1607458092.27894,high,h008.png,1607458093.27806,1607458093.27943,NaN,NaN,1607458097.29623,1607458097.3024,0.600854873657227,36,different,36_50_R.jpg,50,1607458097.91312,1607458097.92044,2,1607458104.41556,2.50386524200439,0,1607458104.43587,1607458106.81829,2.38606548309326,1607458166.62208,1607458166.62404,673.077365875244,1607458104.43222
1,4,2,3,2,low,,3,1607457493.54471,1607457493.54954,1607458108.45038,1607458108.45317,5.50092458724976,1607458113.96911,1607458113.97021,low,l011.png,1607458114.96948,1607458114.97055,1607458117.05382,2.08433318138123,1607458118.98765,1607458118.98944,0.800855398178101,20,different,20_100_R.jpg,100,1607458119.80462,1607458119.80617,2,1607458126.30718,3.11824679374695,0,1607458126.32441,NaN,NaN,1607458166.62208,1607458166.62404,673.077365875244,1607458126.32372
1,4,2,3,2,low,,1,1607457493.54471,1607457493.54954,1607458130.34188,1607458130.35307,1.60107636451721,1607458131.95915,1607458131.96097,low,l041.png,1607458132.95953,1607458132.96064,1607458135.00162,2.04208898544312,1607458136.97769,1607458136.97906,0.701029777526855,12,same,12_50.jpg,50,1607458137.69462,1607458137.69651,2,1607458144.19688,3.82525730133057,0,1607458144.21946,1607458146.45165,2.23792839050293,1607458166.62208,1607458166.62404,673.077365875244,1607458144.21372
1,4,2,3,2,low,,1,1607457493.54471,1607457493.54954,1607458148.23189,1607458148.23673,1.80084633827209,1607458150.04923,1607458150.05321,low,l035.png,1607458151.0496,1607458151.05233,1607458153.35173,2.30212211608887,1607458155.06777,1607458155.07015,1.00088620185852,25,different,25_50_R.jpg,50,1607458156.08482,1607458156.08651,2,1607458162.58725,2.46717810630798,0,1607458162.60492,1607458164.58815,1.98423552513123,1607458166.62208,1607458166.62404,673.077365875244,1607458162.60391
