onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
8.08	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h002.png	n/a	n/a	n/a
52.38	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l010.png	n/a	n/a	n/a
93.18	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h031.png	n/a	n/a	n/a
123.39	0.98	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l016.png	n/a	n/a	n/a
151.28	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h011.png	n/a	n/a	n/a
188.38	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png	n/a	n/a	n/a
218.19	0.98	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l001.png	n/a	n/a	n/a
246.19	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h020.png	n/a	n/a	n/a
277.58	0.99	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l056.png	n/a	n/a	n/a
309.68	1.0	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l033.png	n/a	n/a	n/a
339.19	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h047.png	n/a	n/a	n/a
371.68	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l045.png	n/a	n/a	n/a
10.0		expectrating	1	high_cue	n/a			43.05	Strong	0.88	3.95	h002.png	n/a	n/a	n/a
54.98	1.83	expectrating	2	low_cue	n/a	23.68	Moderate	23.68	Moderate	0.45	1.38	l010.png	n/a	n/a	n/a
96.1	1.58	expectrating	3	high_cue	n/a	30.19	Strong	30.19	Strong	0.77	0.82	h031.png	n/a	n/a	n/a
126.69	1.55	expectrating	4	low_cue	n/a	27.69	Moderate	27.69	Moderate	0.48	1.07	l016.png	n/a	n/a	n/a
153.09	2.59	expectrating	5	high_cue	n/a	33.36	Strong	33.36	Strong	0.68	1.91	h011.png	n/a	n/a	n/a
190.48	1.73	expectrating	6	high_cue	n/a	31.44	Strong	31.44	Strong	0.17	1.56	h033.png	n/a	n/a	n/a
220.29	1.9	expectrating	7	low_cue	n/a	21.12	Moderate	21.12	Moderate	0.53	1.37	l001.png	n/a	n/a	n/a
248.69	1.52	expectrating	8	high_cue	n/a	28.83	Moderate	28.83	Moderate	0.42	1.1	h020.png	n/a	n/a	n/a
280.68	1.81	expectrating	9	low_cue	n/a	25.23	Moderate	25.23	Moderate	0.58	1.23	l056.png	n/a	n/a	n/a
311.99	2.35	expectrating	10	low_cue	n/a	28.16	Moderate	28.16	Moderate	0.78	1.57	l033.png	n/a	n/a	n/a
342.29	1.77	expectrating	11	high_cue	n/a	25.84	Moderate	25.84	Moderate	0.45	1.32	h047.png	n/a	n/a	n/a
374.0	2.15	expectrating	12	low_cue	n/a	28.52	Moderate	28.52	Moderate	0.7	1.45	l045.png	n/a	n/a	n/a
23.3	6.99	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	14_50.jpg	same	same	True
68.99	7.0	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	22_100_R.jpg	diff	same	False
105.58	7.0	stimulus	3	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	7_150_R.jpg	diff	diff	True
134.69	6.99	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	44_150.jpg	same	same	True
167.09	7.0	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	24_50_R.jpg	diff	same	False
198.49	7.0	stimulus	6	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	26_100.jpg	same		False
230.18	7.0	stimulus	7	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	27_150_R.jpg	diff		False
257.69	7.0	stimulus	8	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	28_100.jpg	same	same	True
292.49	7.0	stimulus	9	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	35_50.jpg	same	same	True
319.98	7.0	stimulus	10	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	14_50_R.jpg	diff	same	False
354.59	6.99	stimulus	11	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	1_150_R.jpg	diff	same	False
381.99	7.0	stimulus	12	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	24_100.jpg	same	same	True
