param_fmriSession,param_counterbalanceVer,param_counterbalanceBlockNum,param_triggerOnset,param_videoSubject,param_videoFilename,param_cue_type,param_administer_type,param_cond_type,p1_fixation_onset,p1_fixation_duration,p2_cue_onset,p2_cue_type,p2_cue_filename,p3_expect_onset,p3_expect_responseonset,p3_expect_RT,p4_fixation_onset,p4_fixation_duration,p5_administer_type,p5_administer_filename,p5_administer_onset,p6_actual_onset,p6_actual_responseonset,p6_actual_RT,param_end_instruct_onset,param_experimentDuration,param_runNum
1,1,1,3074.12484742595,042-ll042,ll042t1afunaff_M.mp4,low,med,3,3076.91749416708,1.60536439542875,3078.57190855279,low,l002.png,3079.67185697466,3081.88852508155,2.21664461319142,3083.70665681911,0.315093758776129,ll042t1afunaff_M.mp4,ll042t1afunaff_M.mp4,3084.26707020026,3090.76394580786,NaN,3090.7878921018,0,0,1
1,1,1,3074.12484742595,121-vw121,vw121t1aeaff_L.mp4,high,low,2,3094.93497213161,3.20283895741977,3098.17080272851,high,h007.png,3099.2041478537,3100.62086942902,1.41669565123493,3103.23924204455,4.71478807059975,vw121t1aeaff_L.mp4,vw121t1aeaff_L.mp4,3107.98246289615,3114.46562169198,2.01090512864812,3114.47606585798,0,0,1
1,1,1,3074.12484742595,042-ll042,ll042t1aiaff_H.mp4,low,high,5,3118.52225231697,0.400978364190451,3118.93354009592,low,l039.png,3119.96226155242,3121.63679842943,1.67449907105356,3123.9814923632,1.20066673507745,ll042t1aiaff_H.mp4,ll042t1aiaff_H.mp4,3125.21811175441,3131.6939758906,1.34950933267055,3131.70331072177,0,0,1
1,1,1,3074.12484742595,048-aa048,aa048t2afunaff_M.mp4,low,med,3,3135.74205561797,1.6011487610449,3137.35417350774,low,l036.png,3138.37126234095,3140.51918247316,2.14791365119117,3142.39003596967,0.100697519928872,aa048t2afunaff_M.mp4,aa048t2afunaff_M.mp4,3142.52025346195,3148.99338935816,1.69894224329755,3149.00255406252,0,0,1
1,1,1,3074.12484742595,121-vw121,vw121t1aaaff_H.mp4,high,high,6,3153.04029953121,2.90160459288381,3155.95980794573,high,h036.png,3156.97922886647,3158.70083173108,1.72159935405807,3160.99975534144,4.80128054181341,vw121t1aaaff_H.mp4,vw121t1aaaff_H.mp4,3165.83163359545,3172.3096040636,1.79803625051318,3172.31898507205,0,0,1
1,1,1,3074.12484742595,066-mg066,mg066t2aeunaff_L.mp4,high,low,2,3176.36738371967,2.7012178919399,3179.08363002009,high,h005.png,3180.10201019681,3181.53331569055,1.43129955280938,3184.12133984316,0.400613536693527,mg066t2aeunaff_L.mp4,mg066t2aeunaff_L.mp4,3184.55485239474,3191.04036596168,NaN,3191.04896357666,0,0,1
1,1,1,3074.12484742595,120-kz120,kz120t2aaunaff_L.mp4,low,low,1,3195.05884686427,0.70693577307793,3195.78071086003,low,l045.png,3196.79708813109,NaN,NaN,3200.79960249735,1.51600461232692,kz120t2aaunaff_L.mp4,kz120t2aaunaff_L.mp4,3202.35287784355,3208.83925203612,NaN,3208.84880749206,0,0,1
1,1,1,3074.12484742595,066-mg066,mg066t2aaunaff_M.mp4,high,med,4,3212.87424658126,2.9071885329131,3215.79699658666,high,h051.png,3216.81438759749,NaN,NaN,3220.81512076303,0.615922519389187,mg066t2aaunaff_M.mp4,mg066t2aaunaff_M.mp4,3221.46407542829,3227.93831066776,2.199802328847,3227.94721343084,0,0,1
1,1,1,3074.12484742595,101-mg101,mg101t2aeunaff_M.mp4,low,med,3,3231.9750018903,1.60061623711908,3233.59073835036,low,l025.png,3234.60814799412,3237.92999281687,3.32184050206297,3238.627208138,0.100598954395082,mg101t2aeunaff_M.mp4,mg101t2aeunaff_M.mp4,3238.76071609886,3245.23748946834,2.23310937803762,3245.24638169976,0,0,1
1,1,1,3074.12484742595,108-th108,th108t2aaunaff_M.mp4,low,med,3,3249.27444128195,3.60065917388556,3252.88513145672,low,l030.png,3253.90251976712,3255.04584296485,1.14331860701259,3257.92133606256,0.10059976452294,th108t2aaunaff_M.mp4,th108t2aaunaff_M.mp4,3258.05455102724,3264.53645520534,3.24955713020381,3264.54569552161,0,0,1
1,1,1,3074.12484742595,108-th108,th108t1aaunaff_L.mp4,low,low,1,3268.572817246,0.900568169543476,3269.48849969755,low,l026.png,3270.50579322301,3271.76157429411,1.25577702045848,3274.5246662274,5.8006119164379,th108t1aaunaff_L.mp4,th108t1aaunaff_L.mp4,3280.35347571777,3286.840742401,NaN,3286.84939159412,0,0,1
1,1,1,3074.12484742595,124-dn124,dn124t1aeunaff_M.mp4,low,med,3,3290.86973417011,0.00714154550723833,3290.89375985655,low,l054.png,3291.91110009938,NaN,NaN,3295.92759564907,0.315899835814434,dn124t1aeunaff_M.mp4,dn124t1aeunaff_M.mp4,3296.27613795934,3302.50112715764,NaN,3302.50994971808,0,0,1
1,1,1,3074.12484742595,120-kz120,kz120t2aaaff_H.mp4,low,high,5,3306.53522516149,2.90785202747975,3309.45279034976,low,l047.png,3310.46946979844,3311.10929486487,0.639821015792222,3314.488381959,0.400925435848421,kz120t2aaaff_H.mp4,kz120t2aaaff_H.mp4,3314.92922832638,3321.40179065221,1.2813832660031,3321.41060511137,0,0,1
1,1,1,3074.12484742595,095-tv095,tv095t2afaff_M.mp4,high,med,4,3325.43779920715,1.90068266758863,3327.34898518006,high,h053.png,3328.36541294908,3329.59166000562,1.22624273585552,3332.38437425738,0.101078279936701,tv095t2afaff_M.mp4,tv095t2afaff_M.mp4,3332.51870260753,3338.99888796474,NaN,3339.00764166433,0,0,1
1,1,1,3074.12484742595,048-aa048,aa048t2aaunaff_L.mp4,low,low,1,3343.03333999438,2.70754795955872,3345.75517752598,low,l042.png,3346.80456885005,NaN,NaN,3350.8078293439,0.115857979217253,aa048t2aaunaff_L.mp4,aa048t2aaunaff_L.mp4,3350.95662333384,3357.4311002614,NaN,3357.44039458619,0,0,1
1,1,1,3074.12484742595,108-th108,th108t1aeaff_H.mp4,high,high,6,3361.46558280585,2.70768352092273,3364.18861203526,high,h001.png,3365.2082557411,NaN,NaN,3369.22610771458,0.1132523385686,th108t1aeaff_H.mp4,th108t1aeaff_H.mp4,3369.37056131046,3375.84654264512,NaN,3375.85516726436,0,0,1
1,1,1,3074.12484742595,095-tv095,tv095t1afaff_H.mp4,low,high,5,3379.86460606192,4.00742049947075,3383.88656592279,low,l037.png,3384.90328479768,NaN,NaN,3388.9056446996,6.21614341420218,tv095t1afaff_H.mp4,tv095t1afaff_H.mp4,3395.1491580073,3401.6284530342,NaN,3401.63718702067,0,0,1
1,1,1,3074.12484742595,107-hs107,hs107t2aaaff_M.mp4,high,med,4,3405.66274978937,2.60758873598479,3408.28032199875,high,h035.png,3409.30393533021,NaN,NaN,3413.32109194409,0.115768325088084,hs107t2aaaff_M.mp4,hs107t2aaaff_M.mp4,3413.46528656916,3419.94417734235,NaN,3419.95292645121,0,0,1
1,1,1,3074.12484742595,107-hs107,hs107t2aeunaff_L.mp4,low,low,1,3423.96241358638,4.00699086176019,3427.97873873923,low,l040.png,3428.99554051719,NaN,NaN,3433.00327264577,5.0159811186245,hs107t2aeunaff_L.mp4,hs107t2aeunaff_L.mp4,3438.0512702802,3444.5262683899,NaN,3444.53544686643,0,0,1
1,1,1,3074.12484742595,048-aa048,aa048t2aeaff_H.mp4,low,high,5,3448.56094698524,0.407271706020765,3448.97771419776,low,l020.png,3449.9937925317,NaN,NaN,3454.00170126812,0.116133422627627,aa048t2aeaff_H.mp4,aa048t2aeaff_H.mp4,3454.15086440623,3460.62512178919,0.00254893171177173,3460.63399322733,0,0,1
1,1,1,3074.12484742595,042-ll042,ll042t1aaunaff_L.mp4,high,low,2,0,0,0,high,h044.png,0,0,0,0,0,low,ll042t1aaunaff_L.mp4,0,0,0,0,0,0,1
1,1,1,3074.12484742595,106-nm106,nm106t1aaunaff_L.mp4,high,low,2,0,0,0,high,h015.png,0,0,0,0,0,low,nm106t1aaunaff_L.mp4,0,0,0,0,0,0,1
