onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
3.38	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l019.png	n/a	n/a	n/a
41.59	0.98	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h046.png	n/a	n/a	n/a
78.39	0.98	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l022.png	n/a	n/a	n/a
105.88	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l030.png	n/a	n/a	n/a
137.08	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h055.png	n/a	n/a	n/a
168.99	0.98	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png	n/a	n/a	n/a
194.38	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h018.png	n/a	n/a	n/a
234.78	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l013.png	n/a	n/a	n/a
271.78	0.99	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l029.png	n/a	n/a	n/a
299.89	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png	n/a	n/a	n/a
337.88	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h039.png	n/a	n/a	n/a
362.58	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h042.png	n/a	n/a	n/a
6.09	2.18	expectrating	1	low_cue	n/a	6.11	Weak	6.11	Weak	0.68	1.5	l019.png	n/a	n/a	n/a
44.69	2.6	expectrating	2	high_cue	n/a	80.99	Very Strong	80.99	Very Strong	0.77	1.83	h046.png	n/a	n/a	n/a
81.49	1.95	expectrating	3	low_cue	n/a	9.99	Weak	9.99	Weak	0.77	1.19	l022.png	n/a	n/a	n/a
107.38	1.77	expectrating	4	low_cue	n/a	0.0		0.0		0.72	1.05	l030.png	n/a	n/a	n/a
140.19	1.97	expectrating	5	high_cue	n/a	97.56	Very Strong	97.56	Very Strong	0.55	1.42	h055.png	n/a	n/a	n/a
170.99	1.87	expectrating	6	high_cue	n/a	109.92	Strongest sensation of any kind	109.92	Strongest sensation of any kind	0.47	1.4	h033.png	n/a	n/a	n/a
196.38	1.71	expectrating	7	high_cue	n/a	114.66	Strongest sensation of any kind	114.66	Strongest sensation of any kind	0.25	1.46	h018.png	n/a	n/a	n/a
237.28	1.53	expectrating	8	low_cue	n/a	14.93	Moderate	14.93	Moderate	0.53	1.0	l013.png	n/a	n/a	n/a
274.89	1.73	expectrating	9	low_cue	n/a	23.35	Moderate	23.35	Moderate	0.63	1.1	l029.png	n/a	n/a	n/a
301.79	1.14	expectrating	10	low_cue	n/a	28.43	Moderate	28.43	Moderate	0.03	1.1	l044.png	n/a	n/a	n/a
340.59	2.12	expectrating	11	high_cue	n/a	85.62	Very Strong	85.62	Very Strong	0.5	1.62	h039.png	n/a	n/a	n/a
364.79	1.53	expectrating	12	high_cue	n/a	19.45	Moderate	19.45	Moderate	0.45	1.08	h042.png	n/a	n/a	n/a
18.5	6.99	stimulus	1	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	47_150.jpg	same	same	True
55.18	7.0	stimulus	2	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	44_100.jpg	same	same	True
87.99	6.99	stimulus	3	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	10_50.jpg	same	same	True
114.18	7.0	stimulus	4	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	5_50_R.jpg	diff	diff	True
149.88	7.0	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	11_50_R.jpg	diff	diff	True
177.49	6.99	stimulus	6	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	10_100_R.jpg	diff	diff	True
209.39	7.0	stimulus	7	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	43_50_R.jpg	diff	diff	True
251.29	7.0	stimulus	8	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	35_150_R.jpg	diff	diff	True
286.58	7.0	stimulus	9	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	18_100.jpg	same	same	True
315.49	6.99	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	29_100_R.jpg	diff	diff	True
