onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
3.39	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l019.png	n/a	n/a	n/a
41.6	0.98	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h046.png	n/a	n/a	n/a
78.4	0.98	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l022.png	n/a	n/a	n/a
105.89	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l030.png	n/a	n/a	n/a
137.1	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h055.png	n/a	n/a	n/a
169.0	0.98	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png	n/a	n/a	n/a
194.39	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h018.png	n/a	n/a	n/a
234.79	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l013.png	n/a	n/a	n/a
271.79	0.99	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l029.png	n/a	n/a	n/a
299.9	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png	n/a	n/a	n/a
337.89	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h039.png	n/a	n/a	n/a
362.59	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h042.png	n/a	n/a	n/a
6.12	2.55	expectrating	1	low_cue	n/a	19.16	Moderate	19.16	Moderate	0.12	2.43	l019.png	n/a	n/a	n/a
44.7	2.37	expectrating	2	high_cue	n/a	66.11	Very Strong	66.11	Very Strong	0.55	1.82	h046.png	n/a	n/a	n/a
81.5		expectrating	3	low_cue	n/a							l022.png	n/a	n/a	n/a
107.41	2.03	expectrating	4	low_cue	n/a	9.04	Weak	9.04	Weak	0.57	1.47	l030.png	n/a	n/a	n/a
140.2	1.67	expectrating	5	high_cue	n/a	28.72	Moderate	28.72	Moderate	0.63	1.03	h055.png	n/a	n/a	n/a
171.0	1.32	expectrating	6	high_cue	n/a	53.08	Strong	53.08	Strong	0.07	1.25	h033.png	n/a	n/a	n/a
196.41	2.22	expectrating	7	high_cue	n/a	56.12	Strong	56.12	Strong	0.3	1.92	h018.png	n/a	n/a	n/a
237.31	1.68	expectrating	8	low_cue	n/a	33.49	Strong	33.49	Strong	0.1	1.58	l013.png	n/a	n/a	n/a
274.89		expectrating	9	low_cue	n/a					0.68	3.68	l029.png	n/a	n/a	n/a
301.8	1.49	expectrating	10	low_cue	n/a	47.76	Strong	47.76	Strong	0.32	1.17	l044.png	n/a	n/a	n/a
340.59	1.36	expectrating	11	high_cue	n/a	45.65	Strong	45.65	Strong	0.18	1.18	h039.png	n/a	n/a	n/a
364.8	1.38	expectrating	12	high_cue	n/a	60.86	Strong	60.86	Strong	0.18	1.2	h042.png	n/a	n/a	n/a
18.51	6.99	stimulus	1	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	47_150.jpg	same	same	True
55.2	6.99	stimulus	2	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	44_100.jpg	same	same	True
88.0	6.99	stimulus	3	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	10_50.jpg	same	same	True
114.19	7.0	stimulus	4	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	5_50_R.jpg	diff	diff	True
149.91	6.99	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	11_50_R.jpg	diff		False
177.5	6.99	stimulus	6	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	10_100_R.jpg	diff	diff	True
209.4	7.0	stimulus	7	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	43_50_R.jpg	diff	diff	True
251.29	7.0	stimulus	8	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	35_150_R.jpg	diff	same	False
286.59	7.0	stimulus	9	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	18_100.jpg	same	same	True
315.5	6.99	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	29_100_R.jpg	diff	diff	True
348.0	7.0	stimulus	11	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	18_150_R.jpg	diff	diff	True
378.49	7.0	stimulus	12	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	29_150.jpg	same		False
32.6		outcomerating	1	low_cue	high_stim			25.94	Moderate	1.33	2.1	task-cognitive_scale.png	n/a	n/a	n/a
69.29		outcomerating	2	high_cue	med_stim			30.29	Strong	0.73	2.07	task-cognitive_scale.png	n/a	n/a	n/a
97.79	1.8	outcomerating	3	low_cue	low_stim	17.05	Moderate	17.05	Moderate	0.07	1.73	task-cognitive_scale.png	n/a	n/a	n/a
128.0	3.87	outcomerating	4	low_cue	low_stim	34.52	Strong	34.52	Strong	1.53	2.34	task-cognitive_scale.png	n/a	n/a	n/a
159.89		outcomerating	5	high_cue	low_stim			40.52	Strong	0.23	3.72	task-cognitive_scale.png	n/a	n/a	n/a
187.29	2.32	outcomerating	6	high_cue	med_stim	53.96	Strong	53.96	Strong	0.05	2.27	task-cognitive_scale.png	n/a	n/a	n/a
222.3	1.32	outcomerating	7	high_cue	low_stim	44.67	Strong	44.67	Strong	0.4	0.92	task-cognitive_scale.png	n/a	n/a	n/a
262.7	3.1	outcomerating	8	low_cue	high_stim	55.8	Strong	55.8	Strong	0.05	3.05	task-cognitive_scale.png	n/a	n/a	n/a
294.39	2.88	outcomerating	9	low_cue	med_stim	21.12	Moderate	21.12	Moderate	0.23	2.64	task-cognitive_scale.png	n/a	n/a	n/a
326.09	2.77	outcomerating	10	low_cue	med_stim	44.35	Strong	44.35	Strong	1.5	1.27	task-cognitive_scale.png	n/a	n/a	n/a
355.5	2.57	outcomerating	11	high_cue	high_stim	38.34	Strong	38.34	Strong	1.37	1.2	task-cognitive_scale.png	n/a	n/a	n/a
394.6		outcomerating	12	high_cue	high_stim							task-cognitive_scale.png	n/a	n/a	n/a
