ISI01_biopac,ISI01_duration,ISI01_onset,ISI02_biopac,ISI02_duration,ISI02_onset,ISI03_biopac,ISI03_duration,ISI03_onset,ITI_biopac,ITI_duration,ITI_onset,delay_between_medoc,event01_cue_biopac,event01_cue_filename,event01_cue_onset,event01_cue_type,event02_expect_RT,event02_expect_angle,event02_expect_angle_label,event02_expect_biopac,event02_expect_displayonset,event02_expect_responseonset,event03_stimulusC_RT,event03_stimulusC_reseponseonset,event03_stimulusC_response,event03_stimulusC_responsekeyname,event03_stimulus_C_stim_filename,event03_stimulus_C_stim_match,event03_stimulus_C_stim_num,event03_stimulus_P_delay_between_medoc,event03_stimulus_P_trigger,event03_stimulus_V_filename,event03_stimulus_V_patientid,event03_stimulus_biopac,event03_stimulus_displayonset,event03_stimulus_type,event04_actual_RT,event04_actual_angle,event04_actual_angle_label,event04_actual_biopac,event04_actual_displayonset,event04_actual_responseonset,param_cond_type,param_counterbalance_block_num,param_counterbalance_ver,param_cue_type,param_end_biopac,param_end_instruct_onset,param_experiment_duration,param_run_num,param_start_biopac,param_stimulus_type,param_task_name,param_trigger_onset,session_id,src_subject_id,trial_no
1616596703.66051,1.59124445915222,1616596703.6477199,1616596709.5855598,0.255696535110474,1616596709.5832698,1616596718.86087,1.98557472229004,1616596718.85339,1616596699.74859,2.89418363571167,1616596699.74627,0.061136007308959996,1616596702.6603801,h024.png,1616596702.64735,high_cue,3.7516100406646697,41.1413196632279,FIX,1616596705.2766302,1616596705.26499,1616596709.0166,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616596709.90403,1616596709.90299,high_stim,2.97118353843689,79.5922886875099,FIX,1616596720.8596098,1616596720.85414,1616596723.82532,6,2,3,high_cue,1616597095.99403,1616597095.97736,399.00862574577303,3,1616596696.97086,high_stim,pain,1616596696.96874,4,6,1
1616596726.96048,1.98255252838135,1616596726.95641,1616596732.97702,5.86364054679871,1616596732.97533,1616596747.8605099,4.29142904281616,1616596747.8475401,1616596724.89077,1.0509672164916999,1616596724.8889802,0.0991621017456055,1616596725.9603698,l046.png,1616596725.9560401,low_cue,1.2349042892456101,52.808992460295705,FIX,1616596728.95948,1616596728.95716,1616596730.19207,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616596738.9407198,1616596738.9391801,high_stim,2.29285573959351,66.8335800497948,FIX,1616596752.1598,1616596752.1491401,1616596754.4420002,3,2,3,low_cue,1616597095.99403,1616597095.97736,399.00862574577303,3,1616596696.97086,high_stim,pain,1616596696.96874,4,6,2
1616596757.76021,1.38773512840271,1616596757.75123,1616596763.1771,0.9690487384796139,1616596763.16992,1616596773.1602302,5.481991529464719,1616596773.15698,1616596756.1768599,0.572623252868652,1616596756.16731,0.0541090965270996,1616596756.76035,l017.png,1616596756.75086,low_cue,1.4068536758422898,16.297488437888,FIX,1616596759.15961,1616596759.15175,1616596760.55861,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616596764.19485,1616596764.1937802,high_stim,2.33443570137024,41.9190641134269,FIX,1616596778.6601698,1616596778.65903,1616596780.99346,3,2,3,low_cue,1616597095.99403,1616597095.97736,399.00862574577303,3,1616596696.97086,high_stim,pain,1616596696.96874,4,6,3
1616596792.86029,1.39131331443787,1616596792.84765,1616596798.26829,1.17262697219849,1616596798.26634,1616596808.46052,3.88549304008484,1616596808.45347,1616596782.6935198,9.16282725334167,1616596782.67719,0.056333065032959005,1616596791.86001,h039.png,1616596791.84728,high_cue,1.73408341407776,68.6293777306568,FIX,1616596794.25973,1616596794.2481802,1616596795.98226,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616596799.49696,1616596799.49606,high_stim,2.08706855773926,39.805571092265204,FIX,1616596812.35972,1616596812.3549302,1616596814.4420002,6,2,3,high_cue,1616597095.99403,1616597095.97736,399.00862574577303,3,1616596696.97086,high_stim,pain,1616596696.96874,4,6,4
1616596817.96039,1.98194885253906,1616596817.9570198,1616596823.97762,11.1630387306213,1616596823.97593,1616596844.1610699,4.28884863853455,1616596844.15012,1616596816.37658,0.566791296005249,1616596816.37309,0.0612499713897705,1616596816.96123,l013.png,1616596816.95664,low_cue,1.71756625175476,8.29714496983688,FIX,1616596819.95928,1616596819.9577599,1616596821.6753302,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616596835.20213,1616596835.20111,low_stim,2.15705347061157,16.260204708312,FIX,1616596848.45959,1616596848.45172,1616596850.6087801,1,2,3,low_cue,1616597095.99403,1616597095.97736,399.00862574577303,3,1616596696.97086,low_stim,pain,1616596696.96874,4,6,5
1616596860.3605402,1.9828052520752,1616596860.35616,1616596866.37648,19.6638917922974,1616596866.3750699,1616596895.0609,9.686531305313109,1616596895.0524302,1616596852.48825,6.85345387458801,1616596852.4865599,0.0816099643707275,1616596859.36037,h032.png,1616596859.3557901,high_cue,2.83515739440918,55.6096855912874,FIX,1616596862.35943,1616596862.35691,1616596865.19207,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616596886.12249,1616596886.1213,low_stim,2.5360267162323,5.1731688792065995,FIX,1616596904.75966,1616596904.75605,1616596907.2920802,4,2,3,high_cue,1616597095.99403,1616597095.97736,399.00862574577303,3,1616596696.97086,low_stim,pain,1616596696.96874,4,6,6
1616596913.36024,1.1963782310485802,1616596913.34259,1616596918.57954,3.36109328269958,1616596918.57787,1616596930.9600198,6.58981084823608,1616596930.9491599,1616596908.7761,3.56580448150635,1616596908.77422,0.0334329605102539,1616596912.36112,l022.png,1616596912.35889,low_cue,1.80114197731018,49.3987053549955,FIX,1616596914.56065,1616596914.55971,1616596916.36085,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616596921.97439,1616596921.97305,med_stim,3.1903562545776403,52.9921513056854,FIX,1616596937.55938,1616596937.55162,1616596940.7419698,2,2,3,low_cue,1616597095.99403,1616597095.97736,399.00862574577303,3,1616596696.97086,med_stim,pain,1616596696.96874,4,6,7
1616596949.66028,1.5828392505645799,1616596949.65613,1616596955.27699,0.564074516296387,1616596955.27489,1616596964.86061,2.19383835792542,1616596964.84513,1616596941.57663,7.07030248641968,1616596941.56978,0.0715858936309814,1616596948.66018,h014.png,1616596948.65576,high_cue,1.8520648479461699,84.6742593752323,FIX,1616596951.2597198,1616596951.25673,1616596953.10879,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616596955.91273,1616596955.9112,med_stim,3.00127911567688,31.9081069356532,FIX,1616596967.06366,1616596967.06262,1616596970.0639,5,2,3,high_cue,1616597095.99403,1616597095.97736,399.00862574577303,3,1616596696.97086,med_stim,pain,1616596696.96874,4,6,8
1616596977.9603,0.888950347900391,1616596977.9500198,1616596983.07692,1.7703757286071797,1616596983.06859,1616596993.86022,2.38301968574524,1616596993.85595,1616596971.09328,5.85911226272583,1616596971.08079,0.0555310249328613,1616596976.9602098,h001.png,1616596976.94964,high_cue,3.67497634887695,39.305569282244605,FIX,1616596978.85978,1616596978.85035,1616596982.52533,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616596984.89635,1616596984.8951,med_stim,2.93535041809082,24.2277453179542,FIX,1616596996.25933,1616596996.25684,1616596999.19219,5,2,3,high_cue,1616597095.99403,1616597095.97736,399.00862574577303,3,1616596696.97086,med_stim,pain,1616596696.96874,4,6,9
1616597006.36048,1.9950280189514198,1616597006.34394,1616597012.38144,1.5594453811645501,1616597012.37952,1616597022.9602199,5.48883557319641,1616597022.95013,1616597000.27666,5.0649132728576705,1616597000.2750099,0.0569040775299072,1616597005.3622198,l004.png,1616597005.36024,low_cue,1.1172502040863,12.605577354384598,FIX,1616597008.36221,1616597008.36136,1616597009.47861,0,0,0,,,,0,0,Command Recieved: TRIGGER_AND_Response: RESULT_OK,,,1616597013.99848,1616597013.99683,med_stim,1.92320132255554,12.6572733672233,FIX,1616597028.4594,1616597028.4521801,1616597030.37538,2,2,3,low_cue,1616597095.99403,1616597095.97736,399.00862574577303,3,1616596696.97086,med_stim,pain,1616596696.96874,4,6,10
