onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
3.38	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l005.png
41.59	0.98	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h018.png
78.39	0.98	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l047.png
105.88	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l002.png
137.08	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h039.png
168.99	0.98	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h013.png
194.38	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h022.png
234.78	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l040.png
271.78	0.99	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l031.png
299.89	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l037.png
337.88	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h048.png
362.58	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h038.png
6.09	2.77	expectrating	1	low_cue	n/a	29.35	Strong	29.35	Strong	0.47	2.3	l005.png
44.69	3.02	expectrating	2	high_cue	n/a	41.73	Strong	41.73	Strong	0.58	2.43	h018.png
81.49	2.14	expectrating	3	low_cue	n/a	0.0		0.0		0.12	2.02	l047.png
107.4	1.4	expectrating	4	low_cue	n/a	0.0		0.0		0.33	1.07	l002.png
140.18		expectrating	5	high_cue	n/a			62.81	Strong	0.67	3.77	h039.png
170.99		expectrating	6	high_cue	n/a			51.56	Strong	0.22	3.9	h013.png
196.38	1.91	expectrating	7	high_cue	n/a	87.69	Very Strong	87.69	Very Strong	0.22	1.69	h022.png
237.28		expectrating	8	low_cue	n/a			13.92	Moderate	0.12	3.85	l040.png
274.88	1.53	expectrating	9	low_cue	n/a	2.11	Barely detectable	2.11	Barely detectable	0.32	1.22	l031.png
301.79		expectrating	10	low_cue	n/a			1.64	Barely detectable	0.05	3.98	l037.png
340.58	2.36	expectrating	11	high_cue	n/a	43.7	Strong	43.7	Strong	0.07	2.29	h048.png
364.78		expectrating	12	high_cue	n/a			8.05	Weak	3.18	3.95	h038.png
18.47	7.01	stimulus	1	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aiaff_H.mp4
55.17	7.01	stimulus	2	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ll042t1afunaff_M.mp4
87.97	7.0	stimulus	3	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aaunaff_L.mp4
114.17	7.01	stimulus	4	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	gf097t2aiunaff_L.mp4
149.87	7.01	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ll042t1aaunaff_L.mp4
177.47	7.0	stimulus	6	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ak064t1aiaff_M.mp4
209.37	7.02	stimulus	7	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	dn124t1aaunaff_L.mp4
251.27	7.02	stimulus	8	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	nm106t1afaff_H.mp4
286.57	7.01	stimulus	9	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aiunaff_M.mp4
315.47	7.01	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	gf097t1aiaff_M.mp4
347.97	7.0	stimulus	11	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	hs107t1afaff_H.mp4
378.47	7.01	stimulus	12	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aeaff_H.mp4
32.59	3.59	outcomerating	1	low_cue	high_stim	50.19	Strong	50.19	Strong	0.52	3.07	task-vicarious_scale.png
69.28	2.66	outcomerating	2	high_cue	med_stim	3.01	Weak	3.01	Weak	0.6	2.06	task-vicarious_scale.png
97.79		outcomerating	3	low_cue	low_stim			9.73	Weak	0.12	3.57	task-vicarious_scale.png
127.99	1.6	outcomerating	4	low_cue	low_stim	1.16	Barely detectable	1.16	Barely detectable	0.45	1.15	task-vicarious_scale.png
159.88	3.27	outcomerating	5	high_cue	low_stim	13.75	Moderate	13.75	Moderate	1.85	1.42	task-vicarious_scale.png
187.29	2.27	outcomerating	6	high_cue	med_stim	16.32	Moderate	16.32	Moderate	0.63	1.63	task-vicarious_scale.png
222.29	3.25	outcomerating	7	high_cue	low_stim	37.61	Strong	37.61	Strong	0.32	2.93	task-vicarious_scale.png
262.69		outcomerating	8	low_cue	high_stim			27.8	Moderate	0.05	3.92	task-vicarious_scale.png
294.38		outcomerating	9	low_cue	med_stim			20.69	Moderate	0.48	1.37	task-vicarious_scale.png
326.1		outcomerating	10	low_cue	med_stim							task-vicarious_scale.png
355.49	2.98	outcomerating	11	high_cue	high_stim	58.29	Strong	58.29	Strong	0.65	2.33	task-vicarious_scale.png
394.59	3.87	outcomerating	12	high_cue	high_stim	18.87	Moderate	18.87	Moderate	0.45	3.42	task-vicarious_scale.png
